"POINTID","Coarse","Clay","Sand","Silt","geometry"
33041994,29,38,15,47,c(-1.961663886, 40.3182038)
33042072,20,16,46,38,c(-2.095368747, 41.01387024)
33042138,16,35,18,48,c(-2.211719072, 41.60190646)
33042156,4,29,30,41,c(-2.243977298, 41.76218499)
33042166,7,26,26,48,c(-2.261997638, 41.85121115)
33042198,25,26,19,55,c(-2.320143562, 42.13601141)
33061972,19,32,14,53,c(-1.901534864, 40.12468033)
33062008,44,25,27,48,c(-1.962112895, 40.44597317)
33062038,15,27,18,55,c(-2.013241879, 40.71358955)
33062044,27,29,22,49,c(-2.023539176, 40.76709899)
33062062,21,46,18,37,c(-2.05457542, 40.92759971)
33062080,29,28,23,49,c(-2.085829792, 41.08805921)
33062092,11,27,29,44,c(-2.106788245, 41.1950094)
33062206,51,19,27,54,c(-2.310895955, 42.21013605)
33081982,10,12,47,40,c(-1.895104581, 40.21677627)
33082068,25,15,33,52,c(-2.041523345, 40.98396205)
33082140,15,17,64,19,c(-2.167932514, 41.62553476)
33082144,2,30,22,48,c(-2.175060434, 41.66115863)
33082148,12,21,44,36,c(-2.182199585, 41.69678051)
33082152,2,11,71,18,c(-2.18934999, 41.73240039)
33102006,23,29,14,56,c(-1.912226464, 40.4338068)
33102046,9,23,23,54,c(-1.980224426, 40.79065063)
33102118,18,40,22,37,c(-2.105318363, 41.43245745)
33102142,8,18,66,16,c(-2.147805726, 41.64624831)
33102208,19,14,42,44,c(-2.266740509, 42.23380467)
33121976,23,36,19,45,c(-1.838755065, 40.16885644)
33122048,22,22,28,50,c(-1.960266634, 40.81133822)
33122056,10,16,28,56,c(-1.973978297, 40.8826842)
33122146,30,31,34,34,c(-2.131221437, 41.68477086)
33122156,5,21,54,25,c(-2.149038077, 41.77382912)
33122210,16,15,42,43,c(-2.246474002, 42.25453042)
33142046,12,35,22,43,c(-1.93346446, 40.79634474)
33142106,10,25,45,30,c(-2.037076498, 41.33128608)
33142114,22,33,33,34,c(-2.051075849, 41.40257741)
33142142,2,18,55,28,c(-2.100421118, 41.65203423)
33142160,12,24,30,45,c(-2.132431314, 41.81234792)
33142268,22,23,30,47,c(-2.329362662, 42.77339492)
33162048,7,47,13,40,c(-1.913490159, 40.81702316)
33162080,32,16,32,52,c(-1.968387898, 41.10238864)
33162102,14,15,65,19,c(-2.006529554, 41.29850267)
33162156,10,11,65,24,c(-2.101556534, 41.77961749)
33162174,42,21,28,51,c(-2.133683848, 41.93990886)
33162272,44,23,27,50,c(-2.312683927, 42.81191147)
33182010,9,35,15,50,c(-1.825908988, 40.4807996)
33182050,12,32,38,30,c(-1.89350385, 40.83769741)
33182064,15,38,20,43,c(-1.917411132, 40.96256373)
33182082,64,15,31,54,c(-1.948341245, 41.12306987)
33182122,9,22,42,36,c(-2.017858768, 41.47960489)
33182126,18,30,16,54,c(-2.024870646, 41.51524743)
33182158,3,17,50,34,c(-2.081364563, 41.80031635)
33182168,11,33,18,49,c(-2.09916554, 41.88937446)
33201980,16,34,8,58,c(-1.752716875, 40.21578962)
33202038,8,35,15,51,c(-1.849754281, 40.7334734)
33202056,19,22,45,33,c(-1.880315356, 40.89404697)
33203610,45,11,42,46,c(-5.631100745, 54.61535636)
33221968,48,17,29,55,c(-1.709767703, 40.11141534)
33222040,15,25,39,37,c(-1.82977028, 40.75413635)
33222054,31,29,35,37,c(-1.853495149, 40.87903341)
33222058,49,16,69,15,c(-1.860297436, 40.91471375)
33222066,15,34,23,43,c(-1.873933824, 40.98606839)
33222072,22,34,21,45,c(-1.884189041, 41.03957909)
33222076,15,18,34,48,c(-1.891039192, 41.07525038)
33222130,31,25,42,33,c(-1.984572652, 41.55661745)
33222144,10,16,64,19,c(-2.009147293, 41.68135728)
33222156,16,38,23,39,c(-2.030319382, 41.7882579)
33222166,34,30,29,41,c(-2.048039512, 41.87732823)
33242080,10,14,58,28,c(-1.874400324, 41.11375224)
33261978,41,14,21,66,c(-1.679884, 40.20628735)
33262018,25,33,21,47,c(-1.746144068, 40.56342143)
33262036,15,23,20,57,c(-1.776297179, 40.72406549)
33262054,9,8,76,16,c(-1.806661668, 40.88466867)
33262086,29,23,19,58,c(-1.861171151, 41.17008509)
33262144,25,21,49,30,c(-1.961725893, 41.68707783)
33281952,45,12,37,51,c(-1.614261612, 39.97680342)
33281970,10,7,78,15,c(-1.643600511, 40.13760701)
33282024,21,25,31,44,c(-1.732848112, 40.61976949)
33282060,19,41,23,36,c(-1.793391668, 40.94100613)
33282078,21,32,38,30,c(-1.823982948, 41.1015635)
33282150,36,24,35,41,c(-1.948525936, 41.74339091)
33301954,10,12,60,29,c(-1.594405771, 39.99743092)
33302056,15,28,28,44,c(-1.763194909, 40.90812593)
33302062,23,16,46,38,c(-1.773333001, 40.96165534)
33302074,14,17,22,61,c(-1.793680428, 41.06870068)
33321944,36,27,21,52,c(-1.555135771, 39.91082421)
33321992,27,18,38,44,c(-1.633285868, 40.33963375)
33322024,15,12,68,20,c(-1.686195428, 40.62534394)
33322034,12,27,42,31,c(-1.702864558, 40.71460187)
33322042,20,38,21,41,c(-1.716246514, 40.78599916)
33322052,23,8,75,17,c(-1.733032562, 40.87523449)
33322186,13,24,19,57,c(-1.964419185, 42.06979335)
33323140,12,13,28,59,c(-4.042117718, 50.51463623)
33341912,32,16,36,48,c(-1.480849811, 39.62751575)
33341918,26,28,23,49,c(-1.490403574, 39.68116048)
33341990,6,23,49,28,c(-1.606779147, 40.32453612)
33342026,23,20,35,45,c(-1.66618867, 40.64597641)
33342038,14,30,44,26,c(-1.686176633, 40.75308688)
33342044,19,36,16,48,c(-1.696205589, 40.80663535)
33342056,11,30,27,43,c(-1.716333819, 40.91371876)
33342062,9,37,34,29,c(-1.726433241, 40.96725373)
33342146,41,30,35,35,c(-1.870341578, 41.71627537)
33342152,41,31,26,44,c(-1.880803572, 41.76974376)
33342164,19,26,24,50,c(-1.901802026, 41.87666739)
33361816,22,13,73,14,c(-1.308225362, 38.77124305)
33361956,46,15,45,40,c(-1.528305807, 40.02354551)
33361974,39,28,17,55,c(-1.557465715, 40.18437197)
33362014,22,28,34,38,c(-1.622994408, 40.54161673)
33362024,19,21,23,56,c(-1.639535531, 40.63089635)
33362046,22,5,79,15,c(-1.676152621, 40.82726734)
33362050,21,18,43,39,c(-1.682843963, 40.86296465)
33362060,18,40,28,32,c(-1.699617954, 40.9521992)
33362132,26,36,20,44,c(-1.822344699, 41.59432239)
33362270,36,19,21,60,c(-2.067547589, 42.82329643)
33382002,22,22,44,34,c(-1.579966508, 40.43722255)
33382016,13,25,16,59,c(-1.602990296, 40.56223797)
33382062,21,15,43,42,c(-1.679526116, 40.97282995)
33382080,9,18,27,54,c(-1.709849901, 41.13342464)
33382188,8,24,31,45,c(-1.896359059, 42.09615777)
33382200,23,18,60,21,c(-1.917577547, 42.20304076)
33401964,14,40,14,45,c(-1.494951697, 40.10050559)
33401994,78,18,26,56,c(-1.543626486, 40.36852297)
33402018,29,39,23,38,c(-1.582974255, 40.58285502)
33402048,48,12,69,19,c(-1.632676381, 40.8506685)
33402058,25,16,53,31,c(-1.649372947, 40.93991473)
33402066,28,28,42,30,c(-1.662777101, 41.01130276)
33421876,10,25,31,44,c(-1.332484839, 39.31634888)
33421936,14,23,42,35,c(-1.426965534, 39.85297047)
33421980,26,23,26,52,c(-1.497644362, 40.24619956)
33421984,11,22,52,26,c(-1.504129247, 40.28193546)
33421990,21,31,27,42,c(-1.513875354, 40.33553553)
33422016,16,21,23,56,c(-1.55637052, 40.56775008)
33422034,5,9,60,31,c(-1.586041865, 40.72846432)
33422268,23,19,22,59,c(-1.991452992, 42.81413756)
33441968,20,18,42,40,c(-1.4550882, 40.14170606)
33442014,11,25,16,59,c(-1.52978026, 40.55263733)
33442040,29,16,60,24,c(-1.572589303, 40.7847854)
33442050,15,23,48,28,c(-1.589169759, 40.8740507)
33442076,15,41,27,33,c(-1.632582369, 41.10608249)
33442270,18,26,19,55,c(-1.970923869, 42.83480375)
33443404,5,14,34,52,c(-4.61744961, 52.85571537)
33461926,19,11,68,21,c(-1.365003768, 39.76897628)
33462046,56,11,67,22,c(-1.559119615, 40.84110192)
33462052,43,33,21,46,c(-1.56906407, 40.89466085)
33462172,15,37,19,43,c(-1.772936768, 41.96491259)
33481922,10,9,74,17,c(-1.335664022, 39.73590271)
33482012,12,23,19,58,c(-1.479900072, 40.54025176)
33482044,15,40,22,38,c(-1.532404354, 40.82599736)
33482116,76,12,62,26,c(-1.652960157, 41.46846272)
33501944,21,25,23,52,c(-1.347370256, 39.93531565)
33502028,26,29,23,48,c(-1.482714582, 40.68587714)
33502070,27,12,63,25,c(-1.552056371, 41.06082791)
33502132,24,19,45,36,c(-1.656520439, 41.61393122)
33521972,16,23,31,45,c(-1.368817936, 40.18830771)
33522030,79,27,15,58,c(-1.462626653, 40.70646892)
33522038,20,26,51,22,c(-1.475731988, 40.77790656)
33522120,42,27,22,52,c(-1.612445752, 41.50968869)
33522152,36,27,33,39,c(-1.667001639, 41.79504037)
33522174,15,19,42,39,c(-1.704910541, 41.99114824)
33522182,9,27,18,55,c(-1.71877766, 42.06244585)
33523262,23,25,17,58,c(-4.093053232, 51.62231336)
33541942,33,24,30,46,c(-1.298024433, 39.92281518)
33541946,21,30,24,46,c(-1.304340896, 39.95858086)
33541964,28,20,43,38,c(-1.332885413, 40.11950139)
33542032,14,19,29,52,c(-1.442526692, 40.72705649)
33542036,11,30,30,40,c(-1.44906654, 40.7627771)
33542042,22,38,18,44,c(-1.458895395, 40.81635431)
33542114,53,14,63,24,c(-1.578653746, 41.45893631)
33542154,55,18,39,42,c(-1.646662217, 41.8156543)
33561872,30,14,37,49,c(-1.166160521, 39.29923766)
33561954,53,31,22,47,c(-1.293874972, 40.03279363)
33562026,54,19,28,54,c(-1.409380889, 40.67619106)
33562152,42,28,30,41,c(-1.619468973, 41.80059994)
33562164,18,41,18,41,c(-1.64002511, 41.90758638)
33581994,59,13,66,22,c(-1.334392961, 40.3930161)
33582000,31,29,28,43,c(-1.344025134, 40.44662991)
33582004,75,25,18,57,c(-1.350459011, 40.48236996)
33582012,33,34,21,45,c(-1.363356689, 40.5538441)
33582102,47,14,64,22,c(-1.511254366, 41.35738503)
33582148,26,32,21,47,c(-1.588882758, 41.76770343)
33582292,40,21,21,58,c(-1.841256784, 43.05055493)
33601972,70,32,12,56,c(-1.276077725, 40.19907804)
33601984,27,40,20,39,c(-1.295163567, 40.30633938)
33601998,39,42,17,41,c(-1.317542415, 40.4314549)
33602008,50,29,22,49,c(-1.333601637, 40.5208082)
33602016,39,23,49,29,c(-1.346493862, 40.5922819)
33602044,11,7,72,21,c(-1.391933106, 40.84237762)
33602062,54,19,45,35,c(-1.421406464, 41.00310254)
33602170,7,41,13,46,c(-1.602678497, 41.96662715)
33621954,18,30,22,48,c(-1.224480843, 40.04082329)
33621986,51,28,32,40,c(-1.275119805, 40.32689953)
33622004,40,17,51,32,c(-1.30388023, 40.48776127)
33622104,40,22,46,32,c(-1.467375238, 41.38071156)
33622176,19,28,27,45,c(-1.589123399, 42.02288666)
33641952,17,27,27,46,c(-1.198208058, 40.02560403)
33641956,24,24,42,34,c(-1.204486548, 40.06137331)
33641988,51,23,29,48,c(-1.255064178, 40.34745543)
33642006,21,23,16,61,c(-1.283789868, 40.5083206)
33642010,19,40,7,53,c(-1.290200573, 40.54406296)
33642016,30,46,7,47,c(-1.299835278, 40.5976728)
33642046,53,19,57,24,c(-1.348346825, 40.86565549)
33642060,12,24,34,42,c(-1.37118004, 40.99067633)
33661822,11,18,43,39,c(-0.976562842, 38.86460018)
33661990,29,32,27,41,c(-1.23499667, 40.3680071)
33662002,21,30,42,29,c(-1.254101709, 40.47525728)
33662020,73,24,44,31,c(-1.282926203, 40.63609916)
33662026,63,23,33,44,c(-1.292579164, 40.68970425)
33663268,28,8,71,20,c(-3.910428478, 51.69913291)
33681974,11,41,14,45,c(-1.186459983, 40.22764238)
33681980,34,22,30,47,c(-1.195923782, 40.28128423)
33681992,40,17,62,21,c(-1.214917268, 40.38855452)
33682010,39,20,56,24,c(-1.24357325, 40.54942652)
33682016,59,16,63,21,c(-1.253169722, 40.60304164)
33682024,51,28,22,51,c(-1.265999805, 40.67452157)
33682096,30,18,44,38,c(-1.383286842, 41.31748945)
33701958,62,16,52,32,c(-1.138177666, 40.08722648)
33702020,43,20,30,50,c(-1.236231627, 40.64146049)
33702092,44,25,48,27,c(-1.353102606, 41.28449554)
33722042,63,34,19,46,c(-1.248174397, 40.84069243)
33722064,15,56,10,34,c(-1.283770592, 41.03719303)
33722078,12,45,20,35,c(-1.306582371, 41.16220834)
33741972,21,41,16,42,c(-1.113716865, 40.2177153)
33741998,36,39,18,43,c(-1.154607552, 40.45017128)
33742056,45,30,20,50,c(-1.247323651, 40.96842783)
33742074,43,28,32,40,c(-1.276525914, 41.12918289)
33761994,32,34,20,47,c(-1.125019319, 40.41706429)
33762000,18,47,14,39,c(-1.134480429, 40.47070168)
33762004,40,26,39,35,c(-1.140800054, 40.50645749)
33762022,24,32,34,34,c(-1.169359917, 40.66733434)
33762054,20,41,14,45,c(-1.220628785, 40.95324005)
33762084,48,18,58,24,c(-1.269277841, 41.22116406)
33762090,32,20,39,42,c(-1.279076345, 41.27473587)
33781948,31,22,57,21,c(-1.030080024, 40.00832128)
33782052,34,33,18,48,c(-1.193947633, 40.93804447)
33782056,59,20,47,33,c(-1.20038329, 40.97377669)
33782062,33,29,37,34,c(-1.210055627, 41.02737139)
33782070,27,34,36,30,c(-1.222987377, 41.09882423)
33783424,4,15,29,56,c(-4.179111476, 53.09162502)
33801942,50,17,40,42,c(-0.997714722, 39.95725952)
33801978,43,39,33,28,c(-1.0534516, 40.27927934)
33801996,23,21,42,37,c(-1.081611629, 40.44022921)
33802018,33,26,45,28,c(-1.116296935, 40.63689174)
33802032,77,22,20,57,c(-1.13852405, 40.76200988)
33802036,55,31,23,47,c(-1.144896902, 40.79775354)
33802040,20,46,11,43,c(-1.151279679, 40.83349527)
33802058,34,22,37,41,c(-1.180125571, 40.99430906)
33802284,20,13,42,44,c(-1.560267076, 43.01015408)
33821988,60,22,39,39,c(-1.0458152, 40.37133181)
33822024,12,25,32,43,c(-1.102436691, 40.69316324)
33822042,68,29,19,52,c(-1.131045529, 40.85401979)
33822046,21,26,27,47,c(-1.137430311, 40.88976036)
33842008,15,58,9,33,c(-1.053852129, 40.55278066)
33842012,32,44,26,30,c(-1.060140335, 40.58853947)
33842048,14,49,10,40,c(-1.117176029, 40.9102814)
33861962,33,31,14,55,c(-0.959054878, 40.14402238)
33861992,12,23,47,30,c(-1.005523824, 40.41234754)
33862010,10,52,13,35,c(-1.033665031, 40.57328972)
33862028,30,37,13,50,c(-1.062003366, 40.73419248)
33862060,66,12,59,29,c(-1.112875193, 41.02014511)
33881958,36,30,16,53,c(-0.929732333, 40.11083907)
33881972,51,36,28,36,c(-0.951273587, 40.23608405)
33881990,49,14,51,36,c(-0.979141058, 40.39707795)
33882026,23,30,32,38,c(-1.035461941, 40.71894714)
33882048,28,43,17,40,c(-1.070269991, 40.91556771)
33882074,43,17,49,33,c(-1.111793609, 41.14786249)
33901934,40,30,18,52,c(-0.869979518, 39.89866328)
33901970,42,24,50,26,c(-0.924982591, 40.22079472)
33901978,41,28,36,36,c(-0.937309457, 40.29235782)
33902036,15,32,31,37,c(-1.027829999, 40.81095697)
33902280,27,44,10,46,c(-1.432051886, 42.98828912)
33903662,18,12,44,44,c(-4.734567949, 55.20224173)
33903796,9,9,41,51,c(-5.188102205, 56.37622523)
33921954,32,21,36,43,c(-0.877284684, 40.08023405)
33921966,61,26,37,36,c(-0.895637793, 40.18760439)
33921980,11,24,42,34,c(-0.917157381, 40.31284744)
33922016,43,22,50,28,c(-0.973031446, 40.63479123)
33922020,38,21,45,34,c(-0.979287947, 40.67055305)
33922034,54,17,24,59,c(-1.001262448, 40.79570423)
33922038,33,34,27,38,c(-1.007562889, 40.83145737)
33923340,23,1,90,9,c(-3.735865432, 52.37689708)
33941950,20,36,24,41,c(-0.848038706, 40.04702197)
33941964,59,30,36,34,c(-0.869382064, 40.1722984)
33941968,40,23,48,29,c(-0.875501347, 40.20808724)
33941982,57,15,55,31,c(-0.896993384, 40.33333278)
33942018,38,37,23,40,c(-0.952796106, 40.65528316)
33942022,14,23,49,28,c(-0.959044636, 40.69104573)
33942048,32,19,33,48,c(-0.999897916, 40.92345555)
33942054,40,14,48,39,c(-1.009384511, 40.97707707)
33961954,43,26,26,48,c(-0.830963823, 40.08539587)
33961962,39,32,17,51,c(-0.843139622, 40.15698476)
33961984,24,19,30,51,c(-0.876817451, 40.35381382)
33961990,72,24,24,52,c(-0.886052102, 40.40748423)
33981964,16,31,33,36,c(-0.82299518, 40.17745764)
33981990,39,14,48,38,c(-0.862775694, 40.41007205)
33981996,27,24,38,38,c(-0.872012739, 40.46374062)
33982022,16,44,22,35,c(-0.912289123, 40.69625413)
33982054,25,21,33,46,c(-0.962422192, 40.98231309)
33983238,18,14,36,50,c(-3.374958265, 51.48846992)
34001998,20,40,9,52,c(-0.851793013, 40.48421487)
34002034,21,45,20,35,c(-0.907596901, 40.80614165)
34021972,27,17,56,27,c(-0.788748985, 40.25418409)
34021994,35,19,45,36,c(-0.822348113, 40.45101408)
34022002,23,23,50,26,c(-0.834637077, 40.5225741)
34022030,12,14,35,51,c(-0.877950102, 40.77297349)
34022044,62,29,18,53,c(-0.899784123, 40.89813797)
34041970,11,18,32,50,c(-0.762490596, 40.23885047)
34041988,12,42,12,46,c(-0.789881314, 40.39990946)
34041998,9,25,21,54,c(-0.805180992, 40.48936973)
34042006,43,26,18,56,c(-0.817463487, 40.56092927)
34042016,82,19,29,52,c(-0.832870307, 40.65036786)
34042024,23,38,20,42,c(-0.845238922, 40.72191009)
34042042,31,23,34,43,c(-0.873209453, 40.88285215)
34043428,60,15,22,62,c(-3.808472657, 53.17162512)
34061976,22,18,44,38,c(-0.748361025, 40.29510112)
34062008,7,24,35,42,c(-0.797199627, 40.58139133)
34062012,34,28,25,47,c(-0.80334715, 40.61716893)
34062020,18,42,21,37,c(-0.81567088, 40.68871839)
34062038,36,16,51,33,c(-0.843539845, 40.84967672)
34062044,50,26,26,48,c(-0.852872997, 40.90332091)
34082010,36,21,48,31,c(-0.776923683, 40.60184907)
34082014,19,32,26,42,c(-0.783063158, 40.63762741)
34082032,22,27,26,46,c(-0.810809212, 40.79860626)
34082276,16,27,10,62,c(-1.206972701, 42.97704249)
34083778,40,5,67,28,c(-4.840883646, 56.25219122)
34101954,10,21,40,39,c(-0.66878965, 40.10328986)
34102002,42,30,39,31,c(-0.74134871, 40.53284646)
34102020,38,22,25,53,c(-0.768907994, 40.69385872)
34122012,40,19,44,37,c(-0.733277388, 40.624861)
34122058,42,23,46,31,c(-0.804219388, 41.03622485)
34123260,26,13,39,48,c(-3.233331968, 51.70525776)
34161996,27,24,36,40,c(-0.6622788, 40.48680592)
34162018,20,16,55,29,c(-0.695698774, 40.68363686)
34162032,18,22,46,32,c(-0.717115276, 40.80886294)
34163274,28,4,79,17,c(-3.212816443, 51.83518857)
34182010,37,22,25,53,c(-0.660156215, 40.61460973)
34182024,34,12,62,26,c(-0.681461154, 40.73985498)
34201972,28,12,41,46,c(-0.579671058, 40.27706036)
34202282,20,6,65,28,c(-1.071571481, 43.04654439)
34203250,34,17,30,54,c(-3.093330577, 51.62998907)
34203268,34,19,48,34,c(-3.139953757, 51.78874923)
34203340,33,27,11,62,c(-3.330554275, 52.42348853)
34222010,59,41,11,48,c(-0.613437666, 40.61967532)
34222016,33,29,44,27,c(-0.622515599, 40.67335971)
34223734,10,11,46,43,c(-4.473030905, 55.89183182)
34241792,19,38,18,44,c(-0.274738127, 38.66861858)
34242002,20,18,28,54,c(-0.578030528, 40.55061069)
34242026,62,15,38,47,c(-0.614279356, 40.76535537)
34242210,31,24,24,52,c(-0.903820158, 42.40951163)
34242264,23,35,9,56,c(-0.992888525, 42.89130981)
34242272,21,33,12,55,c(-1.006249017, 42.96265997)
34262024,44,21,24,55,c(-0.587837217, 40.74998737)
34262028,39,28,23,49,c(-0.593894, 40.78577415)
34262266,35,37,12,51,c(-0.971997956, 42.91177869)
34283790,14,4,65,31,c(-4.564628911, 56.39401332)
34301976,37,17,39,44,c(-0.469370665, 40.32539186)
34302022,45,31,22,47,c(-0.538003402, 40.73712458)
34302282,36,25,14,60,c(-0.950154229, 43.05973468)
34303740,36,15,29,56,c(-4.367107422, 55.95883561)
34303750,43,26,16,58,c(-4.39990362, 56.0466157)
34322026,29,15,59,26,c(-0.520609758, 40.77542461)
34362268,19,33,12,55,c(-0.854132369, 42.94268891)
34382002,23,20,35,45,c(-0.414632447, 40.56810439)
34382008,25,20,44,36,c(-0.423528202, 40.6218142)
34401934,30,36,27,38,c(-0.29211153, 39.96154492)
34402006,42,24,36,39,c(-0.39719876, 40.60639003)
34403708,11,12,41,47,c(-4.107173243, 55.69549698)
34403792,10,9,49,42,c(-4.380613171, 56.43319055)
34403798,10,5,38,57,c(-4.400621923, 56.48585662)
34422282,38,30,16,53,c(-0.804390171, 43.07537236)
34442050,42,16,36,48,c(-0.415865196, 41.00513848)
34442054,36,19,45,36,c(-0.421866064, 41.04092807)
34443796,8,8,33,58,c(-4.330261739, 56.47545749)
34461998,19,22,30,48,c(-0.315359012, 40.54216387)
34463934,28,10,46,44,c(-4.773785618, 57.689772)
34502026,44,16,50,34,c(-0.309757502, 40.797756)
34503808,14,7,41,52,c(-4.274450961, 56.59151231)
34522014,27,27,24,49,c(-0.268697434, 40.69277679)
34541938,44,14,59,28,c(-0.135807888, 40.01439171)
34541988,29,32,25,43,c(-0.207477913, 40.46238118)
34562002,22,15,61,24,c(-0.204433617, 40.59019845)
34581988,19,26,35,39,c(-0.16084263, 40.46723006)
34583698,12,6,69,25,c(-3.794622762, 55.63879331)
34602236,33,28,29,43,c(-0.512000666, 42.68775677)
34661982,23,24,27,49,c(-0.058994748, 40.42310415)
34663624,3,6,58,36,c(-3.446145696, 55.00111959)
34663776,3,13,42,46,c(-3.915027674, 56.33844676)
34681980,44,22,36,43,c(-0.032845712, 40.40757503)
34722226,31,23,28,48,c(-0.351435171, 42.61341809)
34743694,33,13,34,53,c(-3.53247296, 55.63076508)
34762196,27,22,30,48,c(-0.256918485, 42.35026866)
34763770,33,17,49,34,c(-3.737083595, 56.30290282)
34783974,51,4,61,34,c(-4.387584039, 58.09907385)
34802006,29,29,24,47,c(0.07037224, 40.65480075)
34803774,4,21,31,47,c(-3.686192395, 56.34492245)
34803882,11,8,49,44,c(-4.03776544, 57.2945631)
34843470,20,22,29,49,c(-2.739064782, 53.67274765)
34843674,29,6,73,22,c(-3.316262562, 55.47134112)
34862008,44,26,19,54,c(0.137749026, 40.67979319)
34863646,74,11,52,37,c(-3.20242051, 55.22796215)
34882266,25,20,21,59,c(-0.220043458, 42.99046885)
34883746,8,16,38,46,c(-3.471930614, 56.11202851)
34883760,12,11,38,50,c(-3.515292341, 56.23527191)
34883940,21,8,56,37,c(-4.103450123, 57.81830501)
34903644,3,14,45,41,c(-3.134673245, 55.21687617)
34903806,5,8,45,48,c(-3.628065614, 56.64349865)
34943770,11,19,35,46,c(-3.451088023, 56.33338217)
34962264,54,25,22,53,c(-0.119809412, 42.982348)
34962278,16,30,13,57,c(-0.141421252, 43.10742984)
34983634,8,10,47,44,c(-2.982019503, 55.14169119)
34983814,8,5,69,26,c(-3.525135902, 56.72745186)
35002236,17,16,28,55,c(-0.028576505, 42.73693816)
35022270,25,14,33,53,c(-0.056129394, 43.04321323)
35042242,23,12,32,56,c(0.010746293, 42.79536613)
35083828,23,5,56,39,c(-3.408481277, 56.86751051)
35103682,29,18,25,57,c(-2.934404397, 55.5842523)
35103844,19,9,44,47,c(-3.426824951, 57.01174594)
35123644,15,14,37,49,c(-2.793970443, 55.25228586)
35142218,34,20,29,51,c(0.167513392, 42.59263906)
35163414,3,12,37,51,c(-2.117988681, 53.2271845)
35163756,5,11,40,49,c(-3.058730953, 56.24637545)
35163810,31,4,75,21,c(-3.223462775, 56.72225943)
35243890,18,11,48,41,c(-3.345765013, 57.44025899)
35263792,18,11,42,46,c(-3.007899778, 56.57997957)
35263882,29,12,37,51,c(-3.287489711, 57.37312268)
35282242,26,21,21,58,c(0.301432416, 42.82366111)
35302214,14,18,22,59,c(0.36646486, 42.57549752)
35303284,11,43,14,42,c(-1.59917274, 52.09733851)
35303378,14,25,16,59,c(-1.82248738, 52.92943661)
35303698,34,9,48,43,c(-2.66740782, 55.75723367)
35382192,32,29,28,43,c(0.494449521, 42.38777669)
35382238,54,21,21,58,c(0.428423075, 42.7994204)
35382252,40,27,12,61,c(0.408084095, 42.92466089)
35402214,11,13,27,60,c(0.487167813, 42.58695692)
35403718,21,18,33,49,c(-2.567328839, 55.94946065)
35422176,23,29,35,36,c(0.565154118, 42.24907095)
35443698,22,12,38,50,c(-2.447512665, 55.77910515)
35462170,19,21,46,33,c(0.621568319, 42.1998456)
35462218,48,18,29,53,c(0.553922147, 42.62956458)
35482240,34,23,24,54,c(0.546721742, 42.82870902)
35523886,4,9,37,55,c(-2.874508763, 57.45092289)
35562198,42,33,13,54,c(0.702752371, 42.4617417)
35563894,9,14,33,53,c(-2.833630152, 57.52792376)
35582164,15,27,24,49,c(0.773808756, 42.15945652)
35582196,35,26,25,49,c(0.729634114, 42.44605515)
35602224,19,18,23,60,c(0.714708998, 42.69897123)
35623450,30,19,45,37,c(-1.523040677, 53.61285187)
35643196,14,9,47,43,c(-0.916031272, 51.36430514)
35662070,12,9,64,27,c(0.995030062, 41.32560703)
35662100,17,39,15,45,c(0.955555174, 41.59463074)
35662186,35,22,28,50,c(0.839754694, 42.36531825)
35702140,20,14,44,42,c(0.950004642, 41.95752217)
35702144,26,28,26,46,c(0.944648653, 41.99337142)
35702180,8,19,29,51,c(0.896058241, 42.31594183)
35702222,10,14,37,49,c(0.838476836, 42.69210998)
35742184,33,22,29,48,c(0.938745119, 42.35612315)
35782180,21,16,37,47,c(0.992266543, 42.32460935)
35783656,28,29,17,54,c(-1.800245804, 55.45914797)
35802196,54,12,48,40,c(0.994782092, 42.4701147)
35803608,14,22,30,48,c(-1.644014551, 55.03733739)
35822156,24,28,35,38,c(1.072349068, 42.11382293)
35842172,25,17,35,48,c(1.075101335, 42.259358)
35843846,20,10,46,43,c(-2.231602112, 57.14802083)
35882176,34,16,33,50,c(1.117868755, 42.29946679)
35882194,37,16,34,50,c(1.093917873, 42.46077066)
35902178,23,22,24,55,c(1.139272542, 42.31951419)
35922162,45,34,19,47,c(1.184380821, 42.17821501)
35922174,24,27,20,53,c(1.168605735, 42.28577985)
35922202,46,16,34,50,c(1.131500887, 42.5367093)
35922210,39,13,47,39,c(1.120822632, 42.60838934)
35922220,20,16,24,60,c(1.107426364, 42.69798062)
36022204,52,19,27,54,c(1.249605303, 42.56517853)
36082152,27,18,44,39,c(1.389259998, 42.10522524)
36122170,23,20,26,53,c(1.414253583, 42.27075691)
36162240,32,26,21,53,c(1.371927633, 42.90236703)
36182164,23,24,22,54,c(1.494007981, 42.22308349)
36182182,39,23,30,47,c(1.471118278, 42.38450561)
36203366,4,39,23,38,c(-0.469906401, 52.94679132)
36222164,44,17,42,41,c(1.542068364, 42.22714226)
36282144,26,20,30,50,c(1.639061251, 42.05375795)
36282174,55,24,36,40,c(1.601648946, 42.32288775)
36303178,12,28,22,51,c(0.059398056, 51.28888959)
36322180,18,7,74,19,c(1.642299512, 42.38071588)
36342154,51,23,33,44,c(1.698649408, 42.14946094)
36362146,39,19,38,43,c(1.732484383, 42.07965811)
36362152,15,17,32,51,c(1.72511547, 42.13349808)
