"POINTID","Coarse","Clay","Sand","Silt","geometry"
53501832,31,18,38,44,c(21.83270963, 38.85409333)
53521820,29,21,28,51,c(21.83616319, 38.74397057)
53521834,7,15,48,37,c(21.85863134, 38.86917049)
53522078,9,26,25,50,c(22.27010228, 41.04702453)
53522226,14,13,42,44,c(22.5393445, 42.36426753)
53541768,20,37,22,41,c(21.77625508, 38.27592286)
53541818,15,12,59,29,c(21.85562502, 38.72327658)
53541858,23,20,27,53,c(21.92020555, 39.08091319)
53542056,32,21,57,22,c(22.2547867, 40.84806517)
53542080,14,18,28,54,c(22.29710475, 41.06191673)
53561634,19,27,36,37,c(21.59284177, 37.07256131)
53561914,18,10,56,34,c(22.03522437, 39.57838669)
53561982,13,8,55,38,c(22.1499118, 40.18533384)
53562216,10,7,51,42,c(22.56848422, 42.26935616)
53563892,2,32,15,53,c(27.20777707, 57.00383519)
53563934,5,7,55,38,c(27.38014342, 57.36855052)
53581926,25,10,49,41,c(22.0782283, 39.68267442)
53581972,17,15,45,40,c(22.15598033, 40.0932288)
53581980,23,23,29,47,c(22.16964295, 40.16460095)
53581998,27,9,64,28,c(22.20053796, 40.32515749)
53582008,29,25,25,50,c(22.21779465, 40.41433718)
53582034,31,52,4,43,c(22.2629751, 40.64614319)
53601982,14,13,35,52,c(22.19621671, 40.17954605)
53621916,11,24,32,44,c(22.10740201, 39.58764869)
53621962,22,13,59,28,c(22.18513843, 39.99822172)
53641742,35,36,15,49,c(21.84775358, 38.02921676)
53641882,15,31,23,47,c(22.07365781, 39.28113801)
53641894,8,31,17,52,c(22.09358228, 39.3883207)
53661974,30,15,46,39,c(22.25188796, 40.09946841)
53663790,7,11,29,61,c(26.96181627, 56.09606458)
53701812,9,18,40,42,c(22.0271166, 38.64699284)
53702212,22,17,39,45,c(22.72825054, 42.21264345)
53721882,9,23,41,36,c(22.1650124, 39.26963882)
53742036,38,41,9,50,c(22.45298362, 40.64043879)
53742054,14,41,18,40,c(22.48501143, 40.80079392)
53742310,31,39,19,42,c(22.9658677, 43.07687708)
53761962,21,13,45,42,c(22.34670208, 39.97782038)
53762196,38,16,52,32,c(22.7695446, 42.06129479)
53801740,33,35,21,44,c(22.02398165, 37.98873263)
53801808,30,26,32,43,c(22.13370471, 38.59692687)
53821886,26,62,4,34,c(22.28590532, 39.29085722)
53841818,19,16,53,31,c(22.19535275, 38.68054602)
53843780,11,16,46,38,c(27.20417637, 55.97098077)
53861684,29,40,19,40,c(22.00245245, 37.47889368)
53861822,28,17,30,53,c(22.22458921, 38.71339975)
53881726,31,22,35,43,c(22.09122324, 37.85204342)
53881892,6,34,22,44,c(22.36459394, 39.3356478)
53882194,11,16,51,33,c(22.90863694, 42.0251259)
53902242,19,47,6,47,c(23.02514076, 42.44838148)
53921652,14,21,42,37,c(22.01903546, 37.18375499)
53921802,30,30,18,53,c(22.25943629, 38.52596828)
53941666,37,15,45,41,c(22.06310839, 37.30631955)
53941710,33,21,43,37,c(22.13272432, 37.70026192)
53941810,31,20,34,46,c(22.29524444, 38.59455422)
53961798,22,38,13,49,c(22.29798811, 38.48440516)
53962198,12,7,66,27,c(23.01154075, 42.0482857)
53981826,27,26,24,50,c(22.36711467, 38.73166145)
54001706,36,25,21,54,c(22.19326443, 37.65584062)
54001840,12,27,39,34,c(22.41326629, 38.85376681)
54002332,13,30,19,51,c(23.32515982, 43.23109446)
54021790,20,44,11,44,c(22.35242393, 38.40415661)
54022258,9,10,53,37,c(23.20051443, 42.57159638)
54022312,31,28,29,43,c(23.3087409, 43.05059019)
54041732,25,39,14,47,c(22.27984391, 37.88267877)
54062618,8,31,17,52,c(24.01969257, 45.75118659)
54081624,24,20,40,40,c(22.15223697, 36.91008184)
54081684,12,14,40,46,c(22.24713628, 37.44739239)
54081756,17,18,46,35,c(22.36383148, 38.09147214)
54101748,31,28,35,37,c(22.3731242, 38.01702138)
54102324,37,32,9,59,c(23.4300298, 43.1441676)
54121854,19,9,60,32,c(22.57322911, 38.9609947)
54122308,38,21,40,39,c(23.42150759, 42.99913368)
54141644,25,12,58,30,c(22.25000577, 37.08059558)
54142086,11,25,18,57,c(23.011427, 41.0248974)
54142248,13,16,39,45,c(23.32452166, 42.46384794)
54201704,17,47,14,39,c(22.41295482, 37.60887768)
54201890,17,14,46,40,c(22.72648669, 39.27019312)
54221832,29,26,29,45,c(22.64900617, 38.74968523)
54222236,11,15,54,32,c(23.39629277, 42.34462067)
54241718,35,21,47,32,c(22.48044045, 37.7282084)
54261836,30,24,44,32,c(22.70115999, 38.77938277)
54281680,25,31,23,46,c(22.46290477, 37.38242109)
54301678,35,19,39,41,c(22.48185866, 37.36158243)
54301756,8,33,18,49,c(22.61053826, 38.05898698)
54301882,28,45,17,38,c(22.82648442, 39.1837016)
54341674,21,20,27,52,c(22.51973573, 37.31989305)
54342240,7,10,48,42,c(23.54779244, 42.36078605)
54361670,22,15,31,54,c(22.53539878, 37.28114928)
54362020,38,37,24,39,c(23.14471555, 40.40360533)
54381718,15,29,31,40,c(22.63661679, 37.70743585)
54382232,10,15,43,42,c(23.57939823, 42.28336772)
54382834,10,13,34,53,c(24.96005863, 47.59782928)
54401670,9,16,37,47,c(22.57974342, 37.27522077)
54421632,18,13,37,50,c(22.54011411, 36.93221764)
54421668,9,7,55,38,c(22.5986391, 37.25435774)
54421730,22,31,23,46,c(22.70127226, 37.80870175)
54421790,21,25,35,41,c(22.80286897, 38.34462457)
54421794,13,41,14,45,c(22.80972327, 38.38033408)
54422204,14,9,66,25,c(23.57063616, 42.02856491)
54482836,4,14,39,47,c(25.09597541, 47.59720932)
54522214,12,10,55,35,c(23.70978574, 42.10096285)
54542164,6,10,40,50,c(23.63282819, 41.65425581)
54562744,11,28,17,55,c(24.96263416, 46.77398543)
54601798,14,30,39,31,c(23.0192662, 38.38852879)
54602194,19,4,76,19,c(23.76423552, 41.9105279)
54602726,16,13,38,49,c(24.96852215, 46.6084444)
54622128,5,5,73,22,c(23.65555334, 41.32180382)
54642202,16,9,70,21,c(23.82799464, 41.9748652)
54642274,27,24,17,58,c(23.97712944, 42.61272469)
54662170,13,11,53,36,c(23.78670337, 41.6878597)
54681618,17,28,45,27,c(22.80378914, 36.76808161)
54702186,5,13,36,51,c(23.86650339, 41.82312437)
54742132,11,15,53,32,c(23.80457832, 41.33766748)
54742186,14,6,67,27,c(23.91387724, 41.81649769)
54742798,37,12,31,58,c(25.33463935, 47.21557834)
54762164,9,9,62,30,c(23.89268078, 41.61815815)
54821766,31,34,23,43,c(23.21033968, 38.06890207)
54822720,6,26,14,60,c(25.23524809, 46.51558545)
54842164,0,10,57,33,c(23.98710562, 41.60486468)
54881764,20,16,45,39,c(23.27401343, 38.04166749)
54961780,25,43,19,38,c(23.39199518, 38.17175292)
54962784,53,19,19,62,c(25.58235459, 47.05157464)
55021804,24,52,16,32,c(23.50244602, 38.37614113)
55022182,13,10,55,35,c(24.2368804, 41.7340623)
55042104,14,17,40,43,c(24.09986409, 41.03949828)
55062172,15,6,76,18,c(24.26325139, 41.63870467)
55062268,13,15,57,29,c(24.46736003, 42.48826674)
55102172,17,6,64,30,c(24.3104519, 41.63189317)
55102204,11,10,52,37,c(24.37784097, 41.91518869)
55162128,21,5,63,31,c(24.28951855, 41.23193913)
55182166,15,11,50,39,c(24.39220611, 41.56508306)
55182202,18,12,63,25,c(24.46836724, 41.88372806)
55202632,6,21,33,46,c(25.49345133, 45.67186175)
55261786,30,15,41,44,c(23.7391738, 38.17711058)
55322126,19,38,10,53,c(24.4728645, 41.18682818)
55362162,22,11,58,32,c(24.59572443, 41.49859188)
55362180,14,11,52,37,c(24.63413291, 41.6578542)
55382214,6,13,48,39,c(24.7311271, 41.95504344)
55402176,12,19,41,41,c(24.67273073, 41.61548389)
55402180,9,14,41,45,c(24.68131506, 41.65086676)
55402648,29,38,15,47,c(25.78670384, 45.77472721)
55422114,32,23,25,51,c(24.56474822, 41.06328601)
55462100,5,9,57,35,c(24.58213794, 40.93238)
55462132,4,8,59,32,c(24.64947778, 41.21567882)
55462186,13,13,43,44,c(24.76503021, 41.6934033)
55482182,9,13,47,40,c(24.77997389, 41.65451111)
55582216,16,34,22,44,c(24.97243226, 41.93729676)
55602142,23,12,59,29,c(24.83485788, 41.27958753)
55602208,14,18,46,37,c(24.97845563, 41.86304501)
55622188,8,8,75,18,c(24.95813911, 41.68274569)
55642150,12,9,66,25,c(24.89900129, 41.34325905)
55642672,8,34,8,58,c(26.15296623, 45.93910612)
55642682,5,33,28,39,c(26.17970137, 46.02675928)
55642690,13,33,19,48,c(26.2011706, 46.09687125)
55662170,12,6,73,21,c(24.9659148, 41.5165226)
55681470,31,33,19,47,c(23.64636864, 35.28816482)
55721490,24,28,27,45,c(23.72331175, 35.46066169)
55722292,17,15,58,27,c(25.31021857, 42.58285651)
55742656,64,16,27,57,c(26.23650332, 45.77936097)
55782654,12,26,20,54,c(26.28156174, 45.75400446)
55802642,2,11,46,43,c(26.27469577, 45.64491711)
55821782,18,19,39,42,c(24.35850544, 38.04852093)
55981786,17,9,39,52,c(24.54498136, 38.05676865)
56022138,16,12,57,31,c(25.31780862, 41.1688628)
56062128,11,14,64,22,c(25.34244145, 41.07323219)
56222114,18,31,34,35,c(25.49794857, 40.92023494)
56382134,17,20,56,24,c(25.72922297, 41.06706536)
56421486,10,24,30,46,c(24.47080732, 35.30900469)
56422152,25,7,68,25,c(25.81685917, 41.21833662)
56981490,20,38,9,53,c(25.08016344, 35.24754604)
57081466,18,23,41,37,c(25.1429125, 35.0158569)
57361504,15,39,20,42,c(25.51472748, 35.30402354)
57461486,30,43,14,43,c(25.58759822, 35.12553617)
57641480,14,24,40,36,c(25.76881147, 35.03902565)
63581624,17,25,46,30,c(32.42027008, 34.97763773)
63601614,33,30,27,43,c(32.41405911, 34.88555887)
63641606,19,38,29,34,c(32.4343771, 34.80559651)
63661612,12,42,16,42,c(32.47177817, 34.85245379)
63681618,23,38,18,44,c(32.5092367, 34.89928866)
63741606,35,37,27,35,c(32.53955387, 34.77932091)
63741622,28,38,19,42,c(32.58339628, 34.91819556)
63761600,18,29,33,39,c(32.54419051, 34.72196122)
63801598,12,31,34,35,c(32.58074834, 34.69405399)
63881600,16,32,21,47,c(32.6702285, 34.69026961)
63881608,9,21,48,31,c(32.69219393, 34.75968646)
63921608,33,30,24,46,c(32.73422089, 34.74907271)
63941646,21,9,63,27,c(32.86064628, 35.07318506)
63961606,19,39,17,44,c(32.7707237, 34.72109291)
63961622,23,33,29,38,c(32.81494391, 34.8598397)
64041624,9,13,49,38,c(32.90462934, 34.8558085)
64061606,20,21,38,41,c(32.87570093, 34.69443421)
64061610,16,31,29,40,c(32.8867757, 34.7291124)
64061656,11,27,30,43,c(33.01524295, 35.12761904)
64081622,17,27,35,37,c(32.94111405, 34.82776476)
64081650,16,25,30,44,c(33.01945217, 35.07029201)
64101618,18,29,30,41,c(32.95099568, 34.78774207)
64121612,29,28,28,44,c(32.95531337, 34.73038423)
64141632,17,21,40,39,c(33.03211985, 34.89828037)
64161652,18,34,24,42,c(33.10939675, 35.06604001)
64161658,15,33,34,32,c(33.12634594, 35.11796323)
64221650,21,29,36,35,c(33.16695481, 35.0325085)
64241656,29,27,40,32,c(33.20500528, 35.07900008)
64261646,20,14,55,31,c(33.19776029, 34.98706229)
64261660,20,25,38,38,c(33.23743124, 35.10817145)
64281654,9,35,19,46,c(33.24147076, 35.0508443)
64301618,41,43,20,37,c(33.16096613, 34.73388267)
64301648,18,25,22,53,c(33.24551735, 34.99351205)
64341644,30,10,69,21,c(33.27626729, 34.94804037)
64401622,12,16,36,47,c(33.27712143, 34.74138969)
64401628,16,37,18,45,c(33.29404851, 34.79330567)
64421628,14,39,21,40,c(33.31504002, 34.78786217)
64441626,12,37,21,41,c(33.33037425, 34.76511257)
64461632,14,25,41,34,c(33.36834496, 34.81155738)
64501650,20,17,55,28,c(33.46158054, 34.95623704)
64541646,13,29,24,47,c(33.49219425, 34.91069873)
64561634,13,22,42,36,c(33.47897242, 34.80149484)
64581660,13,25,39,36,c(33.57436313, 35.02065414)
64601638,9,35,25,40,c(33.53234936, 34.82508707)
64601644,25,44,16,40,c(33.54949732, 34.87693323)
64621644,13,40,17,43,c(33.57049688, 34.87143001)
64621658,13,32,21,47,c(33.61067677, 34.99235719)
64641640,11,35,23,42,c(33.58004104, 34.83136497)
64661656,8,20,57,23,c(33.64696695, 34.96404612)
64661660,8,22,43,35,c(33.65849164, 34.99858335)
64801668,11,46,26,28,c(33.82883122, 35.02879473)
64821668,4,46,24,30,c(33.84985529, 35.02322554)
64841666,6,23,55,22,c(33.86505833, 35.00040142)
64841670,17,48,21,30,c(33.8766991, 35.03490069)
64881666,15,50,23,27,c(33.90708481, 34.98924225)
64901668,3,32,39,28,c(33.93392511, 35.00090107)
64901672,4,34,43,23,c(33.94559923, 35.03538901)
64961676,17,10,79,11,c(34.0203646, 35.0530608)
64981672,34,40,18,42,c(34.02966036, 35.0129759)
