"POINTID","NUTS_0_2018","NUTS_1_2018","NUTS_2_2018","NUTS_3_2018","geometry"
46164096,"SE","SE1","SE12","SE124",c(15.25794633, 59.86616845)
46164168,"SE","SE3","SE31","SE312",c(15.3602737, 60.51201842)
46164240,"SE","SE3","SE31","SE312",c(15.46732553, 61.15798674)
46164258,"SE","SE3","SE31","SE313",c(15.4948646, 61.31949906)
46164528,"SE","SE3","SE32","SE322",c(15.94985378, 63.74332927)
46164708,"SE","SE3","SE33","SE331",c(16.30438595, 65.3606216)
46164762,"SE","SE3","SE33","SE331",c(16.42025361, 65.84605941)
46181644,"IT","ITG","ITG1","ITG12",c(13.34932448, 37.81573174)
46181658,"IT","ITG","ITG1","ITG12",c(13.35553459, 37.94265686)
46182134,"IT","ITF","ITF1","ITF11",c(13.58788443, 42.24697148)
46182544,"SI","SI0","SI04","SI043",c(13.82695676, 45.94013037)
46182646,"AT","AT2","AT21","AT212",c(13.89316375, 46.85732008)
46182828,"AT","AT3","AT31","AT313",c(14.01895007, 48.4926105)
46183002,"CZ","CZ0","CZ02","CZ020",c(14.14931752, 50.05475108)
46183012,"CZ","CZ0","CZ02","CZ020",c(14.15713491, 50.14449735)
46183066,"CZ","CZ0","CZ04","CZ042",c(14.19999239, 50.62907426)
46183264,"DE","DE4","DE40","DE409",c(14.36700957, 52.40520144)
46183318,"PL","PL4","PL42","PL428",c(14.41545208, 52.8894559)
46183812,"SE","SE2","SE21","SE211",c(14.92800303, 57.31826953)
46183854,"SE","SE2","SE21","SE211",c(14.97830379, 57.6948121)
46183872,"SE","SE2","SE21","SE211",c(15.00023416, 57.85619227)
46183938,"SE","SE1","SE12","SE123",c(15.08262903, 58.44794928)
46183944,"SE","SE1","SE12","SE123",c(15.09027803, 58.50174797)
46183974,"SE","SE1","SE12","SE123",c(15.12893122, 58.77074875)
46184046,"SE","SE1","SE12","SE124",c(15.22456326, 59.41640604)
46184106,"SE","SE3","SE31","SE312",c(15.30749688, 59.95452262)
46184280,"SE","SE3","SE31","SE313",c(15.56628853, 61.51550015)
46184542,"SE","SE3","SE32","SE322",c(16.01612378, 63.86753187)
46184604,"SE","SE3","SE33","SE331",c(16.13502907, 64.42445783)
46184632,"SE","SE3","SE33","SE331",c(16.19048867, 64.67601975)
46184694,"SE","SE3","SE33","SE331",c(16.31740823, 65.23315749)
46202044,"IT","ITI","ITI4","ITI45",c(13.56437997, 41.43381132)
46202106,"IT","ITF","ITF1","ITF11",c(13.5970107, 41.99346369)
46202116,"IT","ITF","ITF1","ITF11",c(13.6023499, 42.08370133)
46202206,"IT","ITI","ITI3","ITI34",c(13.65138377, 42.89549238)
46202440,"HR","HR0","HR03","HR036",c(13.78767817, 45.00344896)
46202524,"SI","SI0","SI04","SI044",c(13.83996043, 45.75929757)
46202584,"SI","SI0","SI04","SI042",c(13.8784738, 46.29894226)
46202640,"AT","AT2","AT21","AT212",c(13.91533465, 46.80243622)
46202682,"AT","AT2","AT22","AT226",c(13.94357916, 47.17995188)
46202782,"AT","AT3","AT31","AT312",c(14.01298108, 48.07846152)
46202812,"AT","AT3","AT31","AT312",c(14.03441481, 48.34792763)
46202938,"CZ","CZ0","CZ03","CZ031",c(14.12770142, 49.47929125)
46203042,"CZ","CZ0","CZ04","CZ042",c(14.20890681, 50.41268881)
46203078,"CZ","CZ0","CZ04","CZ042",c(14.23795664, 50.73570951)
46203730,"SE","SE2","SE21","SE212",c(14.86562311, 56.58193512)
46203754,"SE","SE2","SE21","SE212",c(14.8931108, 56.79708089)
46203862,"SE","SE2","SE21","SE211",c(15.02150456, 57.76527799)
46203964,"SE","SE1","SE12","SE123",c(15.15030408, 58.6797856)
46203982,"SE","SE1","SE12","SE124",c(15.17384406, 58.84118292)
46204042,"SE","SE1","SE12","SE124",c(15.25416074, 59.37920957)
46204114,"SE","SE3","SE31","SE312",c(15.35446856, 60.02492383)
46204126,"SE","SE3","SE31","SE312",c(15.37162135, 60.1325526)
46204162,"SE","SE3","SE31","SE312",c(15.42385263, 60.45545702)
46204204,"SE","SE3","SE31","SE312",c(15.48629552, 60.83221512)
46222554,"SI","SI0","SI04","SI043",c(13.88486528, 46.02820767)
46222770,"AT","AT3","AT31","AT314",c(14.03122723, 47.96968629)
46222796,"AT","AT3","AT31","AT312",c(14.04980896, 48.20323399)
46222968,"CZ","CZ0","CZ02","CZ020",c(14.17843214, 49.747558)
46223706,"SE","SE2","SE22","SE221",c(14.87076848, 56.3655769)
46223742,"SE","SE2","SE21","SE212",c(14.91186043, 56.68828168)
46223764,"SE","SE2","SE21","SE212",c(14.9373802, 56.88549241)
46223782,"SE","SE2","SE21","SE212",c(14.95849504, 57.04684835)
46223850,"SE","SE2","SE21","SE211",c(15.04022897, 57.65643371)
46224012,"SE","SE1","SE12","SE124",c(15.24839103, 59.10886748)
46224250,"SE","SE3","SE31","SE312",c(15.59363208, 61.24348309)
46224444,"SE","SE3","SE32","SE322",c(15.91669176, 62.984493)
46224682,"SE","SE3","SE33","SE331",c(16.37664683, 65.12203565)
46241610,"IT","ITG","ITG1","ITG14",c(13.40167107, 37.50500784)
46242196,"IT","ITF","ITF1","ITF12",c(13.69455563, 42.80356297)
46242712,"AT","AT2","AT22","AT222",c(14.01701647, 47.44761372)
46242762,"AT","AT3","AT31","AT314",c(14.05225383, 47.89683666)
46242910,"CZ","CZ0","CZ03","CZ031",c(14.16133441, 49.22590903)
46242942,"CZ","CZ0","CZ03","CZ031",c(14.18590629, 49.51316403)
46242946,"CZ","CZ0","CZ02","CZ020",c(14.18900346, 49.54906834)
46243032,"CZ","CZ0","CZ02","CZ020",c(14.25701068, 50.32088047)
46243342,"PL","PL4","PL42","PL428",c(14.52683657, 53.1013383)
46244008,"SE","SE1","SE12","SE124",c(15.27771975, 59.07167189)
46244076,"SE","SE1","SE12","SE124",c(15.37162894, 59.68141598)
46244310,"SE","SE3","SE31","SE313",c(15.72680323, 61.78036923)
46244418,"SE","SE3","SE32","SE322",c(15.90975341, 62.74958817)
46244458,"SE","SE3","SE32","SE322",c(15.98095587, 63.10864715)
46244530,"SE","SE3","SE32","SE322",c(16.11416833, 63.75508417)
46262056,"IT","ITI","ITI4","ITI45",c(13.64219386, 41.53956911)
46262116,"IT","ITF","ITF1","ITF11",c(13.674544, 42.08108822)
46262642,"AT","AT2","AT21","AT212",c(13.99513148, 46.81753637)
46262660,"AT","AT2","AT22","AT226",c(14.00742325, 46.97932748)
46262776,"AT","AT3","AT31","AT314",c(14.08902742, 48.0216067)
46262786,"AT","AT3","AT31","AT312",c(14.09626199, 48.11142956)
46262992,"CZ","CZ0","CZ02","CZ020",c(14.25287021, 49.96089024)
46263028,"CZ","CZ0","CZ02","CZ020",c(14.28180629, 50.28394135)
46263700,"SE","SE2","SE22","SE221",c(14.92844288, 56.309344)
46263754,"SE","SE2","SE21","SE212",c(14.99099676, 56.79336648)
46263790,"SE","SE2","SE21","SE212",c(15.0337581, 57.11605405)
46263808,"SE","SE2","SE21","SE211",c(15.05546589, 57.2774004)
46263884,"SE","SE1","SE12","SE123",c(15.14961361, 57.95866632)
46263892,"SE","SE1","SE12","SE123",c(15.15976514, 58.03038145)
46263910,"SE","SE1","SE12","SE123",c(15.18277898, 58.19174288)
46263934,"SE","SE1","SE12","SE123",c(15.21384182, 58.40689695)
46263946,"SE","SE1","SE12","SE123",c(15.22953765, 58.51447652)
46263982,"SE","SE1","SE12","SE123",c(15.2772965, 58.83722621)
46263992,"SE","SE1","SE12","SE124",c(15.2907446, 58.92688202)
46264024,"SE","SE1","SE12","SE124",c(15.33432175, 59.21379045)
46264036,"SE","SE1","SE12","SE124",c(15.35088, 59.32138518)
46264276,"SE","SE3","SE31","SE313",c(15.70912701, 61.4738617)
46264348,"SE","SE3","SE31","SE313",c(15.82772274, 62.11986792)
46264432,"SE","SE3","SE32","SE322",c(15.97343351, 62.873727)
46264510,"SE","SE3","SE32","SE321",c(16.1163941, 63.57393399)
46264636,"SE","SE3","SE33","SE331",c(16.36452309, 64.70547166)
46281596,"IT","ITG","ITG1","ITG14",c(13.44022714, 37.3763994)
46282208,"IT","ITI","ITI3","ITI34",c(13.7500856, 42.90997308)
46282550,"SI","SI0","SI04","SI043",c(13.95954517, 45.98938519)
46282586,"SI","SI0","SI04","SI042",c(13.9834107, 46.31311783)
46282726,"AT","AT2","AT22","AT222",c(14.0798686, 47.57143692)
46282852,"CZ","CZ0","CZ03","CZ031",c(14.17196585, 48.70313968)
46282880,"CZ","CZ0","CZ03","CZ031",c(14.19315539, 48.95453917)
46282892,"CZ","CZ0","CZ03","CZ031",c(14.20232008, 49.06227247)
46282964,"CZ","CZ0","CZ02","CZ020",c(14.25838596, 49.70856036)
46283032,"CZ","CZ0","CZ02","CZ020",c(14.31309177, 50.31877944)
46283042,"CZ","CZ0","CZ04","CZ042",c(14.3212854, 50.40850509)
46283230,"DE","DE4","DE40","DE40C",c(14.48286679, 52.09483631)
46283360,"PL","PL4","PL42","PL428",c(14.60364611, 53.26046087)
46283888,"SE","SE1","SE12","SE123",c(15.18836887, 57.9932226)
46283924,"SE","SE1","SE12","SE123",c(15.23483037, 58.31593422)
46283942,"SE","SE1","SE12","SE123",c(15.25842958, 58.47729536)
46284116,"SE","SE3","SE31","SE312",c(15.50009397, 60.03735648)
46284158,"SE","SE3","SE31","SE312",c(15.56236715, 60.41400182)
46284248,"SE","SE3","SE31","SE313",c(15.70146814, 61.22122634)
46284346,"SE","SE3","SE31","SE313",c(15.86236663, 62.10042821)
46284368,"SE","SE3","SE32","SE321",c(15.89993153, 62.2978355)
46284436,"SE","SE3","SE32","SE322",c(16.01960205, 62.90809224)
46284526,"SE","SE3","SE32","SE322",c(16.18677888, 63.71600489)
46302134,"IT","ITF","ITF1","ITF11",c(13.73265652, 42.24171166)
46302152,"IT","ITF","ITF1","ITF11",c(13.74271535, 42.40408067)
46302542,"SI","SI0","SI04","SI043",c(13.98001032, 45.91647508)
46302682,"AT","AT2","AT22","AT226",c(14.07524146, 47.1750839)
46303244,"DE","DE4","DE40","DE40C",c(14.52471837, 52.21926789)
46303856,"SE","SE2","SE21","SE211",c(15.18129728, 57.70508032)
46303946,"SE","SE1","SE12","SE123",c(15.2978755, 58.51182271)
46304288,"SE","SE3","SE31","SE313",c(15.8032965, 61.57857903)
46304306,"SE","SE3","SE31","SE313",c(15.83303155, 61.74005636)
46304558,"SE","SE3","SE32","SE322",c(16.28927729, 64.00171278)
46321600,"IT","ITG","ITG1","ITG14",c(13.48682412, 37.41104438)
46321622,"IT","ITG","ITG1","ITG14",c(13.49688828, 37.61057219)
46322834,"AT","AT3","AT31","AT313",c(14.21256397, 48.53946822)
46322896,"CZ","CZ0","CZ03","CZ031",c(14.26007047, 49.09611484)
46322946,"CZ","CZ0","CZ03","CZ031",c(14.29937972, 49.54491636)
46323072,"CZ","CZ0","CZ05","CZ051",c(14.40260366, 50.6755168)
46323266,"PL","PL4","PL43","PL431",c(14.57422453, 52.41541228)
46323328,"PL","PL4","PL42","PL428",c(14.63261748, 52.97128887)
46323742,"SE","SE2","SE21","SE212",c(15.07452784, 56.68202946)
46323756,"SE","SE2","SE21","SE212",c(15.09126354, 56.80750354)
46323810,"SE","SE2","SE21","SE211",c(15.15705999, 57.29148241)
46323824,"SE","SE2","SE21","SE211",c(15.17444832, 57.41696091)
46323900,"SE","SE1","SE12","SE123",c(15.27130998, 58.09815505)
46323914,"SE","SE1","SE12","SE123",c(15.28962101, 58.22364377)
46323922,"SE","SE1","SE12","SE123",c(15.30015167, 58.29535251)
46323954,"SE","SE1","SE12","SE123",c(15.34277078, 58.58219452)
46324040,"SE","SE1","SE12","SE124",c(15.46139237, 59.35314736)
46324062,"SE","SE1","SE12","SE124",c(15.4927332, 59.55038535)
46324274,"SE","SE3","SE31","SE313",c(15.81765218, 61.45151317)
46324314,"SE","SE3","SE31","SE313",c(15.88402333, 61.81032972)
46324552,"SE","SE3","SE32","SE322",c(16.31787244, 63.94621961)
46324670,"SE","SE3","SE33","SE331",c(16.56126493, 65.00586517)
46342650,"AT","AT2","AT21","AT213",c(14.10533046, 46.88551226)
46342786,"AT","AT3","AT31","AT312",c(14.2035016, 48.1073876)
46342926,"CZ","CZ0","CZ03","CZ031",c(14.31103731, 49.36435638)
46342980,"CZ","CZ0","CZ02","CZ020",c(14.35440057, 49.84898778)
46343340,"PL","PL4","PL42","PL428",c(14.67391966, 53.0777178)
46343718,"SE","SE2","SE21","SE212",c(15.07848653, 56.46566551)
46344024,"SE","SE1","SE12","SE124",c(15.47369973, 59.20832736)
46362660,"AT","AT2","AT21","AT213",c(14.13857867, 46.97438527)
46362688,"AT","AT2","AT22","AT226",c(14.15852243, 47.22600082)
46362900,"CZ","CZ0","CZ03","CZ031",c(14.3179017, 49.12992643)
46363020,"CZ","CZ0","CZ02","CZ020",c(14.41520594, 50.20683127)
46363066,"CZ","CZ0","CZ05","CZ051",c(14.45398158, 50.61951793)
46363092,"CZ","CZ0","CZ04","CZ042",c(14.47627593, 50.8527475)
46363102,"CZ","CZ0","CZ04","CZ042",c(14.48492468, 50.94244603)
46363728,"SE","SE2","SE21","SE212",c(15.12276391, 56.55400764)
46363782,"SE","SE2","SE21","SE212",c(15.18835889, 57.03794335)
46363966,"SE","SE1","SE12","SE123",c(15.42762588, 58.68704257)
46364028,"SE","SE1","SE12","SE124",c(15.51422195, 59.2427963)
46364128,"SE","SE3","SE31","SE312",c(15.66090473, 60.13929576)
46364190,"SE","SE3","SE31","SE312",c(15.75649694, 60.69521619)
46364226,"SE","SE3","SE31","SE312",c(15.81373636, 61.01804502)
46364254,"SE","SE3","SE31","SE313",c(15.85917188, 61.26915396)
46364290,"SE","SE3","SE31","SE313",c(15.91880434, 61.5920352)
46364388,"SE","SE3","SE32","SE321",c(16.08843484, 62.47115527)
46364430,"SE","SE3","SE32","SE322",c(16.16459386, 62.84800089)
46364574,"SE","SE3","SE32","SE322",c(16.44304739, 64.14044571)
46364686,"SE","SE3","SE33","SE331",c(16.68020754, 65.14614993)
46364808,"SE","SE3","SE33","SE332",c(16.9620099, 66.24215612)
46381602,"IT","ITG","ITG1","ITG14",c(13.55494864, 37.42668585)
46381642,"IT","ITG","ITG1","ITG12",c(13.57367567, 37.78940142)
46381666,"IT","ITG","ITG1","ITG12",c(13.58504783, 38.00694943)
46382502,"SI","SI0","SI04","SI044",c(14.05603727, 45.55280462)
46382686,"AT","AT2","AT22","AT226",c(14.18343475, 47.20701685)
46382834,"AT","AT3","AT31","AT313",c(14.29367308, 48.53635735)
46382836,"AT","AT3","AT31","AT313",c(14.29521362, 48.55431481)
46382944,"CZ","CZ0","CZ03","CZ031",c(14.38053016, 49.52378265)
46382970,"CZ","CZ0","CZ02","CZ020",c(14.40171215, 49.75710808)
46383088,"CZ","CZ0","CZ04","CZ042",c(14.50116171, 50.81576558)
46383322,"PL","PL4","PL42","PL427",c(14.71592015, 52.91403287)
46383352,"PL","PL4","PL42","PL427",c(14.7452977, 53.18296004)
46383708,"SE","SE2","SE22","SE221",c(15.13123365, 56.37349438)
46383736,"SE","SE2","SE21","SE212",c(15.16483562, 56.62441228)
46383790,"SE","SE2","SE21","SE212",c(15.23113784, 57.10833057)
46383808,"SE","SE2","SE21","SE211",c(15.25368928, 57.26963914)
46383874,"SE","SE1","SE12","SE123",c(15.33838083, 57.86112005)
46383946,"SE","SE1","SE12","SE123",c(15.43452237, 58.50641198)
46384024,"SE","SE1","SE12","SE124",c(15.54337319, 59.20554311)
46384054,"SE","SE1","SE12","SE124",c(15.58660929, 59.47446166)
46384162,"SE","SE3","SE31","SE312",c(15.74898117, 60.44269088)
46384288,"SE","SE3","SE31","SE313",c(15.95283428, 61.57258335)
46384540,"SE","SE3","SE32","SE322",c(16.41499547, 63.83358097)
46401640,"IT","ITG","ITG1","ITG12",c(13.59524765, 37.77042098)
46402522,"SI","SI0","SI04","SI044",c(14.09502878, 45.73171359)
46402540,"SI","SI0","SI04","SI043",c(14.1072286, 45.89359693)
46402652,"AT","AT2","AT21","AT213",c(14.18531001, 46.90046971)
46402674,"AT","AT2","AT22","AT226",c(14.20110096, 47.09817091)
46402688,"AT","AT2","AT22","AT226",c(14.21122967, 47.22396819)
46402914,"CZ","CZ0","CZ03","CZ031",c(14.38383161, 49.25346297)
46402932,"CZ","CZ0","CZ03","CZ031",c(14.39835703, 49.41501398)
46403278,"PL","PL4","PL43","PL431",c(14.70303649, 52.5184204)
46403404,"PL","PL4","PL42","PL428",c(14.82747258, 53.64787492)
46403724,"SE","SE2","SE21","SE212",c(15.18275685, 56.51558289)
46403760,"SE","SE2","SE21","SE212",c(15.22671431, 56.83818048)
46403800,"SE","SE2","SE21","SE212",c(15.27660519, 57.19662663)
46403836,"SE","SE2","SE21","SE211",c(15.32248077, 57.51923434)
46403872,"SE","SE1","SE12","SE123",c(15.36930799, 57.84185)
46403958,"SE","SE1","SE12","SE123",c(15.48520075, 58.61258691)
46404012,"SE","SE1","SE12","SE124",c(15.56102263, 59.09657892)
46404052,"SE","SE1","SE12","SE124",c(15.61878602, 59.45511649)
46404534,"SE","SE3","SE32","SE322",c(16.44320352, 63.7780739)
46422496,"SI","SI0","SI04","SI044",c(14.1030924, 45.49686061)
46422528,"SI","SI0","SI03","SI038",c(14.12473914, 45.78468234)
46422624,"AT","AT2","AT21","AT211",c(14.19149875, 46.64780123)
46422682,"AT","AT2","AT22","AT226",c(14.23320629, 47.16903157)
46422690,"AT","AT2","AT22","AT226",c(14.23904299, 47.24091212)
46422762,"AT","AT3","AT31","AT314",c(14.29251583, 47.88769893)
46422892,"CZ","CZ0","CZ03","CZ031",c(14.39355769, 49.05492566)
46422928,"CZ","CZ0","CZ03","CZ031",c(14.42261472, 49.37803712)
46422942,"CZ","CZ0","CZ03","CZ031",c(14.43404575, 49.50367852)
46423788,"SE","SE2","SE21","SE212",c(15.29439144, 57.08776856)
46423918,"SE","SE1","SE12","SE123",c(15.46449179, 58.252724)
46423932,"SE","SE1","SE12","SE123",c(15.48358293, 58.37818856)
46424094,"SE","SE1","SE12","SE125",c(15.716427, 59.83016345)
46424152,"SE","SE3","SE31","SE312",c(15.80551332, 60.35010254)
46424310,"SE","SE3","SE31","SE313",c(16.06536277, 61.7668271)
46424400,"SE","SE3","SE32","SE321",c(16.22574332, 62.5740836)
46424602,"SE","SE3","SE33","SE331",c(16.62360815, 64.38675559)
46424620,"SE","SE3","SE33","SE331",c(16.66188792, 64.54834206)
46424688,"SE","SE3","SE33","SE331",c(16.81111493, 65.15887675)
46441648,"IT","ITG","ITG1","ITG12",c(13.64412381, 37.84122884)
46442110,"IT","ITF","ITF1","ITF11",c(13.88763046, 42.01880757)
46442642,"AT","AT2","AT21","AT213",c(14.23047478, 46.80855783)
46442684,"AT","AT2","AT22","AT226",c(14.26099676, 47.18597053)
46442692,"AT","AT2","AT22","AT226",c(14.26687474, 47.25784865)
46442702,"AT","AT2","AT22","AT226",c(14.27425151, 47.34769189)
46442710,"AT","AT2","AT22","AT222",c(14.28017647, 47.41956298)
46442920,"CZ","CZ0","CZ03","CZ031",c(14.44357061, 49.30515624)
46442992,"CZ","CZ0","CZ02","CZ020",c(14.50330498, 49.95124149)
46443394,"PL","PL4","PL42","PL428",c(14.87753885, 53.55584303)
46443448,"PL","PL4","PL42","PL428",c(14.93376562, 54.03979889)
46444018,"SE","SE1","SE12","SE124",c(15.63915012, 59.14752612)
46444042,"SE","SE1","SE12","SE125",c(15.67419338, 59.36262807)
46444078,"SE","SE1","SE12","SE125",c(15.72772028, 59.68529645)
46444168,"SE","SE3","SE31","SE312",c(15.86682103, 60.49205954)
46444288,"SE","SE3","SE31","SE313",c(16.06495223, 61.5679868)
46444342,"SE","SE3","SE31","SE313",c(16.15923813, 62.05225933)
46444378,"SE","SE3","SE32","SE321",c(16.22398541, 62.37514776)
46444558,"SE","SE3","SE32","SE322",c(16.5725433, 63.99012366)
46444684,"SE","SE3","SE33","SE331",c(16.84422815, 65.12119412)
46461650,"IT","ITG","ITG1","ITG12",c(13.66763071, 37.85849208)
46462046,"IT","ITI","ITI4","ITI45",c(13.87502785, 41.440311)
46462636,"AT","AT2","AT21","AT213",c(14.25227846, 46.7536063)
46462726,"AT","AT2","AT22","AT222",c(14.31861299, 47.56224935)
46462834,"AT","AT3","AT31","AT313",c(14.40180412, 48.53211737)
46462856,"CZ","CZ0","CZ03","CZ031",c(14.41925342, 48.72962107)
46462862,"CZ","CZ0","CZ03","CZ031",c(14.42404274, 48.78348227)
46462874,"CZ","CZ0","CZ03","CZ031",c(14.43366082, 48.8912003)
46462946,"CZ","CZ0","CZ03","CZ031",c(14.49249583, 49.53739095)
46462970,"CZ","CZ0","CZ02","CZ020",c(14.51254697, 49.75274513)
46463090,"CZ","CZ0","CZ05","CZ051",c(14.6162615, 50.82922694)
46463396,"PL","PL4","PL42","PL428",c(14.90972145, 53.5725554)
46463428,"PL","PL4","PL42","PL428",c(14.94308949, 53.85933833)
46463734,"SE","SE2","SE21","SE212",c(15.29224967, 56.60125505)
46463828,"SE","SE2","SE21","SE211",c(15.41175395, 57.44350405)
46463888,"SE","SE1","SE12","SE123",c(15.49143382, 57.98113131)
46463896,"SE","SE1","SE12","SE123",c(15.50226719, 58.05281683)
46463950,"SE","SE1","SE12","SE123",c(15.57672649, 58.53670859)
46464080,"SE","SE1","SE12","SE125",c(15.76605863, 59.70176769)
46464292,"SE","SE3","SE31","SE313",c(16.10923052, 61.6023033)
46464386,"SE","SE3","SE32","SE321",c(16.27700725, 62.44530423)
46464656,"SE","SE3","SE33","SE331",c(16.82339998, 64.86804308)
46464716,"SE","SE3","SE33","SE331",c(16.95984973, 65.40673703)
46464752,"SE","SE3","SE33","SE331",c(17.04470296, 65.73001117)
46482044,"IT","ITF","ITF3","ITF31",c(13.89770262, 41.42132812)
46482134,"IT","ITF","ITF1","ITF13",c(13.94977149, 42.23343225)
46482614,"AT","AT2","AT21","AT211",c(14.26247896, 46.55484536)
46482866,"CZ","CZ0","CZ03","CZ031",c(14.45442829, 48.8183053)
46483298,"PL","PL4","PL43","PL431",c(14.84037041, 52.69299271)
46483334,"PL","PL4","PL42","PL427",c(14.87634227, 53.01566816)
46483748,"SE","SE2","SE21","SE212",c(15.34221009, 56.72536106)
46483856,"SE","SE2","SE21","SE213",c(15.481999, 57.69302041)
46483982,"SE","SE1","SE12","SE123",c(15.65643102, 58.82204988)
46484090,"SE","SE1","SE12","SE125",c(15.8166662, 59.78992866)
46484270,"SE","SE3","SE31","SE313",c(16.10860828, 61.4034837)
46484288,"SE","SE3","SE31","SE313",c(16.13968038, 61.56487493)
46484612,"SE","SE3","SE33","SE331",c(16.7682211, 64.47133527)
46501578,"IT","ITG","ITG1","ITG14",c(13.67784154, 37.20385046)
46502082,"IT","ITF","ITF1","ITF11",c(13.94339543, 41.76335642)
46502158,"IT","ITF","ITF1","ITF13",c(13.98818382, 42.44893138)
46502554,"SI","SI0","SI04","SI041",c(14.24559616, 46.01443423)
46502658,"AT","AT2","AT21","AT213",c(14.32068033, 46.94922795)
46502720,"AT","AT2","AT22","AT222",c(14.36709679, 47.50624219)
46502766,"AT","AT3","AT31","AT314",c(14.40236944, 47.91939113)
46502878,"CZ","CZ0","CZ03","CZ031",c(14.49136585, 48.92492573)
46502892,"CZ","CZ0","CZ03","CZ031",c(14.50281259, 49.05058091)
46502906,"CZ","CZ0","CZ03","CZ031",c(14.51433313, 49.17622842)
46502968,"CZ","CZ0","CZ02","CZ020",c(14.56625746, 49.73257858)
46502996,"CZ","CZ0","CZ02","CZ020",c(14.59020231, 49.9837882)
46503018,"CZ","CZ0","CZ02","CZ020",c(14.60923771, 50.18114843)
46503054,"CZ","CZ0","CZ05","CZ051",c(14.64081538, 50.50406743)
46503198,"PL","PL4","PL43","PL432",c(14.77270206, 51.79536298)
46503324,"PL","PL4","PL42","PL427",c(14.89596423, 52.9248318)
46503360,"PL","PL4","PL42","PL427",c(14.93263058, 53.24748039)
46503450,"PL","PL4","PL42","PL428",c(15.02729104, 54.05401405)
46503706,"SE","SE2","SE22","SE221",c(15.32233355, 56.34772965)
46503716,"SE","SE2","SE22","SE221",c(15.33470721, 56.43732233)
46503878,"SE","SE1","SE12","SE123",c(15.54512072, 57.88875289)
46503972,"SE","SE1","SE12","SE123",c(15.67647702, 58.73101126)
46503990,"SE","SE1","SE12","SE123",c(15.70246844, 58.89230447)
46504048,"SE","SE1","SE12","SE125",c(15.78814332, 59.41205318)
46504174,"SE","SE3","SE31","SE312",c(15.98501769, 60.54133013)
46504238,"SE","SE3","SE31","SE313",c(16.09109682, 61.1150377)
46504246,"SE","SE3","SE31","SE313",c(16.10466265, 61.18675687)
46504300,"SE","SE3","SE31","SE313",c(16.19808207, 61.67089695)
46504472,"SE","SE3","SE32","SE321",c(16.51882602, 63.21343495)
46522512,"SI","SI0","SI03","SI038",c(14.24180119, 45.63572925)
