"POINTID_2015","POINTID_2018","SURVEY_DATE","Revisited_point","Elevation","Coarse","Clay","Sand","Silt","pH_CaCl2_2015","pH_CaCl2_2018","pH_H20","pH_H2O","EC_2015","EC_2018","OC_2015","OC_2018","OC..20.30.cm.","CaCO3_2015","CaCO3_2018","CaCO3..20.30.cm.","P_2015","P_2018","N_2015","N_2018","K_2015","K_2018","LC_2015","LC_2018","LU_2015","LU_2018","NUTS_0_2015","NUTS_0_2018","NUTS_1_2015","NUTS_1_2018","NUTS_2_2015","NUTS_2_2018","NUTS_3_2015","NUTS_3_2018","Soil_Stones","Depth","Ox_Al","Ox_Fe","Elev","TH_LAT","TH_LONG"
47402716,47402716,"17-07-18","Yes",124,20,8,38,54,4,3.5,4.54,3.88,18.77,24,70.4,"91.7","",1,"1",NA,38.6,"36",4.7,"5.6",65.9,"91.9","C21","C21","U120","U120","AT","AT","AT2","AT2","AT22","AT22","AT223","AT223",1,"0-20 cm",NA,NA,1088,47.41608545,15.55435494
47402780,47402780,"29-05-18","Yes",465,NA,NA,NA,NA,6.8,5,7.11,5.36,29,39.7,50.8,"41.7","",31,NA,NA,11.1,"< LOD",4.7,"4.3",235.1,"235.8","E20","E20","U111","U111","AT","AT","AT1","AT1","AT12","AT12","AT122","AT122",2,"0-20 cm",NA,NA,694,47.9901826,15.61683824
47402932,47402932,"12-07-18","Yes",469,NA,NA,NA,NA,5.5,5,5.89,5.76,8.92,9.62,18.1,"22.1","",1,NA,NA,48.5,"41.8",1.9,"2.2",185.1,"209.1","B13","B13","U111","U111","CZ","CZ","CZ0","CZ0","CZ06","CZ06","CZ063","CZ063",1,"0-20 cm",NA,NA,590,49.35286493,15.77266309
47402986,47402986,"31-07-18","Yes",414,NA,NA,NA,NA,6,5.4,6.13,6.07,26.4,13.78,39.1,"33.9","",0,NA,NA,74.7,"32.2",4.1,"3.6",1275.9,"411.5","B73","B73","U111","U111","CZ","CZ","CZ0","CZ0","CZ05","CZ05","CZ053","CZ053",1,"0-20 cm",0.8,3.6,456,49.83672873,15.83068931
47403158,47403158,"16-07-18","Yes",165,NA,NA,NA,NA,5.8,6.1,5.99,6.34,21.4,16.91,22.1,"13.2","",0,NA,NA,62,"32.3",2.3,"1.6",194.9,"106.7","B32","B11","U111","U111","PL","PL","PL5","PL5","PL51","PL51","PL516","PL516",1,"0-20 cm",NA,NA,200,51.37717373,16.02565012
47403220,47403220,"29-04-18","Yes",310,NA,NA,NA,NA,3.7,3.7,4.23,4.44,3.87,11.98,17.9,"28","",0,"1",NA,46,"32.4",1.3,"2",10.8,"43.2","C23","C32","U120","U120","PL","PL","PL4","PL4","PL43","PL43","PL432","PL432",2,"0-20 cm",NA,NA,107,51.93220144,16.09996619
47403238,47403238,"31-07-18","Yes",103,NA,NA,NA,NA,6.1,6.1,6.42,5.43,42.3,42.9,20.9,"18.9","",2,"2",NA,142.8,"118.7",2.2,"2",294.2,"247.2","B15","B16","U111","U111","PL","PL","PL4","PL4","PL41","PL41","PL417","PL417",3,"0-20 cm",NA,NA,104,52.09331647,16.12196665
47403248,47403248,"11-09-18","Yes",512,NA,NA,NA,NA,4.2,3.8,4.72,4.59,2.6,3.12,4.1,"7.8","",0,"1",NA,21.9,"18.7",0.3,"0.4",3.8,"19.5","C22","C22","U120","U120","PL","PL","PL4","PL4","PL41","PL41","PL417","PL417",4,"0-20 cm",NA,NA,113,52.18282072,16.1342735
47403374,47403374,"23-08-18","Yes",213,NA,NA,NA,NA,5.7,5.6,6.13,6.35,3.09,3.94,7.5,"7","",1,NA,NA,38.2,"40.9",0.8,"0.7",33.3,"36.1","E20","E20","U111","U111","PL","PL","PL4","PL4","PL42","PL42","PL427","PL427",1,"0-20 cm",NA,NA,113,53.31034177,16.29469777
47403414,47403414,"30-09-18","Yes",79,NA,NA,NA,NA,3.6,3.6,3.99,4.22,5.49,5.89,26.5,"26.3","",0,"1",NA,49.1,"23.4",1.5,"1.5",7.6,"31.2","C32","C32","U120","U120","PL","PL","PL4","PL4","PL42","PL42","PL427","PL427",1,"0-20 cm",NA,NA,207,53.66820309,16.34779258
47404022,47404022,"12-06-18","Yes",161,NA,NA,NA,NA,5.4,5.7,5.88,6.45,16.79,6.44,11,"14.8","",0,NA,NA,9.1,"12.7",1.4,"1.6",162.7,"184.5","B55","B55","U111","U111","SE","SE","SE1","SE1","SE12","SE12","SE122","SE122",1,"0-20 cm",NA,NA,0,59.10482236,17.31238232
47404098,47404098,"10-08-18","Yes",82,NA,NA,NA,NA,5.3,5.2,5.76,5.77,6.13,9.56,24.5,"26.8","",0,NA,NA,28,"36.2",2.8,"2.6",160.7,"180.5","B13","F40","U111","U111","SE","SE","SE1","SE1","SE12","SE12","SE121","SE121",1,"0-20 cm",NA,NA,27,59.78424001,17.45823688
47404116,47404116,"20-09-18","Yes",331,NA,NA,NA,NA,6.5,5.7,6.73,6.11,20.7,21.23,50.2,"39.6","",3,NA,NA,23.6,"< LOD",4.6,"3.8",219.9,"152.2","E10","E10","U111","U111","SE","SE","SE1","SE1","SE12","SE12","SE121","SE121",1,"0-20 cm",NA,NA,25,59.94515554,17.49377777
47404130,47404130,"11-09-18","Yes",510,NA,NA,NA,NA,5.6,6.2,5.85,6.53,112.9,29.6,382.8,"252.3","",0,"3",NA,25.3,"17",27,"15.4",108.2,"61.3","C21","C21","U120","U120","SE","SE","SE1","SE1","SE12","SE12","SE121","SE121",4,"0-20 cm",NA,NA,41,60.07031249,17.5216931
47404134,47404134,"30-05-18","Yes",265,NA,NA,NA,NA,4.6,4.7,5.1,5.47,8.54,8.09,18.7,"17.9","",0,NA,NA,40.5,"51.1",1.5,"1.5",112.5,"126.6","B13","B13","U111","U111","SE","SE","SE1","SE1","SE12","SE12","SE121","SE121",1,"0-20 cm",NA,NA,44,60.10607169,17.52971316
47404156,47404156,"17-07-18","Yes",361,NA,NA,NA,NA,5.7,5.5,5.92,5.96,146,22.3,470,"438","",0,NA,NA,45.6,"36.3",26.2,"26.4",239.7,"274.9","C10","C21","U120","U120","SE","SE","SE1","SE1","SE12","SE12","SE121","SE121",1,"0-20 cm",NA,NA,49,60.30274803,17.5741794
47404436,47404436,"02-07-18","Yes",81,NA,NA,NA,NA,5.5,5.1,5.66,5.49,100.6,57.8,97.2,"199.3","",1,"1",NA,21,"25.2",6.8,"11.9",102.9,"102.5","C33","C33","U120","U120","SE","SE","SE3","SE3","SE32","SE32","SE321","SE321",2,"0-20 cm",NA,NA,76,62.80609241,18.19807793
47404678,47404678,"10-09-18","Yes",198,NA,NA,NA,NA,3,2.9,4.08,3.78,14.18,11.36,501.1,"450.8","",0,NA,NA,60,"30",13.8,"9.8",291.6,"257.7","C22","C22","U120","U120","SE","SE","SE3","SE3","SE33","SE33","SE331","SE331",1,"0-20 cm",NA,NA,273,64.97012969,18.840932
47404800,47404800,"15-09-18","Yes",201,NA,NA,NA,NA,3.7,3.6,4.57,4.37,2.39,2.56,18,"6.2","",0,"1",NA,5.6,"< LOD",0.6,"0.3",13.6,"20.4","C22","C22","U120","U120","SE","SE","SE3","SE3","SE33","SE33","SE332","SE332",1,"0-20 cm",NA,NA,347,66.06125138,19.21031551
47404804,47404804,"15-09-18","Yes",187,NA,NA,NA,NA,4.4,4,4.87,4.79,2.92,3.67,14.5,"27.9","",0,NA,NA,17,"11.7",0.8,"1.2",24.8,"30.4","C22","C22","U120","U120","SE","SE","SE3","SE3","SE33","SE33","SE332","SE332",1,"0-20 cm",NA,NA,335,66.09702733,19.22301216
47404854,47404854,"14-09-18","Yes",308,NA,NA,NA,NA,4.1,4.4,4.54,5.2,3.36,3.48,18.8,"23.6","",0,NA,NA,31.2,"17.4",0.8,"0.9",23.4,"40.2","D10","D10","U120","U120","SE","SE","SE3","SE3","SE33","SE33","SE332","SE332",4,"0-20 cm",NA,NA,336,66.54423263,19.38507105
47422412,47422412,"13-06-18","Yes",163,0,27,12,61,5.3,5.4,5.68,5.93,12.76,8.33,49.1,"47.4","",4,NA,NA,6.4,"< LOD",3.3,"2.8",76.2,"166.7","C10","C10","U420","U420","HR","HR","HR0","HR0","HR03","HR03","HR032","HR032",1,"0-20 cm",NA,NA,680,44.68466192,15.30541055
47422704,47422704,"23-06-18","Yes",87,22,11,32,57,5,4.6,5.22,5.1,55.1,74.71,46.9,"75.3","",1,NA,NA,33.7,"36.2",5.5,"8.5",117.8,"231","E20","E20","U111","U111","AT","AT","AT2","AT2","AT22","AT22","AT224","AT224",2,"0-20 cm",NA,NA,860,47.30706912,15.56920571
47422872,47422872,"26-06-18","Yes",100,NA,NA,NA,NA,3.9,4.1,4.38,4.76,6.51,14.68,24,"55.7","",0,NA,NA,35.3,"29.7",1.9,"3.3",59.5,"107.2","C23","E30","U120","U120","AT","AT","AT1","AT1","AT12","AT12","AT124","AT124",1,"0-20 cm",NA,NA,489,48.81369528,15.73701883
47423142,47423142,"12-07-18","Yes",128,NA,NA,NA,NA,5.2,5.5,5.82,6.03,5.63,13.7,7.3,"8.5","",0,NA,NA,58.5,"61",0.8,"1.1",134.3,"267.2","B11","B32","U111","U111","PL","PL","PL5","PL5","PL51","PL51","PL516","PL516",3,"0-20 cm",0.7,1.8,190,51.23244093,16.03538479
47424600,47424600,"17-09-18","Yes",118,NA,NA,NA,NA,4.6,3.9,4.85,4.71,19.46,2.75,15.6,"11.2","",0,"1",NA,7,"< LOD",1.1,"0.7",53.9,"16.1","E10","C33","U120","U120","SE","SE","SE3","SE3","SE33","SE33","SE331","SE331",1,"0-20 cm",NA,NA,329,64.27035576,18.66232013
47441950,47441950,"18-07-18","Yes",138,NA,NA,NA,NA,7.6,7.4,7.94,7.81,17.36,14.02,11.4,"9.3","",12,"9",NA,34.3,"42.8",1,"1",1004,"621.7","B43","B54","U111","U111","IT","IT","ITF","ITF","ITF3","ITF3","ITF35","ITF35",3,"0-20 cm",1.6,3.5,61,40.52195426,14.97182474
47442054,47442054,"01-07-18","Yes",165,NA,NA,NA,NA,7.5,7.4,8.02,7.6,15.93,35.9,13.4,"17.6","",55,"59",NA,7.2,"13.4",1.8,"2.1",510.2,"704.7","B12","B53","U111","U111","IT","IT","ITF","ITF","ITF4","ITF4","ITF46","ITF46",2,"0-20 cm",NA,NA,624,41.46025539,15.04686287
47442436,47442436,"21-06-18","Yes",135,5,31,19,50,7.2,7.3,7.43,7.89,18.73,15.41,64.8,"78.7","",89,"56",NA,0,"< LOD",3.6,"4",229.3,"286.4","C33","C33","U420","U420","HR","HR","HR0","HR0","HR03","HR03","HR032","HR032",1,"0-20 cm",NA,NA,709,44.89911692,15.35109912
47442502,47442502,"24-08-18","Yes",128,1,34,9,57,4,4.1,4.2,4.55,18.94,5.21,20.6,"28.3","",0,"1",NA,6.4,"< LOD",1.9,"2.4",190,"90.9","C10","C10","U120","U120","HR","HR","HR0","HR0","HR04","HR04","HR04D","HR04D",1,"0-20 cm",NA,NA,289,45.49219626,15.40871904
47442612,47442612,"26-08-18","Yes",215,12,14,32,54,3.8,4.1,4.08,4.6,11.66,35.2,77.9,"103.6","",1,"1",NA,10.7,"14.1",4.5,"6",87.5,"142.8","C31","C31","U120","U120","SI","SI","SI0","SI0","SI03","SI03","SI032","SI032",1,"0-20 cm",NA,NA,1022,46.48005183,15.50843794
47442660,47442660,"13-07-18","Yes",318,NA,NA,NA,NA,5.5,5.8,5.85,6.58,13.68,10.78,16.5,"12.2","",0,NA,NA,24.4,"18.6",1.6,"1.5",134.2,"123.4","B35","E20","U111","U111","AT","AT","AT2","AT2","AT22","AT22","AT225","AT225",2,"0-20 cm",NA,NA,405,46.91089102,15.5534621
47442702,47442702,"23-06-18","Yes",485,26,16,25,59,5.2,5.5,5.55,5.96,22.8,25.38,43.9,"31.1","",1,NA,NA,11.5,"10.7",5.2,"3.6",53.2,"31.5","E20","E20","U111","U111","AT","AT","AT2","AT2","AT22","AT22","AT224","AT224",4,"0-20 cm",NA,NA,1012,47.28776926,15.59364242
47443048,47443048,"29-05-18","Yes",54,NA,NA,NA,NA,7,7,7.3,7.28,8.78,15.26,15.1,"14.2","",2,"1",NA,46.6,"32.6",1.8,"1.7",148.1,"192.2","B53","B32","U111","U111","CZ","CZ","CZ0","CZ0","CZ05","CZ05","CZ052","CZ052",1,"0-20 cm",NA,NA,300,50.38922533,15.95523297
47443056,47443056,"11-07-18","Yes",108,NA,NA,NA,NA,5.1,5.2,5.41,5.9,10.4,8.3,22.2,"23","",0,NA,NA,13,"12.4",2.4,"2.6",67.2,"70.7","E20","E20","U111","U111","CZ","CZ","CZ0","CZ0","CZ05","CZ05","CZ052","CZ052",1,"0-20 cm",1.3,3.1,464,50.46087433,15.96429623
47443174,47443174,"03-08-18","Yes",86,NA,NA,NA,NA,4.2,4.2,4.78,4.87,3.76,6.08,12.1,"10.9","",0,"1",NA,19.8,"10.2",1.1,"1",51.9,"46.2","C10","C10","U120","U120","PL","PL","PL5","PL5","PL51","PL51","PL516","PL516",2,"0-20 cm",NA,NA,188,51.51743019,16.10207382
47443188,47443188,"07-06-18","Yes",110,NA,NA,NA,NA,5.2,5.8,5.53,5.96,26.5,36.27,11,"14.3","",0,NA,NA,47.6,"54.3",1.4,"1.7",193.9,"382.2","B32","B22","U111","U111","PL","PL","PL5","PL5","PL51","PL51","PL516","PL516",1,"0-20 cm",NA,NA,160,51.642753,16.11894586
47443236,47443236,"31-07-18","Yes",154,NA,NA,NA,NA,3.8,3.6,4.32,4.15,2.94,3.96,5.3,"8.4","",0,"1",NA,52.2,"26",0.4,"0.6",11.7,"32.3","C22","C22","U120","U120","PL","PL","PL4","PL4","PL41","PL41","PL417","PL417",1,"0-20 cm",NA,NA,107,52.07238476,16.17767519
47443326,47443326,"06-07-18","Yes",89,NA,NA,NA,NA,5.9,5.5,6.06,5.71,55.7,54.4,148.3,"140.6","",0,NA,NA,55.4,"101",11.7,"13",34,"59.7","E20","E20","U111","U111","PL","PL","PL4","PL4","PL41","PL41","PL411","PL411",2,"0-20 cm",NA,NA,27,52.87776391,16.29161026
47443422,47443422,"29-09-18","Yes",90,NA,NA,NA,NA,5.4,5.2,5.74,5.66,7.97,19.02,19.1,"11.3","",0,NA,NA,39.5,"38.9",1.7,"1.2",109.7,"131.4","B19","F40","U111","U111","PL","PL","PL4","PL4","PL42","PL42","PL427","PL427",3,"0-20 cm",NA,NA,216,53.73660501,16.41894739
47443426,47443426,"29-09-18","Yes",134,NA,NA,NA,NA,5.3,5.1,5.65,5.74,5.82,9.99,9.9,"9.3","",0,NA,NA,22.6,"19.8",1.1,"1.1",124.7,"71.9","B84","E20","U111","U111","PL","PL","PL4","PL4","PL42","PL42","PL427","PL427",2,"0-20 cm",NA,NA,146,53.77238542,16.42438931
47443984,47443984,"23-06-18","Yes",124,NA,NA,NA,NA,4.2,4.2,4.47,4.81,42.4,12.38,32.2,"30.3","",0,"1",NA,18.6,"11.5",2.6,"2.1",77.2,"84","E30","C10","U120","U120","SE","SE","SE1","SE1","SE12","SE12","SE122","SE122",1,"0-20 cm",NA,NA,-29,58.76144367,17.31056888
47444092,47444092,"25-06-18","Yes",129,NA,NA,NA,NA,5.5,4.5,5.82,5.18,19.44,10.92,80.1,"47","",0,"1",NA,24.6,"< LOD",6.6,"4.3",412.2,"207.6","C21","C21","U120","U120","SE","SE","SE1","SE1","SE12","SE12","SE121","SE121",2,"0-20 cm",NA,NA,25,59.72681514,17.51704045
47444124,47444124,"04-07-18","Yes",83,NA,NA,NA,NA,5.7,5.8,5.83,6.24,131.7,62.88,290.3,"258.2","",1,NA,NA,87,"84.7",19.9,"17.1",93.6,"120.4","E20","E20","U111","U111","SE","SE","SE1","SE1","SE12","SE12","SE121","SE121",2,"0-20 cm",NA,NA,28,60.01285108,17.58085167
47444556,47444556,"25-09-18","Yes",135,NA,NA,NA,NA,3.9,3.6,4.45,4.22,11.62,29.1,55.2,"464.7","",0,NA,NA,26.4,"24.7",2.5,"17.7",48.4,"421.8","C23","C23","U120","U120","SE","SE","SE3","SE3","SE33","SE33","SE331","SE331",1,"0-20 cm",NA,NA,267,63.87471971,18.58352089
47444668,47444668,"15-09-18","Yes",90,NA,NA,NA,NA,4.2,3.2,4.75,4.08,2.44,4.38,7.1,"33.5","",0,"1",NA,4.2,"< LOD",0.4,"1.4",25.5,"84.6","C23","C23","U120","U120","SE","SE","SE3","SE3","SE33","SE33","SE331","SE331",2,"0-20 cm",0.2,0.1,379,64.87612764,18.8953008
47444748,47444748,"11-07-18","Yes",59,NA,NA,NA,NA,4.1,3.3,4.72,4.14,6.63,NA,104.5,"390.2","",0,NA,NA,20.2,"157.9",4.3,"9.5",91,"232.1","C33","C33","U120","U120","SE","SE","SE3","SE3","SE33","SE33","SE332","SE332",1,"0-10 cm",NA,NA,400,65.59146558,19.13408871
47461596,47461596,"14-07-18","Yes",60,NA,NA,NA,NA,7.2,7.5,7.62,7.9,13.09,15.12,26.9,"25.1","",6,"37",NA,5.8,"< LOD",2.8,"2.6",220.9,"333.2","E20","E20","U111","U111","IT","IT","ITG","ITG","ITG1","ITG1","ITG17","ITG17",1,"0-20 cm",NA,NA,506,37.31917236,14.76025122
47461998,47461998,"13-07-18","Yes",237,NA,NA,NA,NA,7.5,7.3,7.92,8.02,18.13,20.3,13.6,"10.8","",105,"139",NA,13.7,"< LOD",1.5,"1.4",664.8,"574.2","F40","E30","U112","U112","IT","IT","ITF","ITF","ITF3","ITF3","ITF34","ITF34",1,"0-20 cm",NA,NA,517,40.95393894,15.02968861
47462514,47462514,"29-08-18","Yes",448,2,25,26,48,4.1,4.1,4.43,4.85,15.94,6.86,18.5,"34.3","",0,NA,NA,7.1,"< LOD",1.5,"2.3",129,"120.1","C10","C10","U120","U120","HR","HR","HR0","HR0","HR04","HR04","HR04D","HR04D",3,"0-20 cm",NA,NA,336,45.5986859,15.44491499
47462548,47462548,"08-07-18","Yes",15,NA,NA,NA,NA,5.5,5.8,5.79,6.13,8.62,17.18,33.1,"28","",0,NA,NA,9,"< LOD",3.5,"2.9",79.2,"69.9","E20","E20","U111","U111","SI","SI","SI0","SI0","SI03","SI03","SI036","SI036",2,"0-20 cm",NA,NA,204,45.9040683,15.47553378
47462578,47462578,"07-07-18","Yes",345,NA,NA,NA,NA,7.5,7.1,7.99,7.82,12.63,20.1,19.7,"18.5","",67,"17",NA,5.7,"< LOD",1.1,"1.1",83.6,"102.4","C10","C10","U120","U120","SI","SI","SI0","SI0","SI03","SI03","SI034","SI034",1,"0-20 cm",NA,NA,380,46.17346418,15.50292417
47462636,47462636,"11-05-18","Yes",381,NA,NA,NA,NA,3.9,4.2,4.52,5.04,8.15,8.39,31.6,"46.1","",0,NA,NA,9.8,"< LOD",2.4,"3.2",68.9,"148.5","C10","C10","U120","U120","AT","AT","AT2","AT2","AT22","AT22","AT225","AT225",2,"0-20 cm",NA,NA,394,46.69414396,15.55689744
47462692,47462692,"12-07-18","Yes",464,NA,NA,NA,NA,4.4,4.8,4.78,5.47,26.6,11.21,28.4,"16.3","",0,NA,NA,19.3,"< LOD",3,"1.6",120.9,"51.8","E20","E20","U111","U111","AT","AT","AT2","AT2","AT22","AT22","AT224","AT224",3,"0-20 cm",NA,NA,493,47.19668628,15.61032163
47462712,47462712,"23-06-18","Yes",418,NA,NA,NA,NA,4.8,5.4,5.03,5.76,63.3,51.97,40.4,"47.5","",0,"1",NA,31.6,"30.5",4.7,"5.5",211.8,"151.7","E20","E20","U111","U111","AT","AT","AT2","AT2","AT22","AT22","AT224","AT224",1,"0-20 cm",NA,NA,864,47.37612375,15.62972284
47462736,47462736,"17-07-18","Yes",352,NA,NA,NA,NA,5.9,5.6,6.04,5.89,76.5,44.83,47.9,"48.1","",1,NA,NA,45.5,"31.1",5.4,"5.3",112.6,"140.2","E20","E20","U111","U111","AT","AT","AT2","AT2","AT22","AT22","AT223","AT223",1,"0-20 cm",NA,NA,727,47.59142043,15.65323206
47462746,47462746,"19-07-18","Yes",381,26,16,42,43,3.4,3.2,3.85,3.81,12.51,10.03,128.7,"174.9","",0,NA,NA,17.8,"16.5",6.3,"7.9",58.2,"63.4","C21","C21","U120","U120","AT","AT","AT2","AT2","AT22","AT22","AT223","AT223",1,"0-20 cm",NA,NA,1080,47.68111841,15.66310175
47462794,47462794,"05-07-18","Yes",137,NA,NA,NA,NA,3.6,4.2,4.13,5.06,5.14,5.15,33.1,"24.1","",0,"2",NA,20.3,"< LOD",2.2,"1.6",58.2,"109.5","C10","C10","U120","U120","AT","AT","AT1","AT1","AT12","AT12","AT123","AT123",1,"0-20 cm",NA,NA,447,48.11159718,15.71109418
47462830,47462830,"24-05-18","Yes",112,NA,NA,NA,NA,7.4,7.6,7.69,8.19,16.97,21.3,18,"17","",3,"26",NA,78.7,"40.9",2,"1.7",358.5,"437.9","B33","B12","U111","U111","AT","AT","AT1","AT1","AT12","AT12","AT124","AT124",2,"0-20 cm",NA,NA,192,48.43438076,15.74777325
47462916,47462916,"27-07-18","Yes",97,NA,NA,NA,NA,6,5.5,6.25,6.22,10.42,21.37,22.7,"20.7","",1,NA,NA,56.8,"51.8",2.2,"1.9",269.4,"208","B11","B13","U111","U111","CZ","CZ","CZ0","CZ0","CZ06","CZ06","CZ063","CZ063",3,"0-20 cm",NA,NA,458,49.20522685,15.83785955
47462934,47462934,"29-07-18","Yes",135,NA,NA,NA,NA,3.6,3.7,4.08,4.45,13.14,10.04,59.2,"71.3","",1,"1",NA,67.7,"55.4",4.9,"5.6",251.7,"129.5","C33","C33","U120","U120","CZ","CZ","CZ0","CZ0","CZ06","CZ06","CZ063","CZ063",2,"0-20 cm",NA,NA,10648,49.36652451,15.85716799
47462992,47462992,"26-07-18","Yes",104,NA,NA,NA,NA,6.7,7,6.84,7.54,15.5,15.94,35.2,"26.7","",12,"30",NA,11.8,"< LOD",3.5,"2.5",235.2,"256.7","E10","B75","U370","U113","CZ","CZ","CZ0","CZ0","CZ05","CZ05","CZ053","CZ053",2,"0-20 cm",NA,NA,295,49.8861675,15.92048964
47463010,47463010,"24-07-18","Yes",78,NA,NA,NA,NA,5.3,7.4,7.57,7.99,30.1,20.8,16.9,"19","",69,"56",NA,25.6,"11.5",2.5,"2.3",302.9,"370.2","B32","B32","U111","U111","CZ","CZ","CZ0","CZ0","CZ05","CZ05","CZ053","CZ053",1,"0-20 cm",NA,NA,231,50.04740784,15.94049151
47463082,47463082,"18-08-18","Yes",101,NA,NA,NA,NA,4.8,5.7,4.99,5.9,57.4,44.4,51.3,"66.6","",0,NA,NA,90.6,"125.2",4.7,"5.4",243.9,"369.5","C10","C10","U410","U414","PL","PL","PL5","PL5","PL51","PL51","PL515","PL515",1,"0-20 cm",NA,NA,589,50.69224299,16.0222143
47463124,47463124,"20-07-18","Yes",468,NA,NA,NA,NA,4.4,4.2,4.58,4.54,14.69,24.45,13.2,"13.5","",0,NA,NA,30.5,"31.7",1.7,"1.8",97.8,"133.7","B14","E20","U111","U111","PL","PL","PL5","PL5","PL51","PL51","PL515","PL515",1,"0-20 cm",NA,NA,319,51.06830828,16.07119181
47463226,47463226,"06-05-18","Yes",52,NA,NA,NA,NA,5.9,6.1,6.33,6.65,13.42,10.11,10.5,"33","",0,"1",NA,68.2,"67.1",1.1,"2.7",60.3,"248.6","B15","B14","U111","U111","PL","PL","PL4","PL4","PL41","PL41","PL417","PL417",1,"0-20 cm",0.8,1.9,125,51.98136145,16.19434705
47463250,47463250,"11-09-18","Yes",36,NA,NA,NA,NA,6.8,6.7,6.91,6.93,111.3,97.4,29.5,"41","",5,"8",NA,248.8,"254.4",3.2,"4.2",517,"239.4","B13","B32","U111","U111","PL","PL","PL4","PL4","PL41","PL41","PL417","PL417",1,"0-20 cm",NA,NA,125,52.19615006,16.22422602
47463358,47463358,"24-08-18","Yes",15,NA,NA,NA,NA,3.9,3.7,4.37,4.24,3.69,4.02,24.5,"23.4","",0,NA,NA,12.4,"29.5",1.3,"1.1",13,"13.3","C22","C22","U120","U120","PL","PL","PL4","PL4","PL42","PL42","PL427","PL427",1,"0-20 cm",5.8,8.1,137,53.16249892,16.36317229
47464006,47464006,"06-07-18","Yes",118,NA,NA,NA,NA,4,3.7,5.13,4.34,16.16,11.98,117.3,"133.2","",0,NA,NA,38.9,"25.1",8.6,"5.1",371.3,"123.1","C31","C31","U120","U120","SE","SE","SE1","SE1","SE12","SE12","SE122","SE122",1,"0-20 cm",NA,NA,3,58.95623504,17.38606753
47464032,47464032,"13-06-18","Yes",20,NA,NA,NA,NA,4.1,4.1,4.84,4.81,7.23,8.61,30.4,"40.6","",0,NA,NA,10,"12",2,"2.4",77.4,"115.1","C22","C21","U120","U120","SE","SE","SE1","SE1","SE11","SE11","SE110","SE110",1,"0-20 cm",NA,NA,6,59.18862545,17.4354266
47464096,47464096,"10-08-18","Yes",141,NA,NA,NA,NA,4.9,5.3,5.5,6.03,6.09,6.85,15,"13.2","",0,NA,NA,5.9,"< LOD",1.7,"1.5",70.1,"90.6","F40","B55","U111","U111","SE","SE","SE1","SE1","SE12","SE12","SE121","SE121",2,"0-20 cm",1.3,2.4,22,59.76066076,17.56026164
47464150,47464150,"19-06-18","Yes",82,NA,NA,NA,NA,5.4,5.8,5.61,6.03,173.3,68.5,371.3,"422.6","",0,NA,NA,54,"35.5",29.4,"30.5",86.8,"124.7","B55","E20","U111","U111","SE","SE","SE1","SE1","SE12","SE12","SE121","SE121",3,"0-20 cm",NA,NA,0,60.24331644,17.66944272
47464162,47464162,"12-09-18","Yes",316,NA,NA,NA,NA,7,5,7.15,5.48,56.1,14.06,46.4,"21.4","",63,NA,NA,45.8,"< LOD",4.5,"1.2",333.7,"53.1","E10","E20","U420","U420","SE","SE","SE1","SE1","SE12","SE12","SE121","SE121",1,"0-20 cm",NA,NA,20,60.35057377,17.69420286
47464464,47464464,"02-07-18","Yes",436,NA,NA,NA,NA,4.2,4.4,4.45,5.11,153,18.48,227.4,"178.2","",1,"1",NA,64.5,"38.3",13.3,"10.3",207.1,"164","C21","D10","U120","U120","SE","SE","SE3","SE3","SE32","SE32","SE321","SE321",1,"0-20 cm",NA,NA,7,63.05005357,18.38427765
47464528,47464528,"27-07-18","Yes",171,NA,NA,NA,NA,3.8,3.8,4.28,4.55,5.54,6.39,39.5,"43.4","",0,"1",NA,31.8,"41.4",2,"2.3",70.1,"88.5","C21","C21","U120","U120","SE","SE","SE3","SE3","SE32","SE32","SE321","SE321",1,"0-20 cm",NA,NA,158,63.62219026,18.54919792
47464698,47464698,"19-09-18","Yes",379,NA,NA,NA,NA,4.3,3.5,4.99,4.26,4.01,2.94,9.5,"14","",0,"1",NA,27.5,"17.4",0.6,"0.6",26,"28.7","C22","C22","U120","U120","SE","SE","SE3","SE3","SE33","SE33","SE331","SE331",1,"0-20 cm",NA,NA,357,65.14204893,19.02517721
47482572,47482572,"21-07-18","Yes",234,NA,NA,NA,NA,5.3,6.2,5.75,6.52,8.41,44.5,34.6,"102.1","",0,"2",NA,9.2,"30.7",3,"6.8",259.1,"488.5","C10","C10","U120","U120","SI","SI","SI0","SI0","SI03","SI03","SI034","SI034",1,"0-20 cm",NA,NA,447,46.11825581,15.5232055
47482608,47482608,"26-08-18","Yes",151,NA,NA,NA,NA,5.1,4.8,5.53,5.36,25.8,28.8,29.6,"23.9","",0,"1",NA,74.2,"65.4",2.1,"2.7",202.9,"165.1","E20","E20","U111","U111","SI","SI","SI0","SI0","SI03","SI03","SI032","SI032",1,"0-20 cm",NA,NA,740,46.44146308,15.55661397
