"POINTID","SURVEY_DATE","Depth","pH_CaCl2","pH_H2O","EC","OC","OC..20.30.cm.","CaCO3","CaCO3..20.30.cm.","P","N","K","Ox_Al","Ox_Fe","Elev","NUTS_0","NUTS_1","NUTS_2","NUTS_3","TH_LAT","TH_LONG","LC","LU"
29402144,"25-05-18","0-20 cm",4.2,4.62,20.7,"17.5","",NA,NA,"10.6","2.1","185.5",NA,NA,788,"ES","ES4","ES41","ES415",41.03255646,-6.498023298,"C10","U120"
29402158,"21-05-18","0-20 cm",4.9,5.35,14.75,"17.5","","1",NA,"36.4","2.1","293.7",NA,NA,758,"ES","ES4","ES41","ES415",41.155757,-6.531302268,"E20","U111"
29402258,"06-07-18","0-20 cm",4.3,4.65,20.7,"34.3","",NA,NA,"14.8","2.7","116.5",NA,NA,1110,"ES","ES4","ES41","ES419",42.03481527,-6.774328411,"C10","U120"
29402338,"20-06-18","0-20 cm",3.9,3.95,34.27,"84.8","",NA,NA,"15.8","8","124.1",NA,NA,1149,"ES","ES1","ES11","ES112",42.73686916,-6.975700593,"D20","U420"
29402410,"27-06-18","0-20 cm",4,4.08,26.3,"74","",NA,NA,"< LOD","4.7","58.9",NA,NA,474,"ES","ES1","ES11","ES112",43.36781151,-7.162459091,"C22","U120"
29421642,"09-05-18","0-20 cm",7.4,7.69,14.26,"18.5","","11",NA,"< LOD","2.1","362",NA,NA,623,"ES","ES6","ES61","ES617",36.59680838,-5.391969997,"E10","U111"
29422254,"03-07-18","0-20 cm",3.9,4.53,8.59,"78.3","",NA,NA,"< LOD","4.6","63",NA,NA,1328,"ES","ES4","ES41","ES419",42.00367699,-6.740804055,"C22","U120"
29422386,"22-07-18","0-20 cm",4.3,4.81,11.83,"77.5","","1",NA,"< LOD","5","65.4",NA,NA,741,"ES","ES1","ES11","ES112",43.16167607,-7.075560928,"C22","U120"
29441752,"10-07-18","0-20 cm",7.3,7.63,19.01,"15.6","","6",NA,"11.6","1.7","560.4",NA,NA,114,"ES","ES6","ES61","ES618",37.57698424,-5.590117236,"B41","U111"
29441976,"11-05-18","0-20 cm",5,6.03,2.77,"11.1","",NA,NA,"< LOD","1.6","129.9",NA,NA,445,"ES","ES4","ES43","ES432",39.55922911,-6.066713301,"E20","U111"
29442084,"04-07-18","0-20 cm",4.5,5.22,3.71,"20.8","","1",NA,"< LOD","1.5","33.3",NA,NA,1110,"ES","ES4","ES41","ES415",40.51194333,-6.311216301,"C22","U120"
29442364,"20-07-18","0-20 cm",4.1,4.31,29.51,"42.1","",NA,NA,"29","3.5","153.5",NA,NA,482,"ES","ES1","ES11","ES112",42.97293836,-6.994568176,"E20","U111"
29442378,"24-07-18","0-20 cm",4.1,4.76,6.56,"36.8","",NA,NA,"56.1","3.7","78.6",NA,NA,555,"ES","ES1","ES11","ES112",43.09564825,-7.030744638,"E20","U111"
29461660,"29-05-18","0-20 cm",7.5,7.97,19.03,"44.8","","35",NA,"< LOD","2.8","421.8",NA,NA,1058,"ES","ES6","ES61","ES612",36.76399804,-5.383591187,"E10","U111"
29461720,"04-06-18","0-20 cm",7.4,7.71,19.77,"8","","421",NA,"46.4","1.1","388.8",0.4,0.2,138,"ES","ES6","ES61","ES618",37.2967685,-5.503127091,"B81","U111"
29461732,"01-06-18","0-20 cm",7.6,8.14,16.19,"12.6","","292",NA,"12.4","1.5","648",NA,NA,127,"ES","ES6","ES61","ES618",37.40324832,-5.527350292,"B12","U111"
29461926,"12-07-18","0-20 cm",5.3,5.76,48.34,"8.2","",NA,NA,"78.8","0.9","334.4",NA,NA,329,"ES","ES4","ES43","ES432",39.12127259,-5.934214491,"E20","U111"
29462044,"12-05-18","0-20 cm",5.7,6.24,8.49,"9.7","",NA,NA,"11.7","1.3","174.1",0.4,0.8,404,"ES","ES4","ES43","ES432",40.16315896,-6.196507463,"B81","U111"
29462056,"16-06-18","0-20 cm",5.5,6.19,10.67,"18.8","",NA,NA,"58","1.9","371.8",NA,NA,542,"ES","ES4","ES43","ES432",40.26898347,-6.223843567,"B81","U111"
29462088,"04-07-18","0-20 cm",4.9,5.63,4.36,"39.5","",NA,NA,"< LOD","2.5","57.8",NA,NA,1050,"ES","ES4","ES41","ES415",40.55106527,-6.297354023,"E10","U111"
29462178,"13-08-18","0-20 cm",4.5,5.59,2.97,"35.4","",NA,NA,"< LOD","2.9","117.9",NA,NA,780,"PT","PT1","PT11","PT11E",41.34351075,-6.509002706,"D10","U420"
29462254,"03-07-18","0-20 cm",4,4.74,5.74,"67.6","","1",NA,"< LOD","3.5","84.8",NA,NA,1142,"ES","ES4","ES41","ES419",42.01164484,-6.693554521,"D20","U420"
29481636,"10-05-18","0-20 cm",6.5,6.4,35.9,"22.2","","2",NA,"< LOD","2.5","246.9",NA,NA,611,"ES","ES6","ES61","ES617",36.55432372,-5.314649141,"C10","U120"
29481730,"01-06-18","0-20 cm",7.4,7.73,16.22,"10.8","","37",NA,"18.9","1.1","493",1,0.6,125,"ES","ES6","ES61","ES618",37.3891618,-5.501205086,"B12","U111"
29481770,"05-05-18","0-20 cm",5.4,5.82,40.2,"23.3","","3",NA,"< LOD","2.4","239.5",NA,NA,425,"ES","ES6","ES61","ES618",37.74395229,-5.582556342,"C10","U120"
29481906,"19-06-18","0-20 cm",7.4,7.88,15.84,"9.7","","159",NA,"12.4","1.1","434.2",NA,NA,339,"ES","ES4","ES43","ES431",38.94820866,-5.868316954,"B13","U111"
29481960,"04-05-18","0-20 cm",4.5,5.3,6.48,"7.5","","1",NA,"< LOD","1","165.2",NA,NA,514,"ES","ES4","ES43","ES432",39.42550558,-5.985859452,"C10","U120"
29482076,"09-06-18","0-20 cm",4.1,4.7,15.19,"97.9","",NA,NA,"< LOD","3.2","87.2",NA,NA,1084,"ES","ES4","ES43","ES432",40.44916511,-6.246603616,"C22","U120"
29482094,"04-07-18","0-20 cm",4.9,5.93,3.95,"10.2","","1",NA,"< LOD","1.1","59.9",NA,NA,940,"ES","ES4","ES41","ES415",40.60780856,-6.2881047,"C10","U120"
29482162,"07-06-18","0-20 cm",4.4,4.94,6.32,"7.3","",NA,NA,"14.7","1","48.2",NA,NA,812,"ES","ES4","ES41","ES415",41.20664463,-6.447497878,"E20","U111"
29482396,"18-07-18","0-10 cm",3.4,3.95,14.26,"180.4","",NA,NA,"< LOD","8.5","106.7",NA,NA,583,"ES","ES1","ES12","ES120",43.26152295,-7.029371581,"C10","U120"
29482428,"18-07-18","0-20 cm",3.5,4.16,11.85,"57.2","",NA,NA,"15.5","3.7","65.5",NA,NA,96,"ES","ES1","ES11","ES112",43.54183166,-7.113207482,"C10","U120"
29501704,"11-06-18","0-20 cm",7.5,7.65,15.08,"14.3","","155",NA,"18.1","1.9","880.7",NA,NA,218,"ES","ES6","ES61","ES618",37.16204034,-5.426929272,"B31","U111"
29501736,"01-06-18","0-20 cm",7.5,7.66,15.94,"9.4","","42",NA,"< LOD","1","810.4",2.7,2.6,128,"ES","ES6","ES61","ES618",37.44605434,-5.49121314,"B41","U111"
29501830,"15-09-18","0-20 cm",5.3,5.84,12.86,"5.9","","1",NA,"18.8","0.7","61.2",NA,NA,619,"ES","ES4","ES43","ES431",38.27933633,-5.684478906,"F40","U112"
29502024,"23-05-18","0-20 cm",4.3,5.39,4.74,"31.8","",NA,NA,"15.8","3.6","163.2",NA,NA,491,"ES","ES4","ES43","ES432",39.99438313,-6.105372523,"D20","U111"
29502304,"29-07-18","0-20 cm",5.8,6.15,21.6,"36.1","","1",NA,"106","4.2","227.6",NA,NA,775,"ES","ES4","ES41","ES413",42.45870065,-6.770408998,"C10","U120"
29521732,"01-06-18","0-20 cm",7.7,8.47,20.9,"8.4","","285",NA,"10.1","0.8","402.3",0.5,1.1,118,"ES","ES6","ES61","ES618",37.41421136,-5.461026443,"B81","U111"
29521756,"18-05-18","0-20 cm",7.6,7.69,71.53,"10.2","","165",NA,"14.8","1","492.3",NA,NA,99,"ES","ES6","ES61","ES618",37.62713657,-5.509600841,"B74","U111"
29521760,"18-05-18","0-20 cm",6.4,6.69,6.37,"8.9","","1",NA,"< LOD","0.9","92.2",NA,NA,91,"ES","ES6","ES61","ES618",37.66261457,-5.517738282,"B15","U111"
29521930,"12-07-18","0-10 cm",6.6,7.11,25.1,"15.7","","7",NA,"< LOD","1.8","87.6",NA,NA,366,"ES","ES4","ES43","ES432",39.16792909,-5.87495363,"E10","U111"
29521972,"11-05-18","0-20 cm",5.7,6.39,4.68,"14.3","",NA,NA,"< LOD","1.9","113.7",NA,NA,458,"ES","ES4","ES43","ES432",39.53908333,-5.96675341,"D20","U111"
29522188,"13-08-18","0-20 cm",5.3,6.27,3.67,"10.6","",NA,NA,"< LOD","1.1","95",NA,NA,796,"PT","PT1","PT11","PT11E",41.44325721,-6.462705177,"E30","U112"
29522200,"21-08-18","0-20 cm",4.6,5.53,3.08,"11.8","","1",NA,"< LOD","1.1","144.6",NA,NA,741,"PT","PT1","PT11","PT11E",41.54881911,-6.491483285,"C23","U120"
29522350,"06-08-18","0-20 cm",3.8,4.7,5.66,"41.7","","1",NA,"< LOD","2.5","72.6",NA,NA,1192,"ES","ES4","ES41","ES413",42.86634924,-6.862826542,"C10","U120"
29541718,"01-06-18","0-20 cm",7.3,7.63,14.22,"5.7","","438",NA,"35.8","1","235.6",NA,NA,186,"ES","ES6","ES61","ES618",37.29359604,-5.410813499,"B81","U111"
29541836,"21-07-18","0-20 cm",6.1,6.31,19.54,"5.7","","1",NA,"13.5","0.7","116.1",NA,NA,615,"ES","ES4","ES43","ES431",38.33988267,-5.652257316,"F40","U112"
29541848,"21-07-18","0-20 cm",5.6,5.91,10.42,"7.7","",NA,NA,"< LOD","0.8","65.9",NA,NA,634,"ES","ES4","ES43","ES431",38.4461528,-5.677405735,"F40","U112"
29541898,"19-06-18","0-20 cm",7.3,7.74,16.9,"12.6","","5",NA,"< LOD","1.2","298.4",NA,NA,413,"ES","ES4","ES43","ES431",38.88868459,-5.783407686,"B13","U111"
29541908,"29-05-18","0-20 cm",7.4,8.14,16.7,"9.1","","45",NA,"21","1.1","383.8",NA,NA,358,"ES","ES4","ES43","ES431",38.97714068,-5.804846388,"F40","U112"
29542060,"16-06-18","0-20 cm",4.9,5.94,3.37,"28.9","",NA,NA,"32.1","2.6","115.4",NA,NA,465,"ES","ES4","ES43","ES432",40.31962325,-6.140845202,"B81","U111"
29542250,"06-07-18","0-20 cm",4,4.59,4.29,"40.7","","3",NA,"< LOD","2.1","46.1",NA,NA,1075,"ES","ES4","ES41","ES419",41.99236219,-6.589223782,"C22","U120"
29542262,"05-07-18","0-20 cm",5,5.41,27.2,"16.2","",NA,NA,"28.5","1.7","286.8",NA,NA,1059,"ES","ES4","ES41","ES419",42.09780997,-6.618666971,"C10","U120"
29542268,"05-07-18","0-20 cm",4.2,4.32,21.09,"20.4","",NA,NA,"< LOD","2.2","76.5",NA,NA,1251,"ES","ES4","ES41","ES419",42.15052502,-6.633440505,"E20","U111"
29542352,"06-08-18","0-20 cm",3.7,4.17,31.3,"222.1","",NA,NA,"39.5","10.5","240.9",NA,NA,1465,"ES","ES4","ES41","ES413",42.887917,-6.843972194,"D20","U420"
29561652,"13-05-18","0-20 cm",7.1,7.32,13.7,"60.9","","6",NA,"13.1","6.3","433.6",NA,NA,735,"ES","ES6","ES61","ES617",36.71094588,-5.258353207,"D10","U111"
29561738,"22-05-18","0-20 cm",7.7,8.4,12.68,"14.5","","56",NA,"< LOD","1.1","685.5",NA,NA,188,"ES","ES6","ES61","ES618",37.47474137,-5.428871959,"B13","U111"
29561984,"22-05-18","0-20 cm",4.2,4.7,14.46,"15.5","","2",NA,"< LOD","2.1","98.6",NA,NA,460,"ES","ES4","ES43","ES432",39.65264451,-5.947618786,"C10","U120"
29562038,"25-06-18","0-20 cm",4.7,5.6,5.33,"26.6","","1",NA,"51","2.3","213.1",NA,NA,476,"ES","ES4","ES43","ES432",40.12936931,-6.068034254,"C10","U120"
29562218,"16-06-18","0-20 cm",5.4,5.83,16.04,"22.6","","1",NA,"10.5","3.5","83.3",NA,NA,697,"ES","ES4","ES41","ES419",41.71498243,-6.487854372,"E20","U111"
29562318,"11-05-18","0-20 cm",5.5,5.97,14.93,"29.4","","3",NA,"< LOD","3.1","188",NA,NA,527,"ES","ES4","ES41","ES413",42.59358453,-6.734069806,"C10","U120"
29562426,"09-05-18","0-20 cm",6.6,6.65,26.94,"20.8","",NA,NA,"51.3","2.5","168.8",NA,NA,88,"ES","ES1","ES12","ES120",43.54063939,-7.01113101,"B55","U111"
29581834,"22-07-18","0-20 cm",5.5,5.82,8.55,"10.3","",NA,NA,"35.4","1","223.2",NA,NA,610,"ES","ES4","ES43","ES431",38.32955446,-5.603292341,"B31","U111"
29581924,"28-06-18","0-20 cm",4.7,5.22,32.1,"7.3","",NA,NA,"52.3","1.1","195.8",NA,NA,325,"ES","ES4","ES43","ES431",39.12612503,-5.79402575,"B42","U111"
29581938,"13-07-18","0-20 cm",5.9,6.61,10.35,"14","",NA,NA,"20.3","1.5","68",0.4,1.8,455,"ES","ES4","ES43","ES432",39.2499145,-5.824276331,"B13","U111"
29581942,"29-05-18","0-10 cm",5,5.64,5.17,"13.2","","1",NA,"13.9","1.5","42.8",NA,NA,433,"ES","ES4","ES43","ES432",39.28527693,-5.832948596,"E20","U111"
29582082,"02-08-18","0-20 cm",5.4,6.08,11.96,"42.1","",NA,NA,"36.2","3.4","345.8",2.5,3,1141,"ES","ES4","ES41","ES415",40.52129288,-6.144885179,"B74","U111"
29582100,"13-06-18","0-20 cm",4.5,5.29,13.09,"9.2","",NA,NA,"15.7","1.2","67.1",NA,NA,909,"ES","ES4","ES41","ES415",40.67997471,-6.18621011,"E20","U111"
29582204,"21-08-18","0-20 cm",4.3,5.12,3.2,"22.2","",NA,NA,"< LOD","1.9","68.2",NA,NA,822,"PT","PT1","PT11","PT11E",41.59576262,-6.430661544,"C10","U420"
29582266,"03-07-18","0-20 cm",4.1,4.77,4.55,"51.2","",NA,NA,"< LOD","3.4","73.1",NA,NA,1182,"ES","ES4","ES41","ES419",42.14087135,-6.581153205,"D20","U420"
29582280,"27-07-18","0-20 cm",5.4,6,5.22,"11.3","","1",NA,"< LOD","1.7","33.1",NA,NA,1095,"ES","ES4","ES41","ES413",42.26387357,-6.615643046,"C10","U120"
29582312,"25-05-18","0-20 cm",4.8,5.12,14.41,"12.2","","1",NA,"11.8","1.7","86.6",NA,NA,517,"ES","ES4","ES41","ES413",42.54490141,-6.695193054,"B72","U111"
29602038,"25-06-18","0-20 cm",4.7,5.67,3.72,"30.9","",NA,NA,"13","2.8","93.3",2.2,1.9,612,"ES","ES4","ES43","ES432",40.13698434,-6.022076805,"B81","U415"
29602142,"21-05-18","0-20 cm",4.5,5.19,5.15,"6.1","",NA,NA,"16.3","0.7","72.6",NA,NA,858,"ES","ES4","ES41","ES415",41.05389506,-6.260458046,"E20","U111"
29621680,"29-06-18","0-20 cm",7.2,7.57,16.74,"14.7","","456",NA,"< LOD","1.2","327.2",NA,NA,547,"ES","ES6","ES61","ES618",36.97056438,-5.247344003,"B81","U111"
29621748,"10-07-18","0-20 cm",7.4,7.96,14.54,"14","","10",NA,"21.6","1.5","402.8",NA,NA,197,"ES","ES6","ES61","ES618",37.57438479,-5.382567622,"B31","U111"
29621878,"19-06-18","0-20 cm",5.5,6.17,3.88,"5.5","","1",NA,"< LOD","0.6","36",NA,NA,503,"ES","ES4","ES43","ES431",38.72657321,-5.650701857,"E20","U111"
29621940,"03-05-18","0-20 cm",4.8,5.77,5.05,"13.8","","1",NA,"23.2","1.5","204",NA,NA,426,"ES","ES4","ES43","ES432",39.27508301,-5.783220497,"C10","U120"
29622234,"16-06-18","0-20 cm",4.6,5.23,6.5,"38.3","",NA,NA,"153.1","3.5","347.5",NA,NA,913,"ES","ES4","ES41","ES419",41.86745603,-6.455860097,"E30","U420"
29622346,"24-07-18","0-20 cm",4.7,5.42,9.07,"79.1","","1",NA,"< LOD","6","80.1",NA,NA,1113,"ES","ES4","ES41","ES413",42.85131405,-6.732931427,"E10","U420"
29623416,"21-08-18","0-20 cm",4.3,4.82,29.26,"58.4","",NA,NA,"20.5","5.5","168.9",NA,NA,70,"IE","IE0","IE05","IE053",52.14490839,-10.14909922,"E20","U111"
29641674,"28-06-18","0-20 cm",7.2,7.5,16.24,"21.7","","386",NA,"69.3","1.6","245.6",NA,NA,733,"ES","ES6","ES61","ES612",36.92083548,-5.213604822,"B81","U111"
29641894,"22-06-18","0-20 cm",4.9,5.97,3.65,"8.1","",NA,NA,"14.6","0.8","105.9",NA,NA,401,"ES","ES4","ES43","ES431",38.87189415,-5.66203901,"B11","U111"
29642098,"16-05-18","0-20 cm",5.8,6.34,16.26,"13","","1",NA,"< LOD","1.5","70.7",NA,NA,955,"ES","ES4","ES41","ES415",40.67385538,-6.112117774,"E20","U111"
29642200,"21-08-18","0-20 cm",4.6,5.67,3.52,"6.9","","1",NA,"17.9","0.7","91.4",NA,NA,840,"PT","PT1","PT11","PT11E",41.57227686,-6.350646468,"C22","U120"
29642278,"27-07-18","0-20 cm",4.4,5.45,2.32,"27","",NA,NA,"< LOD","2.5","48.8",NA,NA,1426,"ES","ES4","ES41","ES413",42.2581622,-6.539529661,"D20","U420"
29642308,"25-05-18","0-20 cm",4.5,5.11,5.69,"19.9","",NA,NA,"< LOD","1.7","108.6",NA,NA,791,"ES","ES4","ES41","ES413",42.52170112,-6.613727972,"D20","U420"
29642326,"18-07-18","0-20 cm",4.3,4.83,3.67,"23.4","","4",NA,"< LOD","1.7","49.3",NA,NA,856,"ES","ES4","ES41","ES413",42.67975436,-6.658669838,"C22","U120"
29661672,"11-05-18","0-20 cm",7.7,8.19,19.82,"8.4","","286",NA,"< LOD","0.9","375.5",0.8,1,723,"ES","ES6","ES61","ES612",36.90664205,-5.187727211,"B81","U111"
29661680,"29-06-18","0-20 cm",7.1,7.66,21.59,"15.2","","557",NA,"15.3","1.8","592.2",NA,NA,627,"ES","ES6","ES61","ES618",36.97774003,-5.203374035,"B81","U111"
29661762,"15-05-18","0-20 cm",7.4,7.68,25.1,"8.4","","5",NA,"30.5","1.1","548.4",NA,NA,107,"ES","ES6","ES61","ES618",37.70586743,-5.366421505,"B76","U111"
29661968,"29-06-18","0-20 cm",5.4,6.26,5.23,"13.8","",NA,NA,"< LOD","1.6","74.4",NA,NA,559,"ES","ES4","ES43","ES432",39.53008672,-5.798524741,"E20","U111"
29662086,"02-08-18","0-20 cm",4.3,5.41,2.6,"26","",NA,NA,"< LOD","2.7","33.2",NA,NA,1111,"ES","ES4","ES41","ES415",40.57186521,-6.061535348,"D20","U111"
29662194,"21-08-18","0-20 cm",4.6,5.35,9.72,"55.7","","1",NA,"13.4","5.1","223.6",NA,NA,800,"PT","PT1","PT11","PT11E",41.52336196,-6.312890334,"C10","U120"
29662216,"15-06-18","0-20 cm",4.3,4.81,6.33,"13.4","",NA,NA,"29.3","1.9","128.3",1.6,2.1,910,"ES","ES4","ES41","ES419",41.71695268,-6.365392174,"B74","U111"
29662386,"17-05-18","0-20 cm",4.8,5.47,26.3,"115.8","","2",NA,"11.8","7.6","114.6",NA,NA,1156,"ES","ES1","ES12","ES120",43.21023417,-6.786725618,"F40","U420"
29681628,"27-05-18","0-20 cm",7,7.32,8.71,"16.8","",NA,NA,"< LOD","1.2","66.3",NA,NA,286,"ES","ES6","ES61","ES617",36.51896044,-5.08062713,"B75","U415"
29681740,"15-05-18","0-20 cm",7.6,8.24,15.4,"14.4","","28",NA,"< LOD","1.2","698.5",2.1,2.3,190,"ES","ES6","ES61","ES618",37.51424028,-5.300047391,"B31","U111"
29681848,"21-07-18","0-20 cm",4.6,5.6,3.23,"7.8","",NA,NA,"12.1","0.7","42.6",NA,NA,586,"ES","ES4","ES43","ES431",38.47196717,-5.52035123,"B15","U111"
29681884,"22-06-18","0-20 cm",5.8,6.37,4.81,"6.6","",NA,NA,"14.5","0.9","102.3",0.4,1,440,"ES","ES4","ES43","ES431",38.79077613,-5.595768026,"B11","U111"
29682168,"01-05-18","0-20 cm",4.5,4.85,19.48,"16.6","","1",NA,"14.4","1.9","43.6",NA,NA,809,"ES","ES4","ES41","ES419",41.29833581,-6.228033459,"E20","U111"
29682214,"15-06-18","0-20 cm",4.3,5.06,4.77,"16.5","",NA,NA,"43.4","1.9","99.6",1.8,2.8,878,"ES","ES4","ES41","ES419",41.70325071,-6.337072026,"B18","U111"
29683378,"11-09-18","0-20 cm",3.9,4.65,30.76,"402.7","",NA,NA,"78.3","23.6","362.3",NA,NA,16,"IE","IE0","IE05","IE053",51.83298261,-9.913644226,"D20","U111"
29701642,"27-05-18","0-20 cm",6.6,7.05,9.38,"26.4","","1",NA,"< LOD","2.1","124",NA,NA,1245,"ES","ES6","ES61","ES617",36.64704244,-5.085677015,"D20","U111"
29701706,"04-06-18","0-20 cm",7.2,7.6,16.72,"13.2","","544",NA,"14.6","1.9","471.3",NA,NA,308,"ES","ES6","ES61","ES618",37.21591604,-5.210427738,"B81","U111"
29701714,"25-05-18","0-20 cm",7.5,7.69,15.78,"11.3","","346",NA,"12.6","1.1","626.3",NA,NA,208,"ES","ES6","ES61","ES618",37.28697631,-5.226227555,"B34","U111"
29701724,"15-05-18","0-20 cm",7.6,8.19,18.48,"15.6","","395",NA,"< LOD","1.3","381.7",NA,NA,212,"ES","ES6","ES61","ES618",37.37578642,-5.246042532,"B81","U111"
29701738,"15-05-18","0-20 cm",7.3,7.75,13.11,"7.3","","6",NA,"39.1","0.9","189.1",NA,NA,210,"ES","ES6","ES61","ES618",37.50009216,-5.27390584,"F40","U112"
29701918,"28-06-18","0-20 cm",5.6,6.23,6.35,"17.8","","1",NA,"16.7","1.3","300.9",NA,NA,349,"ES","ES4","ES43","ES431",39.09538267,-5.645289484,"F40","U112"
29701972,"29-06-18","0-20 cm",4.7,5.45,4.25,"13.7","",NA,NA,"< LOD","1.8","69.8",NA,NA,529,"ES","ES4","ES43","ES432",39.57292089,-5.761655838,"E10","U111"
29702110,"20-05-18","0-20 cm",5.5,5.94,12.42,"26","","1",NA,"10.4","2.9","444.7",NA,NA,894,"ES","ES4","ES41","ES415",40.79112312,-6.070077803,"E10","U111"
29702138,"30-07-18","0-20 cm",4.6,5.46,3.22,"11.6","",NA,NA,"12.8","1.3","50",NA,NA,892,"ES","ES4","ES41","ES415",41.03791552,-6.134666333,"E20","U111"
29702162,"12-05-18","0-20 cm",4.9,5.69,3.94,"7.4","","1",NA,"18.8","0.8","65.2",NA,NA,828,"ES","ES4","ES41","ES419",41.24935048,-6.190585394,"B15","U111"
29702264,"28-06-18","0-20 cm",3.7,4.15,8.61,"105","",NA,NA,"< LOD","5","79.5",NA,NA,1288,"ES","ES4","ES41","ES419",42.14690774,-6.434138056,"C22","U120"
29702300,"04-08-18","0-20 cm",4.5,5.01,10.76,"20.7","","1",NA,"47.2","2.6","170",NA,NA,1169,"ES","ES4","ES41","ES413",42.4632909,-6.522442765,"D20","U420"
29721718,"25-05-18","0-20 cm",7.4,7.62,15.51,"14.1","","30",NA,"14.1","1.6","1135.5",NA,NA,195,"ES","ES6","ES61","ES618",37.32609253,-5.212052372,"E30","U112"
29721740,"15-05-18","0-20 cm",7.3,7.69,15.98,"16","","56",NA,"11.2","1.7","436.5",NA,NA,194,"ES","ES6","ES61","ES618",37.52144941,-5.255746643,"B12","U111"
29721970,"29-05-18","0-20 cm",4.6,5.23,7.73,"13.8","","1",NA,"12.3","1.8","140.4",NA,NA,570,"ES","ES4","ES43","ES432",39.55897477,-5.73450943,"E20","U111"
29722178,"12-05-18","0-20 cm",5,5.41,10.04,"12.4","","1",NA,"< LOD","1.4","90.6",NA,NA,840,"ES","ES4","ES41","ES419",41.39411491,-6.204733215,"E20","U111"
29722186,"13-05-18","0-20 cm",5.1,5.33,17.86,"19.6","",NA,NA,"12.6","2.2","59.2",NA,NA,777,"ES","ES4","ES41","ES419",41.46455684,-6.223580016,"E10","U111"
29722262,"28-06-18","0-20 cm",5.1,6.1,3.57,"15.6","",NA,NA,"< LOD","1.2","56.8",NA,NA,1157,"ES","ES4","ES41","ES419",42.1332391,-6.405581797,"D10","U111"
29722312,"17-08-18","0-20 cm",4.4,5.04,11.84,"35.8","","1",NA,"14.5","3","227",NA,NA,623,"ES","ES4","ES41","ES413",42.57265318,-6.528307689,"C10","U120"
29741732,"15-05-18","0-10 cm",7.5,8.08,16.62,"18","","604",NA,"39.8","1.4","139.1",NA,NA,252,"ES","ES6","ES61","ES618",37.4540125,-5.217685116,"B12","U111"
29741828,"29-05-18","0-20 cm",5.4,6.33,2.94,"8.7","","1",NA,"< LOD","0.9","94",NA,NA,613,"ES","ES6","ES61","ES613",38.30570886,-5.411713117,"C10","U120"
29742308,"17-08-18","0-20 cm",4.7,5.54,5.67,"24.1","",NA,NA,"< LOD","1.9","138",NA,NA,1009,"ES","ES4","ES41","ES413",42.54145434,-6.494561649,"C22","U120"
29761754,"17-05-18","0-10 cm",7.3,7.97,17.35,"14.7","","39",NA,"25.6","1.4","452.3",1.1,1.7,186,"ES","ES6","ES61","ES613",37.65292859,-5.239352241,"E20","U420"
29761862,"20-06-18","0-20 cm",5.5,6.23,5.04,"10","",NA,NA,"< LOD","1.2","84.7",NA,NA,572,"ES","ES4","ES43","ES431",38.61064151,-5.459611212,"E30","U111"
29761880,"28-05-18","0-10 cm",5.7,6.47,4.49,"14.6","","1",NA,"< LOD","1.8","56.8",NA,NA,414,"ES","ES4","ES43","ES431",38.77007189,-5.49718734,"E20","U111"
29761960,"29-06-18","0-20 cm",4.8,5.27,20.8,"40.9","",NA,NA,"23.6","3.7","132.1",NA,NA,682,"ES","ES4","ES43","ES432",39.4780049,-5.667289483,"C10","U120"
29762010,"27-05-18","0-20 cm",4.5,5.42,4.27,"6.9","","2",NA,"< LOD","0.7","53.5",NA,NA,312,"ES","ES4","ES43","ES432",39.91992976,-5.776234893,"C10","U120"
29762032,"04-07-18","0-20 cm",4.5,5.42,2.54,"34.5","","2",NA,"41.4","2.4","63.5",NA,NA,1365,"ES","ES4","ES43","ES432",40.11424735,-5.82482861,"C10","U420"
29762042,"26-06-18","0-20 cm",4.5,4.91,28.5,"64.8","",NA,NA,"37.7","5.2","209.5",NA,NA,1281,"ES","ES4","ES43","ES432",40.20254746,-5.847051383,"C10","U120"
29762162,"27-04-18","0-20 cm",4.7,5.41,5.12,"3.3","",NA,NA,"29.5","0.5","97.6",NA,NA,840,"ES","ES4","ES41","ES419",41.26088257,-6.120464809,"B13","U111"
29762168,"12-05-18","0-20 cm",4.2,4.95,4.14,"2.5","",NA,NA,"17.8","0.5","29.7",NA,NA,833,"ES","ES4","ES41","ES419",41.31373815,-6.134469813,"E20","U111"
29781702,"25-05-18","0-20 cm",7.4,7.73,16.63,"7.2","","613",NA,"16.5","1.2","344.9",NA,NA,365,"ES","ES6","ES61","ES618",37.19467737,-5.1143339,"B81","U111"
29781738,"15-05-18","0-20 cm",7.2,7.73,12.98,"11.7","","2",NA,"< LOD","1.1","350.8",NA,NA,232,"ES","ES6","ES61","ES618",37.51446482,-5.185309934,"E20","U420"
29781936,"26-06-18","0-20 cm",4.6,5.67,7.3,"22.5","",NA,NA,"< LOD","2.5","119.5",NA,NA,464,"ES","ES4","ES43","ES432",39.2694316,-5.593018734,"E20","U111"
29782170,"12-05-18","0-20 cm",4.6,5.05,6.2,"3.2","",NA,NA,"10.2","0.5","50.8",NA,NA,848,"ES","ES4","ES41","ES419",41.33519352,-6.115741873,"B13","U111"
29782206,"02-06-18","0-20 cm",4.5,5.25,7.9,"30.8","",NA,NA,"30.5","3.2","51.8",NA,NA,838,"ES","ES4","ES41","ES419",41.65221642,-6.200412297,"E20","U111"
