"POINTID","NUTS_0_2018","NUTS_1_2018","NUTS_2_2018","NUTS_3_2018"
32082228,"ES","ES4","ES41","ES412"
32082278,"ES","ES4","ES41","ES412"
32101744,"ES","ES6","ES61","ES614"
32101790,"ES","ES6","ES61","ES616"
32101880,"ES","ES4","ES42","ES422"
32101888,"ES","ES4","ES42","ES422"
32101970,"ES","ES4","ES42","ES423"
32102006,"ES","ES4","ES42","ES424"
32102010,"ES","ES4","ES42","ES424"
32102014,"ES","ES4","ES42","ES424"
32102064,"ES","ES4","ES42","ES424"
32102068,"ES","ES4","ES42","ES424"
32102126,"ES","ES4","ES41","ES416"
32102154,"ES","ES4","ES41","ES417"
32102212,"ES","ES4","ES41","ES412"
32102216,"ES","ES4","ES41","ES412"
32102230,"ES","ES4","ES41","ES412"
32102244,"ES","ES4","ES41","ES412"
32102252,"ES","ES4","ES41","ES412"
32102284,"ES","ES4","ES41","ES412"
32102294,"ES","ES4","ES41","ES412"
32102316,"ES","ES4","ES41","ES412"
32103428,"IE","IE0","IE06","IE062"
32121666,"ES","ES6","ES61","ES611"
32121918,"ES","ES4","ES42","ES423"
32122008,"ES","ES4","ES42","ES424"
32122062,"ES","ES4","ES42","ES424"
32122110,"ES","ES4","ES42","ES424"
32122124,"ES","ES4","ES41","ES416"
32122142,"ES","ES4","ES41","ES417"
32122286,"ES","ES4","ES41","ES412"
32122350,"ES","ES1","ES13","ES130"
32141694,"ES","ES6","ES61","ES614"
32141730,"ES","ES6","ES61","ES614"
32141832,"ES","ES4","ES42","ES422"
32141874,"ES","ES4","ES42","ES421"
32141878,"ES","ES4","ES42","ES421"
32141946,"ES","ES4","ES42","ES423"
32141958,"ES","ES4","ES42","ES423"
32142000,"ES","ES4","ES42","ES424"
32142004,"ES","ES4","ES42","ES424"
32142022,"ES","ES4","ES42","ES424"
32142036,"ES","ES4","ES42","ES424"
32142054,"ES","ES4","ES42","ES424"
32142066,"ES","ES4","ES42","ES424"
32142076,"ES","ES4","ES42","ES424"
32142120,"ES","ES4","ES41","ES416"
32142126,"ES","ES4","ES41","ES417"
32142130,"ES","ES4","ES41","ES417"
32142162,"ES","ES4","ES41","ES417"
32142180,"ES","ES4","ES41","ES412"
32142198,"ES","ES4","ES41","ES412"
32142202,"ES","ES4","ES41","ES412"
32142238,"ES","ES4","ES41","ES412"
32142246,"ES","ES4","ES41","ES412"
32143584,"IE","IE0","IE04","IE041"
32143588,"IE","IE0","IE04","IE041"
32161828,"ES","ES4","ES42","ES422"
32161854,"ES","ES4","ES42","ES421"
32161876,"ES","ES4","ES42","ES421"
32161882,"ES","ES4","ES42","ES421"
32161894,"ES","ES4","ES42","ES422"
32161908,"ES","ES4","ES42","ES423"
32161998,"ES","ES4","ES42","ES424"
32162002,"ES","ES4","ES42","ES424"
32162008,"ES","ES4","ES42","ES424"
32162034,"ES","ES4","ES42","ES424"
32162062,"ES","ES4","ES42","ES424"
32162080,"ES","ES4","ES42","ES424"
32162098,"ES","ES4","ES42","ES424"
32162128,"ES","ES4","ES41","ES417"
32162134,"ES","ES4","ES41","ES417"
32162182,"ES","ES4","ES41","ES412"
32162236,"ES","ES4","ES41","ES412"
32162250,"ES","ES4","ES41","ES412"
32162304,"ES","ES4","ES41","ES412"
32162314,"ES","ES4","ES41","ES412"
32162358,"ES","ES1","ES13","ES130"
32181636,"ES","ES6","ES61","ES611"
32181684,"ES","ES6","ES61","ES611"
32181698,"ES","ES6","ES61","ES614"
32181716,"ES","ES6","ES61","ES614"
32181726,"ES","ES6","ES61","ES614"
32181730,"ES","ES6","ES61","ES614"
32181744,"ES","ES6","ES61","ES614"
32181780,"ES","ES6","ES61","ES616"
32181834,"ES","ES4","ES42","ES422"
32181856,"ES","ES4","ES42","ES421"
32181892,"ES","ES4","ES42","ES422"
32181914,"ES","ES4","ES42","ES423"
32181928,"ES","ES4","ES42","ES423"
32182014,"ES","ES4","ES42","ES424"
32182122,"ES","ES4","ES41","ES417"
32182144,"ES","ES4","ES41","ES417"
32182176,"ES","ES4","ES41","ES412"
32182184,"ES","ES4","ES41","ES412"
32182206,"ES","ES4","ES41","ES412"
32182238,"ES","ES4","ES41","ES412"
32182266,"ES","ES4","ES41","ES412"
32182320,"ES","ES4","ES41","ES412"
32183418,"IE","IE0","IE06","IE062"
32201704,"ES","ES6","ES61","ES614"
32201710,"ES","ES6","ES61","ES614"
32201740,"ES","ES6","ES61","ES614"
32201782,"ES","ES6","ES61","ES616"
32201848,"ES","ES4","ES42","ES421"
32201926,"ES","ES4","ES42","ES423"
32201956,"ES","ES4","ES42","ES423"
32202006,"ES","ES4","ES42","ES424"
32202010,"ES","ES4","ES42","ES424"
32202034,"ES","ES4","ES42","ES424"
32202060,"ES","ES4","ES42","ES424"
32202078,"ES","ES4","ES42","ES424"
32202096,"ES","ES4","ES42","ES424"
32202118,"ES","ES4","ES42","ES424"
32202154,"ES","ES4","ES41","ES417"
32202168,"ES","ES4","ES41","ES417"
32202208,"ES","ES4","ES41","ES412"
32202240,"ES","ES4","ES41","ES412"
32202250,"ES","ES4","ES41","ES412"
32202258,"ES","ES4","ES41","ES412"
32202322,"ES","ES4","ES41","ES412"
32202330,"ES","ES1","ES13","ES130"
32202340,"ES","ES1","ES13","ES130"
32202352,"ES","ES1","ES13","ES130"
32203464,"IE","IE0","IE06","IE062"
32203504,"IE","IE0","IE06","IE062"
32203590,"IE","IE0","IE04","IE041"
32221702,"ES","ES6","ES61","ES614"
32221796,"ES","ES4","ES42","ES421"
32221966,"ES","ES4","ES42","ES423"
32221972,"ES","ES4","ES42","ES423"
32222008,"ES","ES4","ES42","ES424"
32222012,"ES","ES4","ES42","ES424"
32222062,"ES","ES4","ES42","ES424"
32222102,"ES","ES4","ES42","ES424"
32222146,"ES","ES4","ES41","ES417"
32222156,"ES","ES4","ES41","ES417"
32222200,"ES","ES4","ES41","ES412"
32222206,"ES","ES4","ES41","ES412"
32222210,"ES","ES4","ES41","ES412"
32222236,"ES","ES4","ES41","ES412"
32222242,"ES","ES4","ES41","ES412"
32222272,"ES","ES4","ES41","ES412"
32222300,"ES","ES4","ES41","ES412"
32222306,"ES","ES4","ES41","ES412"
32222326,"ES","ES4","ES41","ES412"
32241736,"ES","ES6","ES61","ES614"
32241758,"ES","ES4","ES42","ES421"
32241812,"ES","ES4","ES42","ES421"
32241830,"ES","ES4","ES42","ES421"
32241866,"ES","ES4","ES42","ES421"
32241920,"ES","ES4","ES42","ES423"
32241952,"ES","ES4","ES42","ES423"
32241956,"ES","ES4","ES42","ES423"
32241980,"ES","ES4","ES42","ES423"
32242006,"ES","ES4","ES42","ES424"
32242118,"ES","ES4","ES41","ES417"
32242124,"ES","ES4","ES41","ES417"
32242132,"ES","ES4","ES41","ES417"
32242172,"ES","ES4","ES41","ES417"
32242222,"ES","ES4","ES41","ES412"
32242250,"ES","ES4","ES41","ES412"
32242298,"ES","ES4","ES41","ES412"
32242304,"ES","ES4","ES41","ES412"
32242312,"ES","ES4","ES41","ES412"
32243410,"IE","IE0","IE05","IE052"
32243456,"IE","IE0","IE06","IE062"
32243468,"IE","IE0","IE06","IE062"
32243528,"IE","IE0","IE06","IE062"
32243654,"UK","UKN","UKN1","UKN10"
32261702,"ES","ES6","ES61","ES611"
32261768,"ES","ES6","ES61","ES616"
32261814,"ES","ES4","ES42","ES421"
32261886,"ES","ES4","ES42","ES421"
32261904,"ES","ES4","ES42","ES423"
32261940,"ES","ES4","ES42","ES423"
32261948,"ES","ES4","ES42","ES423"
32262002,"ES","ES4","ES42","ES424"
32262044,"ES","ES4","ES42","ES424"
32262048,"ES","ES4","ES42","ES424"
32262092,"ES","ES4","ES42","ES424"
32262102,"ES","ES4","ES42","ES424"
32262116,"ES","ES4","ES42","ES424"
32262242,"ES","ES4","ES41","ES412"
32262300,"ES","ES4","ES41","ES412"
32262314,"ES","ES4","ES41","ES412"
32281694,"ES","ES6","ES61","ES611"
32281722,"ES","ES6","ES61","ES614"
32281848,"ES","ES4","ES42","ES421"
32281852,"ES","ES4","ES42","ES421"
32281888,"ES","ES4","ES42","ES421"
32281920,"ES","ES4","ES42","ES423"
32281970,"ES","ES4","ES42","ES423"
32282028,"ES","ES4","ES42","ES424"
32282042,"ES","ES4","ES42","ES424"
32282060,"ES","ES4","ES42","ES424"
32282068,"ES","ES4","ES42","ES424"
32282078,"ES","ES4","ES42","ES424"
32282108,"ES","ES4","ES42","ES424"
32282118,"ES","ES4","ES41","ES417"
32282136,"ES","ES4","ES41","ES417"
32282154,"ES","ES4","ES41","ES417"
32282230,"ES","ES4","ES41","ES412"
32282240,"ES","ES4","ES41","ES412"
32282252,"ES","ES4","ES41","ES412"
32282262,"ES","ES4","ES41","ES412"
32282302,"ES","ES4","ES41","ES412"
32282330,"ES","ES1","ES13","ES130"
32283536,"IE","IE0","IE06","IE062"
32283558,"IE","IE0","IE04","IE041"
32283648,"UK","UKN","UKN1","UKN10"
32301768,"ES","ES4","ES42","ES421"
32301818,"ES","ES4","ES42","ES421"
32301854,"ES","ES4","ES42","ES421"
32301864,"ES","ES4","ES42","ES421"
32301972,"ES","ES4","ES42","ES423"
32302008,"ES","ES4","ES42","ES424"
32302088,"ES","ES4","ES42","ES424"
32302092,"ES","ES4","ES42","ES424"
32302116,"ES","ES4","ES41","ES417"
32302124,"ES","ES4","ES41","ES417"
32302160,"ES","ES4","ES41","ES417"
32302254,"ES","ES4","ES41","ES412"
32302268,"ES","ES4","ES41","ES412"
32302272,"ES","ES4","ES41","ES412"
32302286,"ES","ES4","ES41","ES412"
32302308,"ES","ES4","ES41","ES412"
32321640,"ES","ES6","ES61","ES611"
32321694,"ES","ES6","ES61","ES611"
32321698,"ES","ES6","ES61","ES611"
32321760,"ES","ES4","ES42","ES421"
32321820,"ES","ES4","ES42","ES421"
32321850,"ES","ES4","ES42","ES421"
32321874,"ES","ES4","ES42","ES421"
32321928,"ES","ES4","ES42","ES423"
32322030,"ES","ES4","ES42","ES424"
32322036,"ES","ES4","ES42","ES424"
32322112,"ES","ES4","ES42","ES424"
32322252,"ES","ES4","ES41","ES412"
32322300,"ES","ES4","ES41","ES412"
32322306,"ES","ES4","ES41","ES412"
32322346,"ES","ES1","ES13","ES130"
32323602,"IE","IE0","IE04","IE041"
32323650,"UK","UKN","UKN1","UKN10"
32323656,"UK","UKN","UKN1","UKN10"
32341720,"ES","ES6","ES61","ES614"
32341732,"ES","ES6","ES61","ES614"
32341746,"ES","ES6","ES61","ES614"
32341750,"ES","ES4","ES42","ES421"
32341804,"ES","ES4","ES42","ES421"
32341828,"ES","ES4","ES42","ES421"
32341846,"ES","ES4","ES42","ES421"
32341858,"ES","ES4","ES42","ES421"
32341872,"ES","ES4","ES42","ES421"
32341882,"ES","ES4","ES42","ES421"
32341890,"ES","ES4","ES42","ES421"
32341900,"ES","ES4","ES42","ES423"
32341984,"ES","ES4","ES42","ES423"
32341990,"ES","ES4","ES42","ES423"
32342056,"ES","ES4","ES42","ES424"
32342062,"ES","ES4","ES42","ES424"
32342070,"ES","ES4","ES42","ES424"
32342110,"ES","ES4","ES42","ES424"
32342124,"ES","ES4","ES41","ES417"
32342152,"ES","ES4","ES41","ES417"
32342188,"ES","ES4","ES41","ES412"
32342232,"ES","ES4","ES41","ES412"
32342242,"ES","ES4","ES41","ES412"
32342286,"ES","ES4","ES41","ES412"
32342304,"ES","ES4","ES41","ES412"
32342344,"ES","ES1","ES13","ES130"
32361694,"ES","ES6","ES61","ES611"
32361698,"ES","ES6","ES61","ES611"
32361730,"ES","ES6","ES61","ES611"
32361860,"ES","ES4","ES42","ES421"
32361874,"ES","ES4","ES42","ES421"
32361888,"ES","ES4","ES42","ES421"
32361896,"ES","ES4","ES42","ES423"
32361906,"ES","ES4","ES42","ES423"
32361928,"ES","ES4","ES42","ES423"
32361968,"ES","ES4","ES42","ES423"
32361996,"ES","ES4","ES42","ES423"
32362072,"ES","ES4","ES42","ES424"
32362122,"ES","ES4","ES41","ES417"
32362184,"ES","ES4","ES41","ES412"
32362252,"ES","ES4","ES41","ES412"
32362256,"ES","ES4","ES41","ES412"
32362284,"ES","ES4","ES41","ES412"
32362292,"ES","ES4","ES41","ES412"
32362346,"ES","ES1","ES13","ES130"
32363494,"IE","IE0","IE06","IE062"
32363508,"IE","IE0","IE06","IE062"
32381692,"ES","ES6","ES61","ES611"
32381700,"ES","ES6","ES61","ES611"
32381710,"ES","ES6","ES61","ES611"
32381728,"ES","ES6","ES61","ES611"
32381776,"ES","ES4","ES42","ES421"
32381944,"ES","ES4","ES42","ES423"
32382024,"ES","ES4","ES42","ES424"
32382078,"ES","ES4","ES42","ES424"
32382106,"ES","ES4","ES42","ES424"
32382186,"ES","ES4","ES41","ES412"
32382190,"ES","ES4","ES41","ES412"
32382250,"ES","ES4","ES41","ES412"
32382340,"ES","ES1","ES13","ES130"
32383504,"IE","IE0","IE06","IE062"
32383518,"IE","IE0","IE06","IE062"
32401652,"ES","ES6","ES61","ES611"
32401666,"ES","ES6","ES61","ES611"
32401696,"ES","ES6","ES61","ES611"
32401702,"ES","ES6","ES61","ES611"
32401714,"ES","ES6","ES61","ES611"
32401720,"ES","ES6","ES61","ES611"
32401724,"ES","ES6","ES61","ES611"
32401732,"ES","ES6","ES61","ES611"
32401786,"ES","ES4","ES42","ES421"
32401822,"ES","ES4","ES42","ES421"
32401828,"ES","ES4","ES42","ES421"
32401886,"ES","ES4","ES42","ES421"
32401912,"ES","ES4","ES42","ES423"
32401972,"ES","ES4","ES42","ES423"
32401976,"ES","ES4","ES42","ES423"
32401984,"ES","ES4","ES42","ES423"
32402074,"ES","ES4","ES42","ES424"
32402080,"ES","ES4","ES42","ES424"
32402110,"ES","ES4","ES42","ES424"
32402116,"ES","ES4","ES42","ES424"
32402120,"ES","ES4","ES41","ES417"
32402188,"ES","ES4","ES41","ES412"
32402210,"ES","ES4","ES41","ES412"
32402254,"ES","ES4","ES41","ES412"
32402264,"ES","ES4","ES41","ES412"
32402314,"ES","ES4","ES41","ES412"
32402318,"ES","ES4","ES41","ES412"
32402332,"ES","ES2","ES21","ES213"
32402336,"ES","ES2","ES21","ES213"
32402926,"FR","FRH","FRH0","FRH02"
32403658,"UK","UKN","UKN1","UKN12"
32403676,"UK","UKN","UKN1","UKN12"
32421728,"ES","ES6","ES61","ES611"
32421826,"ES","ES4","ES42","ES421"
32421848,"ES","ES4","ES42","ES421"
32421926,"ES","ES4","ES42","ES423"
32421998,"ES","ES4","ES42","ES423"
32422100,"ES","ES4","ES42","ES424"
32422106,"ES","ES4","ES42","ES424"
32422114,"ES","ES4","ES42","ES424"
32422124,"ES","ES4","ES41","ES417"
32422142,"ES","ES4","ES41","ES417"
32422186,"ES","ES4","ES41","ES412"
32422190,"ES","ES4","ES41","ES412"
32422226,"ES","ES4","ES41","ES412"
32422232,"ES","ES4","ES41","ES412"
32422330,"ES","ES2","ES21","ES213"
32423468,"IE","IE0","IE06","IE061"
32441714,"ES","ES6","ES61","ES611"
32441724,"ES","ES6","ES61","ES611"
32441738,"ES","ES6","ES62","ES620"
32441760,"ES","ES6","ES62","ES620"
32441768,"ES","ES4","ES42","ES421"
32441828,"ES","ES4","ES42","ES421"
32441900,"ES","ES4","ES42","ES423"
32441984,"ES","ES4","ES42","ES423"
32442092,"ES","ES4","ES42","ES424"
32442102,"ES","ES4","ES42","ES424"
32442110,"ES","ES4","ES42","ES424"
32442164,"ES","ES4","ES41","ES417"
32442260,"ES","ES4","ES41","ES412"
32461694,"ES","ES6","ES61","ES611"
32461700,"ES","ES6","ES61","ES611"
32461726,"ES","ES6","ES61","ES611"
32461748,"ES","ES6","ES62","ES620"
32461762,"ES","ES6","ES62","ES620"
32461852,"ES","ES4","ES42","ES421"
32461888,"ES","ES4","ES42","ES421"
32461916,"ES","ES4","ES42","ES423"
32461960,"ES","ES4","ES42","ES423"
32461996,"ES","ES4","ES42","ES423"
32462086,"ES","ES4","ES42","ES424"
32462108,"ES","ES4","ES42","ES424"
32462114,"ES","ES4","ES41","ES417"
32462150,"ES","ES4","ES41","ES417"
32462154,"ES","ES4","ES41","ES417"
32462168,"ES","ES4","ES41","ES417"
32462176,"ES","ES4","ES41","ES417"
32462180,"ES","ES4","ES41","ES417"
32462208,"ES","ES2","ES23","ES230"
32462348,"ES","ES1","ES13","ES130"
32463554,"IE","IE0","IE06","IE062"
32463558,"IE","IE0","IE04","IE041"
32463644,"UK","UKN","UKN1","UKN11"
32481692,"ES","ES6","ES61","ES611"
32481738,"ES","ES6","ES62","ES620"
32481746,"ES","ES6","ES62","ES620"
32481818,"ES","ES4","ES42","ES421"
32481828,"ES","ES4","ES42","ES421"
32481836,"ES","ES4","ES42","ES421"
32481900,"ES","ES4","ES42","ES423"
32481972,"ES","ES4","ES42","ES423"
32482146,"ES","ES4","ES41","ES417"
32482160,"ES","ES4","ES41","ES417"
32482188,"ES","ES4","ES41","ES412"
32482232,"ES","ES2","ES23","ES230"
32483682,"UK","UKN","UKN1","UKN12"
32501694,"ES","ES6","ES61","ES611"
32501698,"ES","ES6","ES61","ES611"
32501706,"ES","ES6","ES61","ES611"
32501860,"ES","ES4","ES42","ES421"
32501904,"ES","ES4","ES42","ES423"
32501932,"ES","ES4","ES42","ES423"
32501940,"ES","ES4","ES42","ES423"
32501950,"ES","ES4","ES42","ES423"
32501958,"ES","ES4","ES42","ES423"
32501968,"ES","ES4","ES42","ES423"
32502018,"ES","ES4","ES42","ES424"
32502072,"ES","ES4","ES42","ES424"
32502156,"ES","ES4","ES41","ES417"
32521696,"ES","ES6","ES61","ES611"
32521732,"ES","ES6","ES62","ES620"
32521750,"ES","ES6","ES62","ES620"
32521764,"ES","ES6","ES62","ES620"
32521858,"ES","ES4","ES42","ES421"
32521894,"ES","ES4","ES42","ES423"
32521900,"ES","ES4","ES42","ES423"
32521936,"ES","ES4","ES42","ES423"
32521944,"ES","ES4","ES42","ES423"
32522016,"ES","ES4","ES42","ES423"
32522056,"ES","ES4","ES42","ES424"
32522074,"ES","ES4","ES42","ES424"
32522116,"ES","ES4","ES41","ES417"
32522178,"ES","ES4","ES41","ES417"
32522260,"ES","ES2","ES23","ES230"
32522262,"ES","ES2","ES23","ES230"
32522268,"ES","ES4","ES41","ES412"
32522272,"ES","ES4","ES41","ES412"
32541738,"ES","ES6","ES62","ES620"
32541744,"ES","ES6","ES62","ES620"
32541752,"ES","ES6","ES62","ES620"
32541766,"ES","ES6","ES62","ES620"
32541878,"ES","ES4","ES42","ES421"
32541924,"ES","ES4","ES42","ES423"
32542000,"ES","ES4","ES42","ES423"
32542068,"ES","ES4","ES42","ES424"
32542122,"ES","ES4","ES41","ES417"
32542140,"ES","ES4","ES41","ES417"
32542158,"ES","ES4","ES41","ES417"
32542176,"ES","ES4","ES41","ES417"
32542242,"ES","ES2","ES23","ES230"
32542260,"ES","ES2","ES23","ES230"
32542284,"ES","ES2","ES21","ES211"
32542338,"ES","ES1","ES13","ES130"
32543634,"UK","UKN","UKN1","UKN11"
32561746,"ES","ES6","ES62","ES620"
32561764,"ES","ES6","ES62","ES620"
32561800,"ES","ES4","ES42","ES421"
32561908,"ES","ES4","ES42","ES423"
32561992,"ES","ES4","ES42","ES423"
32562028,"ES","ES4","ES42","ES424"
32562052,"ES","ES4","ES42","ES424"
32562088,"ES","ES4","ES42","ES424"
32562168,"ES","ES4","ES41","ES417"
32562172,"ES","ES4","ES41","ES417"
32562186,"ES","ES4","ES41","ES417"
32562268,"ES","ES4","ES41","ES412"
32562280,"ES","ES2","ES21","ES211"
32562340,"ES","ES1","ES13","ES130"
32562870,"FR","FRH","FRH0","FRH02"
32563536,"IE","IE0","IE06","IE062"
32581696,"ES","ES6","ES61","ES611"
32581742,"ES","ES6","ES62","ES620"
32581768,"ES","ES6","ES62","ES620"
32581810,"ES","ES4","ES42","ES421"
32581850,"ES","ES4","ES42","ES421"
32581868,"ES","ES4","ES42","ES421"
32581918,"ES","ES4","ES42","ES423"
32582012,"ES","ES4","ES42","ES423"
32582066,"ES","ES4","ES42","ES424"
32582074,"ES","ES4","ES42","ES424"
32582102,"ES","ES4","ES42","ES424"
32582128,"ES","ES4","ES41","ES417"
32582164,"ES","ES4","ES41","ES417"
32582174,"ES","ES4","ES41","ES417"
32582246,"ES","ES2","ES23","ES230"
32582252,"ES","ES2","ES23","ES230"
32583496,"IE","IE0","IE06","IE061"
32583640,"UK","UKN","UKN1","UKN11"
32601818,"ES","ES4","ES42","ES421"
32601880,"ES","ES4","ES42","ES421"
32601908,"ES","ES4","ES42","ES423"
32601934,"ES","ES4","ES42","ES423"
32601944,"ES","ES4","ES42","ES423"
32601970,"ES","ES4","ES42","ES423"
32601974,"ES","ES4","ES42","ES423"
32602088,"ES","ES4","ES42","ES424"
32602106,"ES","ES4","ES41","ES417"
32602178,"ES","ES4","ES41","ES417"
32602244,"ES","ES2","ES23","ES230"
32602250,"ES","ES2","ES23","ES230"
32602258,"ES","ES2","ES23","ES230"
32602304,"ES","ES2","ES21","ES213"
32602852,"FR","FRH","FRH0","FRH02"
32602928,"FR","FRH","FRH0","FRH02"
32603626,"UK","UKN","UKN1","UKN11"
32621684,"ES","ES6","ES61","ES611"
32621810,"ES","ES4","ES42","ES421"
32621858,"ES","ES4","ES42","ES421"
32621882,"ES","ES4","ES42","ES423"
32621922,"ES","ES4","ES42","ES423"
32621954,"ES","ES4","ES42","ES423"
32621966,"ES","ES4","ES42","ES423"
32622188,"ES","ES4","ES41","ES417"
32622236,"ES","ES2","ES23","ES230"
32622242,"ES","ES2","ES23","ES230"
32622246,"ES","ES2","ES23","ES230"
32622254,"ES","ES2","ES23","ES230"
32622920,"FR","FRH","FRH0","FRH02"
32641790,"ES","ES4","ES42","ES421"
32641820,"ES","ES4","ES42","ES421"
32641826,"ES","ES4","ES42","ES421"
32641844,"ES","ES4","ES42","ES421"
32641866,"ES","ES4","ES42","ES421"
32641952,"ES","ES4","ES42","ES423"
32641960,"ES","ES4","ES42","ES423"
32642006,"ES","ES4","ES42","ES423"
32642078,"ES","ES4","ES42","ES424"
32642126,"ES","ES4","ES41","ES417"
32642154,"ES","ES4","ES41","ES417"
32642280,"ES","ES2","ES21","ES211"
32642320,"ES","ES2","ES21","ES211"
32642334,"ES","ES2","ES21","ES213"
32642856,"FR","FRH","FRH0","FRH02"
32661818,"ES","ES4","ES42","ES421"
32662124,"ES","ES4","ES41","ES417"
32662242,"ES","ES2","ES23","ES230"
32681814,"ES","ES4","ES42","ES421"
32681868,"ES","ES4","ES42","ES421"
32681896,"ES","ES4","ES42","ES423"
32682054,"ES","ES4","ES42","ES424"
32682102,"ES","ES4","ES41","ES417"
32682108,"ES","ES4","ES41","ES417"
32682112,"ES","ES4","ES41","ES417"
32682126,"ES","ES4","ES41","ES417"
32682144,"ES","ES4","ES41","ES417"
32682156,"ES","ES4","ES41","ES417"
32682264,"ES","ES2","ES21","ES211"
32682270,"ES","ES2","ES21","ES211"
32682930,"FR","FRH","FRH0","FRH02"
32682940,"FR","FRH","FRH0","FRH02"
32701660,"ES","ES6","ES61","ES611"
32701756,"ES","ES6","ES62","ES620"
32701818,"ES","ES4","ES42","ES421"
32701854,"ES","ES4","ES42","ES421"
32701894,"ES","ES4","ES42","ES423"
32701912,"ES","ES4","ES42","ES423"
32701918,"ES","ES4","ES42","ES423"
32701972,"ES","ES4","ES42","ES423"
32702098,"ES","ES4","ES41","ES417"
32702124,"ES","ES4","ES41","ES417"
32702142,"ES","ES4","ES41","ES417"
32702146,"ES","ES4","ES41","ES417"
32702214,"ES","ES2","ES23","ES230"
32702242,"ES","ES2","ES23","ES230"
32702304,"ES","ES2","ES21","ES211"
32702890,"FR","FRH","FRH0","FRH02"
32703676,"UK","UKN","UKN1","UKN12"
32721676,"ES","ES6","ES61","ES611"
32721780,"ES","ES4","ES42","ES421"
32721856,"ES","ES4","ES42","ES421"
32721860,"ES","ES4","ES42","ES421"
32721874,"ES","ES4","ES42","ES421"
32721928,"ES","ES4","ES42","ES423"
32721942,"ES","ES4","ES42","ES423"
32721968,"ES","ES4","ES42","ES423"
32721996,"ES","ES4","ES42","ES423"
32722058,"ES","ES4","ES42","ES424"
32722080,"ES","ES4","ES42","ES424"
32722098,"ES","ES4","ES41","ES417"
32722104,"ES","ES4","ES41","ES417"
32722108,"ES","ES4","ES41","ES417"
32722180,"ES","ES4","ES41","ES417"
32722274,"ES","ES4","ES41","ES412"
32722342,"ES","ES2","ES21","ES213"
32741830,"ES","ES4","ES42","ES421"
32741848,"ES","ES4","ES42","ES421"
32741970,"ES","ES4","ES42","ES423"
32742006,"ES","ES4","ES42","ES423"
32742010,"ES","ES4","ES42","ES423"
32742034,"ES","ES4","ES42","ES424"
32742100,"ES","ES4","ES41","ES417"
32742124,"ES","ES4","ES41","ES417"
32742168,"ES","ES4","ES41","ES417"
32742312,"ES","ES2","ES21","ES213"
32742870,"FR","FRH","FRH0","FRH02"
32742874,"FR","FRH","FRH0","FRH02"
32743594,"UK","UKN","UKN0","UKN07"
32761828,"ES","ES4","ES42","ES421"
32761912,"ES","ES4","ES42","ES423"
32761930,"ES","ES4","ES42","ES423"
32761948,"ES","ES4","ES42","ES423"
32761954,"ES","ES4","ES42","ES423"
32761976,"ES","ES4","ES42","ES423"
32761984,"ES","ES4","ES42","ES423"
32761990,"ES","ES4","ES42","ES423"
32762098,"ES","ES4","ES41","ES417"
32762120,"ES","ES4","ES41","ES417"
32762128,"ES","ES4","ES41","ES417"
32762138,"ES","ES4","ES41","ES417"
32762170,"ES","ES4","ES41","ES417"
32762234,"ES","ES2","ES23","ES230"
32762242,"ES","ES2","ES23","ES230"
32762332,"ES","ES2","ES21","ES213"
32762344,"ES","ES2","ES21","ES213"
32781844,"ES","ES4","ES42","ES421"
32781920,"ES","ES4","ES42","ES423"
32781992,"ES","ES4","ES42","ES423"
32782060,"ES","ES4","ES42","ES424"
32782118,"ES","ES4","ES41","ES417"
32782132,"ES","ES4","ES41","ES417"
32782150,"ES","ES4","ES41","ES417"
32782154,"ES","ES4","ES41","ES417"
32782222,"ES","ES2","ES23","ES230"
32782240,"ES","ES2","ES23","ES230"
32782888,"FR","FRH","FRH0","FRH02"
32782906,"FR","FRH","FRH0","FRH02"
32783608,"UK","UKN","UKN1","UKN14"
32801814,"ES","ES4","ES42","ES421"
32801840,"ES","ES4","ES42","ES421"
32802056,"ES","ES4","ES42","ES424"
32802074,"ES","ES4","ES42","ES424"
32802092,"ES","ES4","ES41","ES417"
32802128,"ES","ES4","ES41","ES417"
32802134,"ES","ES4","ES41","ES417"
32802138,"ES","ES4","ES41","ES417"
32802152,"ES","ES4","ES41","ES417"
32802170,"ES","ES4","ES41","ES417"
32802264,"ES","ES4","ES41","ES412"
32802920,"FR","FRH","FRH0","FRH02"
32821762,"ES","ES6","ES62","ES620"
32821848,"ES","ES4","ES42","ES421"
32821866,"ES","ES4","ES42","ES421"
32821870,"ES","ES4","ES42","ES421"
32821942,"ES","ES4","ES42","ES423"
32821946,"ES","ES4","ES42","ES423"
32822060,"ES","ES4","ES42","ES424"
32822086,"ES","ES4","ES41","ES417"
32822154,"ES","ES4","ES41","ES417"
32822198,"ES","ES2","ES23","ES230"
32822262,"ES","ES2","ES21","ES211"
32822294,"ES","ES2","ES21","ES211"
32822932,"FR","FRH","FRH0","FRH02"
32841864,"ES","ES4","ES42","ES421"
32842038,"ES","ES4","ES42","ES424"
32842088,"ES","ES4","ES41","ES417"
32842142,"ES","ES4","ES41","ES417"
32842152,"ES","ES4","ES41","ES417"
32842164,"ES","ES4","ES41","ES417"
32842178,"ES","ES4","ES41","ES417"
32842232,"ES","ES2","ES23","ES230"
32842278,"ES","ES2","ES21","ES211"
32842296,"ES","ES2","ES21","ES211"
