"POINTID","NUTS_0_2018","NUTS_1_2018","NUTS_2_2018","NUTS_3_2018"
27561812,"PT","PT1","PT18","PT184"
27561920,"PT","PT1","PT18","PT187"
27561952,"PT","PT1","PT18","PT187"
27561980,"PT","PT1","PT18","PT186"
27561988,"PT","PT1","PT16","PT16I"
27562118,"PT","PT1","PT16","PT16D"
27562136,"PT","PT1","PT16","PT16D"
27601758,"PT","PT1","PT15","PT150"
27601790,"PT","PT1","PT18","PT184"
27601794,"PT","PT1","PT18","PT184"
27601844,"PT","PT1","PT18","PT184"
27601942,"PT","PT1","PT18","PT187"
27602032,"PT","PT1","PT16","PT16I"
27602150,"PT","PT1","PT16","PT16D"
27622062,"PT","PT1","PT16","PT16F"
27641752,"PT","PT1","PT15","PT150"
27641832,"PT","PT1","PT18","PT184"
27641896,"PT","PT1","PT18","PT187"
27641914,"PT","PT1","PT18","PT187"
27642102,"PT","PT1","PT16","PT16E"
27642156,"PT","PT1","PT16","PT16D"
27661882,"PT","PT1","PT18","PT187"
27662020,"PT","PT1","PT16","PT16I"
27681762,"PT","PT1","PT15","PT150"
27681946,"PT","PT1","PT18","PT187"
27682000,"PT","PT1","PT16","PT16I"
27682212,"PT","PT1","PT11","PT11A"
27701754,"PT","PT1","PT15","PT150"
27701848,"PT","PT1","PT18","PT184"
27702222,"PT","PT1","PT11","PT11A"
27721828,"PT","PT1","PT18","PT184"
27722056,"PT","PT1","PT16","PT16F"
27722128,"PT","PT1","PT16","PT16D"
27722228,"PT","PT1","PT11","PT11A"
27722242,"PT","PT1","PT11","PT112"
27741830,"PT","PT1","PT18","PT184"
27741866,"PT","PT1","PT18","PT187"
27741890,"PT","PT1","PT18","PT187"
27741908,"PT","PT1","PT18","PT187"
27742232,"PT","PT1","PT11","PT112"
27742358,"ES","ES1","ES11","ES111"
27742394,"ES","ES1","ES11","ES111"
27742406,"ES","ES1","ES11","ES111"
27762242,"PT","PT1","PT11","PT112"
27762290,"ES","ES1","ES11","ES114"
27781794,"PT","PT1","PT18","PT184"
27781812,"PT","PT1","PT18","PT184"
27781902,"PT","PT1","PT18","PT187"
27781996,"PT","PT1","PT16","PT16I"
27782150,"PT","PT1","PT16","PT16D"
27782158,"PT","PT1","PT11","PT11A"
27782168,"PT","PT1","PT11","PT11A"
27782284,"PT","PT1","PT11","PT111"
27801810,"PT","PT1","PT18","PT184"
27802116,"PT","PT1","PT16","PT16E"
27802242,"PT","PT1","PT11","PT112"
27821832,"PT","PT1","PT18","PT184"
27821838,"PT","PT1","PT18","PT184"
27821842,"PT","PT1","PT18","PT184"
27821886,"PT","PT1","PT18","PT187"
27821982,"PT","PT1","PT18","PT186"
27841822,"PT","PT1","PT18","PT184"
27841840,"PT","PT1","PT18","PT184"
27841900,"PT","PT1","PT18","PT187"
27842206,"PT","PT1","PT11","PT11A"
27842308,"ES","ES1","ES11","ES114"
27842394,"ES","ES1","ES11","ES111"
27842416,"ES","ES1","ES11","ES111"
27862032,"PT","PT1","PT16","PT16H"
27862072,"PT","PT1","PT16","PT16E"
27881848,"PT","PT1","PT18","PT184"
27881902,"PT","PT1","PT18","PT187"
27881934,"PT","PT1","PT18","PT187"
27881938,"PT","PT1","PT18","PT187"
27882010,"PT","PT1","PT18","PT186"
27882226,"PT","PT1","PT11","PT119"
27882298,"ES","ES1","ES11","ES114"
27882370,"ES","ES1","ES11","ES111"
27882384,"ES","ES1","ES11","ES111"
27882424,"ES","ES1","ES11","ES111"
27901822,"PT","PT1","PT18","PT184"
27901900,"PT","PT1","PT18","PT187"
27901954,"PT","PT1","PT18","PT186"
27901972,"PT","PT1","PT18","PT186"
27902146,"PT","PT1","PT16","PT16G"
27902332,"ES","ES1","ES11","ES114"
27921800,"ES","ES6","ES61","ES615"
27921848,"PT","PT1","PT18","PT184"
27921970,"PT","PT1","PT18","PT186"
27922046,"PT","PT1","PT16","PT16I"
27922096,"PT","PT1","PT16","PT16E"
27922124,"PT","PT1","PT16","PT16G"
27922190,"PT","PT1","PT11","PT11C"
27922208,"PT","PT1","PT11","PT11C"
27922244,"PT","PT1","PT11","PT112"
27922352,"ES","ES1","ES11","ES114"
27922412,"ES","ES1","ES11","ES111"
27942164,"PT","PT1","PT11","PT11A"
27942398,"ES","ES1","ES11","ES111"
27961830,"PT","PT1","PT18","PT184"
27961888,"PT","PT1","PT18","PT187"
27961906,"PT","PT1","PT18","PT187"
27961960,"PT","PT1","PT18","PT186"
27961978,"PT","PT1","PT18","PT186"
27962194,"PT","PT1","PT11","PT11C"
27962388,"ES","ES1","ES11","ES111"
27962406,"ES","ES1","ES11","ES111"
27981792,"ES","ES6","ES61","ES615"
27981828,"PT","PT1","PT18","PT184"
27981900,"PT","PT1","PT18","PT187"
27981936,"PT","PT1","PT18","PT187"
27981972,"PT","PT1","PT18","PT186"
27982170,"PT","PT1","PT11","PT11A"
27982314,"ES","ES1","ES11","ES114"
27982368,"ES","ES1","ES11","ES111"
28001832,"PT","PT1","PT18","PT184"
28002400,"ES","ES1","ES11","ES111"
28021894,"PT","PT1","PT18","PT187"
28021948,"PT","PT1","PT18","PT186"
28022110,"PT","PT1","PT16","PT16G"
28022134,"PT","PT1","PT16","PT16G"
28022146,"PT","PT1","PT16","PT16G"
28022250,"PT","PT1","PT11","PT112"
28022380,"ES","ES1","ES11","ES111"
28022434,"ES","ES1","ES11","ES111"
28041928,"PT","PT1","PT18","PT187"
28041942,"PT","PT1","PT18","PT186"
28041960,"PT","PT1","PT18","PT186"
28041996,"PT","PT1","PT18","PT186"
28042122,"PT","PT1","PT16","PT16G"
28042126,"PT","PT1","PT16","PT16G"
28042176,"PT","PT1","PT11","PT11C"
28061794,"ES","ES6","ES61","ES615"
28061934,"PT","PT1","PT18","PT187"
28062190,"PT","PT1","PT11","PT11C"
28062298,"ES","ES1","ES11","ES114"
28062352,"ES","ES1","ES11","ES114"
28081882,"PT","PT1","PT18","PT187"
28082152,"PT","PT1","PT16","PT16G"
28082380,"ES","ES1","ES11","ES111"
28082404,"ES","ES1","ES11","ES111"
28101854,"PT","PT1","PT18","PT184"
28102060,"PT","PT1","PT16","PT16H"
28102114,"PT","PT1","PT16","PT16G"
28102276,"PT","PT1","PT11","PT111"
28102420,"ES","ES1","ES11","ES111"
28121858,"PT","PT1","PT18","PT184"
28122020,"PT","PT1","PT16","PT16H"
28122416,"ES","ES1","ES11","ES111"
28142050,"PT","PT1","PT16","PT16H"
28142280,"PT","PT1","PT11","PT111"
28142338,"ES","ES1","ES11","ES114"
28142384,"ES","ES1","ES11","ES111"
28162314,"ES","ES1","ES11","ES114"
28162332,"ES","ES1","ES11","ES114"
28181850,"PT","PT1","PT18","PT184"
28181874,"ES","ES4","ES43","ES431"
28181910,"PT","PT1","PT18","PT187"
28181964,"PT","PT1","PT18","PT186"
28182018,"PT","PT1","PT16","PT16H"
28182048,"PT","PT1","PT16","PT16H"
28182148,"PT","PT1","PT16","PT16G"
28182418,"ES","ES1","ES11","ES111"
28201786,"ES","ES6","ES61","ES615"
28201818,"ES","ES6","ES61","ES615"
28201840,"PT","PT1","PT18","PT184"
28201948,"PT","PT1","PT18","PT186"
28202116,"PT","PT1","PT16","PT16G"
28202128,"PT","PT1","PT16","PT16G"
28202170,"PT","PT1","PT11","PT11C"
28202196,"PT","PT1","PT11","PT11C"
28202386,"ES","ES1","ES11","ES111"
28222270,"ES","ES1","ES11","ES113"
28222342,"ES","ES1","ES11","ES114"
28222360,"ES","ES1","ES11","ES114"
28222378,"ES","ES1","ES11","ES111"
28241938,"PT","PT1","PT18","PT186"
28242028,"PT","PT1","PT16","PT16H"
28242042,"PT","PT1","PT16","PT16H"
28242186,"PT","PT1","PT11","PT11C"
28242240,"PT","PT1","PT11","PT119"
28261954,"PT","PT1","PT18","PT186"
28261972,"PT","PT1","PT18","PT186"
28262056,"PT","PT1","PT16","PT16H"
28262080,"PT","PT1","PT16","PT16J"
28262098,"PT","PT1","PT16","PT16J"
28262288,"PT","PT1","PT11","PT111"
28262354,"ES","ES1","ES11","ES114"
28281952,"PT","PT1","PT18","PT186"
28282006,"ES","ES4","ES43","ES432"
28282042,"PT","PT1","PT16","PT16H"
28282118,"PT","PT1","PT16","PT16G"
28282136,"PT","PT1","PT16","PT16G"
28282190,"PT","PT1","PT11","PT11C"
28282334,"ES","ES1","ES11","ES113"
28301732,"ES","ES6","ES61","ES615"
28301756,"ES","ES6","ES61","ES615"
28301966,"PT","PT1","PT18","PT186"
28302038,"PT","PT1","PT16","PT16H"
28302110,"PT","PT1","PT16","PT16J"
28302282,"PT","PT1","PT11","PT111"
28302314,"ES","ES1","ES11","ES113"
28321740,"ES","ES6","ES61","ES615"
28321780,"ES","ES6","ES61","ES615"
28321802,"ES","ES6","ES61","ES615"
28321934,"PT","PT1","PT18","PT186"
28321960,"PT","PT1","PT18","PT186"
28322046,"PT","PT1","PT16","PT16H"
28322176,"PT","PT1","PT11","PT11D"
28322234,"PT","PT1","PT11","PT119"
28322384,"ES","ES1","ES11","ES111"
28322424,"ES","ES1","ES11","ES111"
28341822,"ES","ES6","ES61","ES615"
28341858,"ES","ES4","ES43","ES431"
28342236,"PT","PT1","PT11","PT11B"
28342404,"ES","ES1","ES11","ES111"
28361748,"ES","ES6","ES61","ES615"
28361824,"ES","ES6","ES61","ES615"
28361986,"PT","PT1","PT18","PT186"
28362030,"PT","PT1","PT16","PT16H"
28362076,"PT","PT1","PT16","PT16J"
28362148,"PT","PT1","PT16","PT16G"
28362166,"PT","PT1","PT11","PT11D"
28362220,"PT","PT1","PT11","PT11B"
28362282,"ES","ES1","ES11","ES113"
28362360,"ES","ES1","ES11","ES114"
28362378,"ES","ES1","ES11","ES111"
28362414,"ES","ES1","ES11","ES111"
28381990,"ES","ES4","ES43","ES432"
28382062,"PT","PT1","PT16","PT16J"
28382100,"PT","PT1","PT16","PT16J"
28382160,"PT","PT1","PT11","PT11D"
28382268,"ES","ES1","ES11","ES113"
28382290,"ES","ES1","ES11","ES113"
28382362,"ES","ES1","ES11","ES114"
28401816,"ES","ES6","ES61","ES615"
28401842,"ES","ES6","ES61","ES615"
28401924,"PT","PT1","PT18","PT186"
28402054,"PT","PT1","PT16","PT16J"
28402306,"ES","ES1","ES11","ES113"
28402378,"ES","ES1","ES11","ES111"
28421754,"ES","ES6","ES61","ES615"
28422060,"PT","PT1","PT16","PT16J"
28422114,"PT","PT1","PT16","PT16J"
28422262,"PT","PT1","PT11","PT11B"
28422316,"ES","ES1","ES11","ES113"
28422424,"ES","ES1","ES11","ES111"
28441714,"ES","ES6","ES61","ES615"
28441774,"ES","ES6","ES61","ES615"
28442146,"PT","PT1","PT11","PT11D"
28442182,"PT","PT1","PT11","PT11D"
28442408,"ES","ES1","ES11","ES111"
28442422,"ES","ES1","ES11","ES111"
28461956,"ES","ES4","ES43","ES431"
28462070,"PT","PT1","PT16","PT16J"
28462190,"PT","PT1","PT11","PT11D"
28462348,"ES","ES1","ES11","ES114"
28481804,"ES","ES6","ES61","ES615"
28481832,"ES","ES6","ES61","ES615"
28482206,"PT","PT1","PT11","PT11D"
28482290,"ES","ES1","ES11","ES113"
28482326,"ES","ES1","ES11","ES113"
28482350,"ES","ES1","ES11","ES114"
28482368,"ES","ES1","ES11","ES114"
28482386,"ES","ES1","ES11","ES111"
28482404,"ES","ES1","ES11","ES111"
28501736,"ES","ES6","ES61","ES615"
28502024,"PT","PT1","PT16","PT16H"
28502140,"PT","PT1","PT16","PT16G"
28502190,"PT","PT1","PT11","PT11D"
28502212,"PT","PT1","PT11","PT11B"
28502280,"ES","ES1","ES11","ES113"
28502334,"ES","ES1","ES11","ES113"
28521972,"ES","ES4","ES43","ES431"
28522026,"PT","PT1","PT16","PT16H"
28522106,"PT","PT1","PT16","PT16J"
28522236,"PT","PT1","PT11","PT11B"
28522268,"ES","ES1","ES11","ES113"
28541796,"ES","ES6","ES61","ES615"
28541964,"ES","ES4","ES43","ES431"
28542018,"PT","PT1","PT16","PT16H"
28542066,"PT","PT1","PT16","PT16J"
28542144,"PT","PT1","PT11","PT11D"
28542166,"PT","PT1","PT11","PT11D"
28542192,"PT","PT1","PT11","PT11D"
28542210,"PT","PT1","PT11","PT11B"
28542220,"PT","PT1","PT11","PT11B"
28542246,"PT","PT1","PT11","PT11B"
28542282,"ES","ES1","ES11","ES113"
28542300,"ES","ES1","ES11","ES113"
28542318,"ES","ES1","ES11","ES113"
28542382,"ES","ES1","ES11","ES111"
28542426,"ES","ES1","ES11","ES111"
28562034,"PT","PT1","PT16","PT16H"
28562254,"PT","PT1","PT11","PT11B"
28562290,"ES","ES1","ES11","ES113"
28562308,"ES","ES1","ES11","ES113"
28562376,"ES","ES1","ES11","ES111"
28562440,"ES","ES1","ES11","ES111"
28581744,"ES","ES6","ES61","ES615"
28582198,"PT","PT1","PT11","PT11D"
28582414,"ES","ES1","ES11","ES111"
28601668,"ES","ES6","ES61","ES612"
28601988,"ES","ES4","ES43","ES432"
28602150,"PT","PT1","PT11","PT11D"
28602222,"PT","PT1","PT11","PT11B"
28602240,"PT","PT1","PT11","PT11B"
28602250,"PT","PT1","PT11","PT11B"
28602258,"PT","PT1","PT11","PT11B"
28602334,"ES","ES1","ES11","ES113"
28602366,"ES","ES1","ES11","ES114"
28621768,"ES","ES6","ES61","ES615"
28621900,"ES","ES4","ES43","ES431"
28622128,"PT","PT1","PT16","PT16J"
28622164,"PT","PT1","PT11","PT11D"
28622188,"PT","PT1","PT11","PT11D"
28622242,"PT","PT1","PT11","PT11B"
28622326,"ES","ES1","ES11","ES113"
28641812,"ES","ES6","ES61","ES615"
28642024,"PT","PT1","PT16","PT16H"
28642160,"PT","PT1","PT11","PT11D"
28642168,"PT","PT1","PT11","PT11D"
28642186,"PT","PT1","PT11","PT11D"
28642190,"PT","PT1","PT11","PT11D"
28642240,"PT","PT1","PT11","PT11B"
28642250,"PT","PT1","PT11","PT11B"
28642352,"ES","ES1","ES11","ES114"
28642366,"ES","ES1","ES11","ES112"
28661678,"ES","ES6","ES61","ES612"
28661894,"ES","ES4","ES43","ES431"
28662074,"PT","PT1","PT16","PT16H"
28662146,"PT","PT1","PT16","PT16J"
28662242,"PT","PT1","PT11","PT11B"
28662272,"ES","ES1","ES11","ES113"
28662332,"ES","ES1","ES11","ES112"
28681916,"ES","ES4","ES43","ES431"
28681964,"ES","ES4","ES43","ES431"
28682136,"PT","PT1","PT16","PT16J"
28682284,"ES","ES1","ES11","ES113"
28682298,"ES","ES1","ES11","ES113"
28682348,"ES","ES1","ES11","ES112"
28682428,"ES","ES1","ES11","ES111"
28702278,"ES","ES1","ES11","ES113"
28721676,"ES","ES6","ES61","ES612"
28721752,"ES","ES6","ES61","ES615"
28721896,"ES","ES4","ES43","ES431"
28721932,"ES","ES4","ES43","ES431"
28721946,"ES","ES4","ES43","ES431"
28722000,"ES","ES4","ES43","ES432"
28722138,"PT","PT1","PT16","PT16J"
28722166,"PT","PT1","PT11","PT11D"
28722202,"PT","PT1","PT11","PT11D"
28722216,"PT","PT1","PT11","PT11B"
28722300,"ES","ES1","ES11","ES113"
28722310,"ES","ES1","ES11","ES113"
28741666,"ES","ES6","ES61","ES612"
28741750,"ES","ES6","ES61","ES615"
28742016,"ES","ES4","ES43","ES432"
28742034,"PT","PT1","PT16","PT16H"
28742116,"PT","PT1","PT16","PT16J"
28742142,"PT","PT1","PT16","PT16J"
28742214,"PT","PT1","PT11","PT11B"
28742296,"ES","ES1","ES11","ES113"
28742340,"ES","ES1","ES11","ES112"
28742344,"ES","ES1","ES11","ES112"
28742394,"ES","ES1","ES11","ES112"
28742448,"ES","ES1","ES11","ES111"
28761726,"ES","ES6","ES61","ES618"
28761906,"ES","ES4","ES43","ES431"
28762036,"PT","PT1","PT16","PT16H"
28762162,"PT","PT1","PT11","PT11D"
28762194,"PT","PT1","PT11","PT11D"
28762198,"PT","PT1","PT11","PT11D"
28762288,"ES","ES1","ES11","ES113"
28762374,"ES","ES1","ES11","ES112"
28781620,"ES","ES6","ES61","ES612"
28781686,"ES","ES6","ES61","ES612"
28782006,"ES","ES4","ES43","ES432"
28782100,"PT","PT1","PT16","PT16J"
28782118,"PT","PT1","PT16","PT16J"
28782132,"PT","PT1","PT16","PT16J"
28782172,"PT","PT1","PT11","PT11D"
28782204,"PT","PT1","PT11","PT11E"
28782280,"ES","ES1","ES11","ES113"
28782298,"ES","ES1","ES11","ES113"
28782334,"ES","ES1","ES11","ES112"
28782352,"ES","ES1","ES11","ES112"
28782384,"ES","ES1","ES11","ES112"
28782402,"ES","ES1","ES11","ES112"
28801616,"ES","ES6","ES61","ES612"
28801634,"ES","ES6","ES61","ES612"
28802056,"ES","ES4","ES43","ES432"
28802092,"PT","PT1","PT16","PT16J"
28802368,"ES","ES1","ES11","ES112"
28802416,"ES","ES1","ES11","ES112"
28821646,"ES","ES6","ES61","ES612"
28821992,"ES","ES4","ES43","ES432"
28822078,"PT","PT1","PT16","PT16J"
28822118,"PT","PT1","PT16","PT16J"
28822226,"PT","PT1","PT11","PT11B"
28822420,"ES","ES1","ES11","ES112"
28822438,"ES","ES1","ES11","ES111"
28822448,"ES","ES1","ES11","ES111"
28822460,"ES","ES1","ES11","ES111"
28841702,"ES","ES6","ES61","ES618"
28842188,"PT","PT1","PT11","PT11E"
28842200,"PT","PT1","PT11","PT11E"
28842290,"ES","ES1","ES11","ES113"
28842314,"ES","ES1","ES11","ES112"
28842386,"ES","ES1","ES11","ES112"
28861884,"ES","ES4","ES43","ES431"
28862140,"PT","PT1","PT16","PT16J"
28862248,"PT","PT1","PT11","PT11B"
28862294,"ES","ES1","ES11","ES113"
28882080,"PT","PT1","PT16","PT16J"
28882296,"ES","ES1","ES11","ES113"
28882332,"ES","ES1","ES11","ES112"
28882422,"ES","ES1","ES11","ES112"
28901658,"ES","ES6","ES61","ES612"
28901850,"ES","ES4","ES43","ES431"
28901914,"ES","ES4","ES43","ES431"
28902018,"ES","ES4","ES43","ES432"
28902084,"PT","PT1","PT16","PT16J"
28902094,"PT","PT1","PT16","PT16J"
28902148,"PT","PT1","PT16","PT16J"
28902174,"PT","PT1","PT11","PT11D"
28902202,"PT","PT1","PT11","PT11E"
28902396,"ES","ES1","ES11","ES112"
28921674,"ES","ES6","ES61","ES612"
28921678,"ES","ES6","ES61","ES612"
28921702,"ES","ES6","ES61","ES618"
28921890,"ES","ES4","ES43","ES431"
28921962,"ES","ES4","ES43","ES432"
28922052,"ES","ES4","ES43","ES432"
28922062,"ES","ES4","ES43","ES432"
28922200,"PT","PT1","PT11","PT11E"
28922268,"ES","ES1","ES11","ES113"
28922404,"ES","ES1","ES11","ES112"
28941636,"ES","ES6","ES61","ES612"
28941672,"ES","ES6","ES61","ES612"
28941694,"ES","ES6","ES61","ES618"
28941730,"ES","ES6","ES61","ES618"
28941888,"ES","ES4","ES43","ES431"
28942306,"ES","ES1","ES11","ES113"
28942378,"ES","ES1","ES11","ES112"
28961740,"ES","ES6","ES61","ES618"
28961916,"ES","ES4","ES43","ES431"
28961938,"ES","ES4","ES43","ES431"
28962042,"ES","ES4","ES43","ES432"
28962222,"PT","PT1","PT11","PT11E"
28962240,"PT","PT1","PT11","PT11B"
28962348,"ES","ES1","ES11","ES112"
28962388,"ES","ES1","ES11","ES112"
28962406,"ES","ES1","ES11","ES112"
28962438,"ES","ES1","ES11","ES111"
28981598,"ES","ES6","ES61","ES612"
28981732,"ES","ES6","ES61","ES618"
28982012,"ES","ES4","ES43","ES432"
28982044,"ES","ES4","ES43","ES432"
29001674,"ES","ES6","ES61","ES612"
29001728,"ES","ES6","ES61","ES618"
29001862,"ES","ES4","ES43","ES431"
29001908,"ES","ES4","ES43","ES431"
29002312,"ES","ES1","ES11","ES113"
29002366,"ES","ES1","ES11","ES112"
29002376,"ES","ES1","ES11","ES112"
29002384,"ES","ES1","ES11","ES112"
29002402,"ES","ES1","ES11","ES112"
29002406,"ES","ES1","ES11","ES112"
29021648,"ES","ES6","ES61","ES612"
29021660,"ES","ES6","ES61","ES612"
29021666,"ES","ES6","ES61","ES612"
29022110,"PT","PT1","PT16","PT16J"
29022146,"PT","PT1","PT16","PT16J"
29022398,"ES","ES1","ES11","ES112"
29022422,"ES","ES1","ES11","ES112"
29041604,"ES","ES6","ES61","ES612"
29041690,"ES","ES6","ES61","ES618"
29041708,"ES","ES6","ES61","ES618"
29041862,"ES","ES4","ES43","ES431"
29041870,"ES","ES4","ES43","ES431"
29041888,"ES","ES4","ES43","ES431"
29041898,"ES","ES4","ES43","ES431"
29042132,"PT","PT1","PT16","PT16J"
29042158,"PT","PT1","PT11","PT11D"
29042168,"PT","PT1","PT11","PT11D"
29042294,"ES","ES1","ES11","ES113"
29042302,"ES","ES1","ES11","ES113"
29042356,"ES","ES1","ES11","ES112"
29042420,"ES","ES1","ES11","ES112"
29042438,"ES","ES1","ES11","ES112"
29061990,"ES","ES4","ES43","ES432"
29062002,"ES","ES4","ES43","ES432"
29062134,"PT","PT1","PT16","PT16J"
29062458,"ES","ES1","ES11","ES112"
29081716,"ES","ES6","ES61","ES618"
29081976,"ES","ES4","ES43","ES432"
29082210,"PT","PT1","PT11","PT11E"
29082220,"PT","PT1","PT11","PT11E"
29082238,"PT","PT1","PT11","PT11E"
29082270,"ES","ES1","ES11","ES113"
29082288,"ES","ES1","ES11","ES113"
29082342,"ES","ES1","ES11","ES112"
29082382,"ES","ES1","ES11","ES112"
29082418,"ES","ES1","ES11","ES112"
29101954,"ES","ES4","ES43","ES432"
29102034,"ES","ES4","ES43","ES432"
29102206,"PT","PT1","PT11","PT11E"
29102286,"ES","ES1","ES11","ES113"
29102326,"ES","ES1","ES11","ES112"
29122050,"ES","ES4","ES43","ES432"
29122076,"ES","ES4","ES41","ES415"
29122112,"ES","ES4","ES41","ES415"
29122266,"ES","ES1","ES11","ES113"
29122288,"ES","ES1","ES11","ES113"
29122342,"ES","ES1","ES11","ES112"
29122396,"ES","ES1","ES11","ES112"
29122450,"ES","ES1","ES11","ES112"
29141956,"ES","ES4","ES43","ES432"
29142064,"ES","ES4","ES41","ES415"
29142088,"ES","ES4","ES41","ES415"
29142114,"ES","ES4","ES41","ES415"
29142340,"ES","ES1","ES11","ES112"
29142438,"ES","ES1","ES11","ES112"
29161684,"ES","ES6","ES61","ES612"
29161738,"ES","ES6","ES61","ES618"
29161918,"ES","ES4","ES43","ES431"
29162146,"ES","ES4","ES41","ES415"
29162260,"ES","ES1","ES11","ES113"
29162278,"ES","ES1","ES11","ES113"
29181638,"ES","ES6","ES61","ES612"
29181758,"ES","ES6","ES61","ES618"
29181908,"ES","ES4","ES43","ES431"
29182100,"ES","ES4","ES41","ES415"
29182186,"PT","PT1","PT11","PT11E"
29182286,"ES","ES1","ES11","ES113"
29182322,"ES","ES1","ES11","ES112"
29182358,"ES","ES1","ES11","ES112"
29201666,"ES","ES6","ES61","ES612"
29201738,"ES","ES6","ES61","ES618"
29202138,"ES","ES4","ES41","ES415"
29202218,"PT","PT1","PT11","PT11E"
29202350,"ES","ES1","ES11","ES112"
29221700,"ES","ES6","ES61","ES618"
29221704,"ES","ES6","ES61","ES618"
29221852,"ES","ES4","ES43","ES431"
29221982,"ES","ES4","ES43","ES432"
29222168,"PT","PT1","PT11","PT11D"
29222204,"PT","PT1","PT11","PT11E"
29222266,"ES","ES4","ES41","ES419"
29222276,"ES","ES1","ES11","ES113"
29222392,"ES","ES1","ES11","ES112"
29242332,"ES","ES1","ES11","ES112"
29242340,"ES","ES1","ES11","ES112"
29242344,"ES","ES1","ES11","ES112"
29261662,"ES","ES6","ES61","ES612"
29261670,"ES","ES6","ES61","ES612"
29261730,"ES","ES6","ES61","ES618"
29261832,"ES","ES4","ES43","ES431"
29262144,"ES","ES4","ES41","ES415"
29262270,"ES","ES4","ES41","ES419"
29262306,"ES","ES1","ES11","ES113"
29262336,"ES","ES1","ES11","ES112"
29262342,"ES","ES1","ES11","ES112"
29281750,"ES","ES6","ES61","ES618"
29281840,"ES","ES4","ES43","ES431"
29281846,"ES","ES4","ES43","ES431"
29282026,"ES","ES4","ES43","ES432"
29282088,"ES","ES4","ES41","ES415"
29282160,"ES","ES4","ES41","ES415"
29282182,"PT","PT1","PT11","PT11E"
29282340,"ES","ES1","ES11","ES112"
29301690,"ES","ES6","ES61","ES618"
29301726,"ES","ES6","ES61","ES618"
29302094,"ES","ES4","ES41","ES415"
29302234,"PT","PT1","PT11","PT11E"
29302338,"ES","ES1","ES11","ES112"
29321682,"ES","ES6","ES61","ES618"
29321686,"ES","ES6","ES61","ES618"
29322088,"ES","ES4","ES41","ES415"
29322114,"ES","ES4","ES41","ES415"
29322312,"ES","ES1","ES11","ES113"
29322340,"ES","ES1","ES11","ES112"
29322406,"ES","ES1","ES11","ES112"
29322442,"ES","ES1","ES11","ES112"
29341684,"ES","ES6","ES61","ES618"
29341696,"ES","ES6","ES61","ES618"
29341706,"ES","ES6","ES61","ES618"
29341948,"ES","ES4","ES43","ES432"
29341966,"ES","ES4","ES43","ES432"
29342128,"ES","ES4","ES41","ES415"
29342170,"ES","ES4","ES41","ES415"
29342200,"PT","PT1","PT11","PT11E"
29342206,"PT","PT1","PT11","PT11E"
29342272,"ES","ES4","ES41","ES419"
29342300,"ES","ES1","ES11","ES113"
29342332,"ES","ES1","ES11","ES112"
29342336,"ES","ES1","ES11","ES112"
29342404,"ES","ES1","ES11","ES112"
29342422,"ES","ES1","ES11","ES112"
29342440,"ES","ES1","ES11","ES112"
29361628,"ES","ES6","ES61","ES612"
29361638,"ES","ES6","ES61","ES617"
29361700,"ES","ES6","ES61","ES618"
29361718,"ES","ES6","ES61","ES618"
29361794,"ES","ES6","ES61","ES618"
29361826,"ES","ES4","ES43","ES431"
29361938,"ES","ES4","ES43","ES432"
29361970,"ES","ES4","ES43","ES432"
29362142,"ES","ES4","ES41","ES415"
29362376,"ES","ES1","ES11","ES112"
29381630,"ES","ES6","ES61","ES612"
29381732,"ES","ES6","ES61","ES618"
29381756,"ES","ES6","ES61","ES618"
29382056,"ES","ES4","ES43","ES432"
29382110,"ES","ES4","ES41","ES415"
29382188,"PT","PT1","PT11","PT11E"
29382218,"PT","PT1","PT11","PT11E"
29401708,"ES","ES6","ES61","ES618"
29401744,"ES","ES6","ES61","ES618"
29401920,"ES","ES4","ES43","ES431"
29401924,"ES","ES4","ES43","ES432"
29401956,"ES","ES4","ES43","ES432"
29402104,"ES","ES4","ES41","ES415"
29402144,"ES","ES4","ES41","ES415"
29402158,"ES","ES4","ES41","ES415"
29402258,"ES","ES4","ES41","ES419"
29402338,"ES","ES1","ES11","ES112"
29402410,"ES","ES1","ES11","ES112"
29422254,"ES","ES4","ES41","ES419"
29422386,"ES","ES1","ES11","ES112"
29441752,"ES","ES6","ES61","ES618"
29441976,"ES","ES4","ES43","ES432"
29442084,"ES","ES4","ES41","ES415"
29442364,"ES","ES1","ES11","ES112"
29442378,"ES","ES1","ES11","ES112"
29461660,"ES","ES6","ES61","ES612"
29461720,"ES","ES6","ES61","ES618"
29461732,"ES","ES6","ES61","ES618"
29461926,"ES","ES4","ES43","ES432"
29462044,"ES","ES4","ES43","ES432"
29462056,"ES","ES4","ES43","ES432"
29462088,"ES","ES4","ES41","ES415"
29462178,"PT","PT1","PT11","PT11E"
29462254,"ES","ES4","ES41","ES419"
29481636,"ES","ES6","ES61","ES617"
29481730,"ES","ES6","ES61","ES618"
29481906,"ES","ES4","ES43","ES431"
29481960,"ES","ES4","ES43","ES432"
29482076,"ES","ES4","ES43","ES432"
29482094,"ES","ES4","ES41","ES415"
29482162,"ES","ES4","ES41","ES415"
29482396,"ES","ES1","ES12","ES120"
29482428,"ES","ES1","ES11","ES112"
29501704,"ES","ES6","ES61","ES618"
29501736,"ES","ES6","ES61","ES618"
