"POINTID","Revisited_point","Coarse","Clay","Sand","Silt","Soil_Stones","Elevation","pH_CaCl2","pH_H20","EC","OC","CaCO3","P","N","K","LC","LU","NUTS_0","NUTS_1","NUTS_2","NUTS_3"
42082400,"Yes",NA,NA,NA,NA,3,137,7.5,8.06,15.43,8.9,120,4.9,1.4,175.2,"E30","U112","IT","ITC","ITC1","ITC18"
42082774,"Yes",NA,NA,NA,NA,1,300,6.5,6.62,24.5,42.8,2,25.5,4.7,235.1,"E20","U111","DE","DE1","DE13","DE136"
42082918,"Yes",NA,NA,NA,NA,2,86,7.4,7.91,25.1,13.3,124,28.5,1.6,235.9,"B11","U111","DE","DEB","DEB3","DEB3I"
42082950,"Yes",NA,NA,NA,NA,1,224,7.4,7.53,43.1,15.2,19,19.7,2,197.6,"B13","U111","DE","DE7","DE71","DE715"
42083076,"Yes",NA,NA,NA,NA,1,233,4.1,4.11,42.7,69.1,1,37.1,5.1,158.6,"C10","U120","DE","DE7","DE72","DE722"
42083112,"Yes",NA,NA,NA,NA,1,284,3.7,3.82,19.63,78,0,20.6,4.9,102.3,"C10","U120","DE","DEA","DEA5","DEA5A"
42083188,"Yes",NA,NA,NA,NA,1,238,4.4,4.79,15.7,8.5,0,97.9,1,83.8,"B21","U111","DE","DEA","DEA4","DEA42"
42083224,"Yes",NA,NA,NA,NA,1,267,4.3,4.51,44.8,36,0,17.9,3,200.7,"C10","U120","DE","DEA","DEA4","DEA42"
42083332,"Yes",NA,NA,NA,NA,1,201,4.3,4.86,19,60.6,0,89.8,3.5,80.5,"B16","U111","DE","DE9","DE94","DE94D"
42083350,"Yes",NA,NA,NA,NA,1,199,4.8,5.02,133.6,84.4,1,33.8,6.5,200.1,"E20","U111","DE","DE9","DE94","DE94G"
42083674,"Yes",NA,NA,NA,NA,2,145,3.8,4.11,12.31,41,0,31.6,3.3,63.5,"E20","U420","DK","DK0","DK04","DK041"
42101830,"Yes",NA,NA,NA,NA,1,159,5.5,6.01,13.9,28,0,28.3,2.7,141.8,"E20","U111","IT","ITG","ITG2","ITG2B"
42101866,"Yes",NA,NA,NA,NA,2,147,7.2,7.59,18.97,15.2,44,5.7,1.5,491.2,"B13","U111","IT","ITG","ITG2","ITG28"
42101916,"Yes",NA,NA,NA,NA,1,147,5.3,5.58,57.5,45.8,0,11.9,4.9,526,"E20","U111","IT","ITG","ITG2","ITG25"
42101926,"Yes",1,25,21,53,1,171,7.1,7.66,21.9,17.4,222,6.5,2.1,108,"E20","U111","IT","ITG","ITG2","ITG25"
42102366,"Yes",4,12,33,55,2,54,5.9,6.1,37.5,26,0,6.5,2.7,55.3,"C10","U120","IT","ITC","ITC3","ITC33"
42102376,"Yes",16,12,36,52,1,159,3.9,4.48,15.32,84,0,13.3,4.4,58.1,"C10","U420","IT","ITC","ITC3","ITC32"
42102744,"Yes",NA,NA,NA,NA,1,154,7.4,7.75,22.8,57.8,126,39.2,2.5,365.8,"F40","U111","DE","DE1","DE13","DE136"
42103072,"Yes",NA,NA,NA,NA,1,93,5.3,5.34,34.6,40.7,0,18.5,4.7,87.4,"E20","U111","DE","DE7","DE72","DE722"
42103212,"Yes",NA,NA,NA,NA,1,217,2.9,4.05,28,151.3,0,81.2,6.7,108.5,"C21","U120","DE","DEA","DEA4","DEA42"
42103248,"Yes",NA,NA,NA,NA,1,180,3.8,4.04,26.8,34.2,0,40.9,3,70.4,"C10","U120","DE","DE9","DE94","DE94E"
42103356,"Yes",NA,NA,NA,NA,1,129,4.6,4.87,237,249.6,0,142.5,16.1,2556.7,"E20","U111","DE","DE9","DE94","DE94G"
42103684,"Yes",NA,NA,NA,NA,1,125,5.5,5.76,23.6,63.9,0,23.8,5.1,96.8,"B11","U111","DK","DK0","DK04","DK041"
42121948,"Yes",NA,NA,NA,NA,1,137,4.1,4.73,6.2,16.6,0,13.5,1.6,87.8,"E20","U111","IT","ITG","ITG2","ITG25"
42122386,"Yes",12,18,35,47,1,147,6.1,6.34,19.99,11.9,0,0,1.1,108.1,"C10","U120","IT","ITC","ITC3","ITC33"
42122498,"Yes",NA,NA,NA,NA,1,35,6.2,6.56,10.51,18.9,1,93.1,2.1,630.3,"B55","U111","IT","ITC","ITC1","ITC15"
42122794,"Yes",18,33,11,56,1,212,7.3,7.59,14.06,50.4,79,122.2,2.4,292.5,"E30","U111","DE","DE1","DE13","DE135"
42122800,"Yes",NA,NA,NA,NA,1,212,7.3,7.63,34.3,38.8,116,60.9,2.7,633.7,"B11","U111","DE","DE1","DE13","DE135"
42122902,"Yes",NA,NA,NA,NA,1,185,5,5.37,12.55,8.8,1,95.6,0.9,94.4,"B53","U111","DE","DE1","DE12","DE123"
42122956,"Yes",NA,NA,NA,NA,1,226,7.1,7.28,15.12,10,1,58.6,1.1,182.1,"B18","U111","DE","DE7","DE71","DE715"
42123052,"Yes",NA,NA,NA,NA,1,145,7.2,7.56,29.9,23.6,26,68.1,2.8,631,"B14","U111","DE","DE7","DE72","DE722"
42123178,"Yes",NA,NA,NA,NA,1,196,7.2,7.56,40.9,21.5,68,62.5,2.9,251,"B16","U111","DE","DEA","DEA5","DEA5B"
42123628,"Yes",NA,NA,NA,NA,1,216,4.9,5.39,5.58,17.9,0,44.3,1.4,34.2,"B13","U111","DK","DK0","DK03","DK032"
42141800,"Yes",NA,NA,NA,NA,1,201,7.2,7.58,16.38,8.1,5,17.9,1.2,146.4,"E30","U111","IT","ITG","ITG2","ITG27"
42141848,"Yes",NA,NA,NA,NA,1,261,7.2,7.61,15.17,21.8,89,64.6,1.3,199,"D20","U420","IT","ITG","ITG2","ITG28"
42141962,"Yes",NA,NA,NA,NA,1,161,4.8,5.27,10.47,9.9,0,23.5,1.2,244.8,"B13","U111","IT","ITG","ITG2","ITG25"
42142394,"Yes",NA,NA,NA,NA,1,188,5.9,6.25,10.95,24.3,0,14.3,2.7,128.4,"E20","U111","IT","ITC","ITC1","ITC18"
42142406,"Yes",NA,NA,NA,NA,1,171,5.9,6.08,30.4,8.5,0,9.6,1.3,39.9,"B11","U111","IT","ITC","ITC1","ITC18"
42142780,"Yes",NA,NA,NA,NA,1,200,6.9,7.09,40.1,43.2,13,69.6,4.3,600.2,"E20","U111","DE","DE1","DE13","DE135"
42142870,"Yes",NA,NA,NA,NA,1,205,6.2,6.75,12.39,11.2,2,42.7,1.4,221.7,"B11","U111","DE","DE1","DE12","DE123"
42142960,"Yes",NA,NA,NA,NA,1,163,7,7.24,12.9,8.5,1,48.1,1,206.5,"B13","U111","DE","DE7","DE71","DE717"
42142970,"Yes",NA,NA,NA,NA,1,213,7.4,7.73,17.38,12.4,37,65.8,1.3,367.2,"B13","U111","DE","DE7","DE71","DE717"
42143114,"Yes",NA,NA,NA,NA,1,251,3.1,3.91,23.8,235.6,1,61.4,12.3,47.6,"C31","U120","DE","DEA","DEA5","DEA5A"
42143150,"Yes",NA,NA,NA,NA,1,157,5.3,5.73,15.88,61.3,1,23.4,5.9,202.8,"E20","U111","DE","DEA","DEA5","DEA5B"
42143366,"Yes",NA,NA,NA,NA,1,228,5.2,5.54,18.34,39.4,0,37.1,3.8,319.5,"E20","U111","DE","DE9","DE94","DE94G"
42143698,"Yes",NA,NA,NA,NA,1,220,4.1,4.61,31.6,80.2,1,19.3,4.4,77.6,"H11","U420","DK","DK0","DK04","DK041"
42161822,"Yes",NA,NA,NA,NA,1,144,6,6.23,96.2,14.6,0,5.5,1.4,185.5,"E20","U420","IT","ITG","ITG2","ITG2B"
42162422,"Yes",NA,NA,NA,NA,1,293,6.9,7.1,11.84,10.6,0,15.5,1.3,172.5,"B11","U111","IT","ITC","ITC1","ITC18"
42162524,"Yes",8,14,42,44,1,217,6,6.16,38.4,36,0,174.9,3.6,270.2,"E30","U112","IT","ITC","ITC4","ITC41"
42162812,"Yes",NA,NA,NA,NA,1,256,6.6,6.85,18.8,49.2,12,23.6,4.9,257.7,"E20","U111","DE","DE1","DE12","DE12C"
42162884,"Yes",NA,NA,NA,NA,1,204,7.4,7.79,34.9,13.9,134,33.2,1.7,242.6,"B32","U111","DE","DE1","DE12","DE123"
42163298,"Yes",NA,NA,NA,NA,1,169,4.2,4.23,186.6,84.7,0,73.5,7.6,212.9,"E20","U111","DE","DE9","DE94","DE94F"
42181938,"Yes",NA,NA,NA,NA,2,152,7,7.44,20.2,15.4,108,3.4,1.5,532.8,"E10","U111","IT","ITG","ITG2","ITG25"
42181942,"Yes",9,12,68,20,1,204,4.4,4.93,9.79,11.9,1,33.8,1.3,94.1,"E20","U111","IT","ITG","ITG2","ITG25"
42181952,"Yes",NA,NA,NA,NA,1,197,6.8,7.07,14.17,15.6,2,7.3,1.4,450.8,"B54","U111","IT","ITG","ITG2","ITG25"
42181956,"Yes",NA,NA,NA,NA,1,178,6.4,6.67,17.1,16.3,1,9.9,1.9,391.6,"B54","U111","IT","ITG","ITG2","ITG25"
42181974,"Yes",2,13,47,40,1,153,5.2,5.47,72.2,51.8,1,81.7,4.7,611.8,"C10","U120","IT","ITG","ITG2","ITG25"
42182100,"Yes",NA,NA,NA,NA,1,223,5.2,5.58,24.3,25.8,0,63.6,2.6,723.1,"E20","U111","FR","FRM","FRM0","FRM01"
42182396,"Yes",6,19,25,57,1,185,7.5,8.13,18.98,10,331,12.6,1.1,152.8,"E10","U410","IT","ITC","ITC1","ITC18"
42182410,"Yes",NA,NA,NA,NA,1,150,5.1,5.71,26.1,15.7,1,31.3,1.8,131.6,"B11","U111","IT","ITC","ITC1","ITC18"
42182424,"Yes",4,25,13,63,1,64,5.8,6.11,13.76,7.3,1,45.9,1,67.6,"E30","U112","IT","ITC","ITC1","ITC18"
42182510,"Yes",NA,NA,NA,NA,2,602,4.5,4.77,24,42.9,0,27.5,3.8,126.3,"B16","U111","IT","ITC","ITC4","ITC41"
42182536,"Yes",22,7,47,46,4,588,3.7,4.19,13.02,107.2,0,29.6,7.5,64.4,"C21","U120","IT","ITC","ITC4","ITC41"
42182748,"Yes",NA,NA,NA,NA,1,222,7.3,7.62,34.8,20.7,118,81.1,2.8,537.2,"B16","U111","DE","DE1","DE13","DE136"
42182910,"Yes",NA,NA,NA,NA,1,256,6.3,6.53,17.51,7.9,2,45.6,1.1,155.2,"F40","U111","DE","DE1","DE12","DE128"
42182928,"Yes",NA,NA,NA,NA,1,115,7.3,7.74,15.01,20,47,21.8,1.9,255.5,"B32","U111","DE","DE1","DE12","DE126"
42183076,"Yes",NA,NA,NA,NA,1,86,5.3,5.64,9.68,19.8,0,44.8,2.6,185.9,"E20","U111","DE","DE7","DE72","DE724"
42183126,"Yes",NA,NA,NA,NA,1,130,3.6,3.75,30.1,121.5,1,48.8,7.2,127,"C21","U120","DE","DEA","DEA5","DEA57"
42183148,"Yes",NA,NA,NA,NA,1,32,3.2,3.82,25.1,183,0,34.9,10.3,157,"C21","U120","DE","DEA","DEA5","DEA57"
42183342,"Yes",NA,NA,NA,NA,1,92,4.5,4.74,53.7,37.4,1,59.5,4.4,132.6,"E20","U111","DE","DE9","DE94","DE94G"
42201846,"Yes",NA,NA,NA,NA,1,37,7.5,7.78,14.62,13.5,6,11.2,1.4,353.6,"B12","U111","IT","ITG","ITG2","ITG28"
42202386,"Yes",11,22,21,58,1,87,5.5,5.82,28.1,22.1,0,6,1.6,22.8,"C10","U420","IT","ITC","ITC1","ITC18"
42203322,"Yes",NA,NA,NA,NA,1,83,4,4.22,21.7,24.8,0,119.3,1.6,51.3,"E20","U111","DE","DE9","DE94","DE94D"
42203736,"Yes",NA,NA,NA,NA,1,64,5.3,5.58,30.7,23.4,0,72.4,2.7,108.5,"B16","U111","DK","DK0","DK05","DK050"
42221832,"Yes",NA,NA,NA,NA,1,72,6.9,7.14,21.8,12.9,2,29.5,1.4,587.8,"B12","U111","IT","ITG","ITG2","ITG2B"
42221850,"Yes",NA,NA,NA,NA,1,248,6.7,6.84,17.59,25.1,2,7,2.4,350.1,"D20","U420","IT","ITG","ITG2","ITG28"
42221866,"Yes",NA,NA,NA,NA,1,223,5.6,5.93,13.11,30.8,0,13.1,3.5,188.8,"E10","U111","IT","ITG","ITG2","ITG28"
42221892,"Yes",5,26,16,58,1,221,5.2,5.57,20.8,27.1,0,22.9,3,488.1,"E20","U111","IT","ITG","ITG2","ITG28"
42221964,"Yes",NA,NA,NA,NA,1,134,6.9,7.18,10.94,11.7,1,11.8,1.3,210.7,"B15","U111","IT","ITG","ITG2","ITG25"
42222156,"Yes",13,4,86,10,1,128,5.2,5.87,3.7,11.6,0,0,0.9,38.9,"D10","U420","FR","FRM","FRM0","FRM02"
42222534,"Yes",60,9,46,45,1,161,4.4,4.59,77.6,69.1,0,30.2,6,97.6,"C10","U420","IT","ITC","ITC4","ITC41"
42222540,"Yes",11,6,42,52,1,111,4,4.5,25.7,150.4,0,17,10.9,88.2,"E10","U420","IT","ITC","ITC4","ITC41"
42222792,"Yes",NA,NA,NA,NA,1,429,7.3,7.75,26.4,36.3,32,35.3,4,362.2,"B15","U111","DE","DE1","DE13","DE135"
42222936,"Yes",NA,NA,NA,NA,1,262,7.3,7.68,26.7,18.3,8,33.3,2.2,306,"B55","U111","DE","DE1","DE12","DE128"
42223048,"Yes",NA,NA,NA,NA,2,145,6.8,6.9,25.7,13.9,0,76,1.7,380.9,"B32","U111","DE","DE7","DE72","DE721"
42223056,"Yes",NA,NA,NA,NA,1,420,5.4,5.5,8.11,23.1,0,28.5,2.6,96.6,"E20","U111","DE","DE7","DE72","DE721"
42223066,"Yes",NA,NA,NA,NA,1,281,5.9,6,9.02,23,0,46.5,2.8,255.2,"E20","U111","DE","DE7","DE72","DE724"
42223116,"Yes",NA,NA,NA,NA,4,791,4.8,4.98,15.08,42.6,1,40,4.2,170.9,"E20","U111","DE","DEA","DEA5","DEA57"
42223242,"Yes",NA,NA,NA,NA,1,262,5.7,5.9,24.2,10.9,0,65.1,1.4,255.2,"B13","U111","DE","DEA","DEA4","DEA46"
42223296,"Yes",NA,NA,NA,NA,1,101,5.2,5.4,19.98,9.1,0,99.8,1,90.4,"B18","U111","DE","DE9","DE92","DE922"
42223398,"Yes",NA,NA,NA,NA,1,106,5.8,6.1,48,17,0,72.8,2.3,172.1,"B16","U111","DE","DE9","DE93","DE932"
42223638,"Yes",NA,NA,NA,NA,1,289,4.9,5.27,12.77,21.1,0,64.1,1.4,32.8,"B13","U111","DK","DK0","DK04","DK041"
42223650,"Yes",NA,NA,NA,NA,1,96,4.9,5.39,9.45,34.9,0,50.2,2.6,56.1,"B13","U111","DK","DK0","DK04","DK041"
42223656,"Yes",NA,NA,NA,NA,1,20,5.9,6.3,6.19,16,1,40.4,1.5,54.3,"B21","U111","DK","DK0","DK04","DK041"
42241864,"Yes",NA,NA,NA,NA,1,78,5.7,6.07,13.78,20,0,6.3,2.2,448.2,"E30","U111","IT","ITG","ITG2","ITG28"
42241882,"Yes",NA,NA,NA,NA,1,101,5.9,6.26,9.88,22,0,13.9,2,289.1,"C10","U111","IT","ITG","ITG2","ITG28"
42241966,"Yes",NA,NA,NA,NA,1,126,6.2,6.55,10.64,9.4,0,13.1,1,249.6,"E30","U111","IT","ITG","ITG2","ITG25"
42242404,"Yes",NA,NA,NA,NA,1,121,5.2,5.53,9.64,24.6,0,8.3,2.6,55.3,"E20","U111","IT","ITC","ITC1","ITC18"
42242422,"Yes",NA,NA,NA,NA,1,94,6.3,6.65,10.22,10.5,0,42.6,1.4,106.6,"B11","U111","IT","ITC","ITC1","ITC18"
42242484,"Yes",NA,NA,NA,NA,1,143,5.9,6.1,38.6,32.5,1,50.8,3.4,202.2,"B17","U111","IT","ITC","ITC1","ITC15"
42242502,"Yes",NA,NA,NA,NA,1,111,3.9,3.98,31.2,47.8,0,20.4,4.2,83,"C10","U120","IT","ITC","ITC4","ITC41"
42242908,"Yes",NA,NA,NA,NA,1,113,7.1,7.37,25.4,26.9,62,35.1,3,91,"E20","U111","DE","DE1","DE12","DE128"
42243136,"Yes",NA,NA,NA,NA,1,102,3.5,3.97,43,122.3,0,74.8,6.9,94.9,"C31","U120","DE","DEA","DEA5","DEA57"
42243196,"Yes",NA,NA,NA,NA,1,103,3.7,4.15,13.4,19.9,0,154.6,1.5,57.7,"B16","U111","DE","DEA","DEA4","DEA42"
42243262,"Yes",NA,NA,NA,NA,1,95,5.8,5.96,26.4,31.7,0,83.4,2.7,170.1,"F40","U111","DE","DEA","DEA4","DEA46"
42243402,"Yes",NA,NA,NA,NA,1,88,5.6,5.86,33.1,19,0,68.4,2.4,201.1,"B16","U111","DE","DE9","DE93","DE932"
42243676,"Yes",NA,NA,NA,NA,1,89,3.7,4.59,13.56,21.5,0,20.4,1.1,23.5,"C22","U120","DK","DK0","DK04","DK041"
42261946,"Yes",NA,NA,NA,NA,1,115,4.6,5.55,4.09,6.3,0,6.6,0.8,34.3,"E20","U111","IT","ITG","ITG2","ITG25"
42261960,"Yes",NA,NA,NA,NA,1,109,5.7,5.98,18.19,36.1,0,38.5,3.6,644.5,"E20","U111","IT","ITG","ITG2","ITG25"
42262392,"Yes",4,21,15,64,1,123,5.5,5.79,43.4,40,1,8.6,3.5,64.1,"C10","U120","IT","ITC","ITC1","ITC18"
42262410,"Yes",NA,NA,NA,NA,1,227,5.3,5.55,18.79,9,1,24.7,1.4,104.3,"B16","U111","IT","ITC","ITC1","ITC18"
42262432,"Yes",NA,NA,NA,NA,1,86,7.6,8.1,14.41,7.1,108,7.8,1.2,156.5,"B16","U111","IT","ITC","ITC1","ITC18"
42262490,"Yes",NA,NA,NA,NA,1,90,4.9,5.28,17.14,12.8,0,51.1,1.7,227.3,"B33","U111","IT","ITC","ITC4","ITC4C"
42262512,"Yes",23,8,48,44,1,82,3.9,4.32,9.43,73.5,0,20.1,5.2,44.2,"C10","U120","IT","ITC","ITC4","ITC41"
42262882,"Yes",NA,NA,NA,NA,1,102,7,7.28,54.3,34.3,89,63.9,3.2,508.9,"B72","U113","DE","DE1","DE12","DE123"
42262900,"Yes",NA,NA,NA,NA,1,77,7.2,7.31,28.4,25.8,11,6.7,2.8,108,"C10","U120","DE","DE1","DE12","DE123"
42263008,"Yes",NA,NA,NA,NA,1,121,6.9,7.03,26,21.9,2,34.8,2.5,198.4,"B11","U111","DE","DE7","DE71","DE712"
42263076,"Yes",NA,NA,NA,NA,1,98,4,4.43,9.92,25.1,0,15.5,1.8,113,"C32","U120","DE","DE7","DE72","DE724"
42263094,"Yes",NA,NA,NA,NA,1,61,3.9,4.43,15.69,44.3,1,32.5,2.4,80.3,"C33","U120","DE","DE7","DE72","DE724"
42263098,"Yes",NA,NA,NA,NA,1,114,4.7,5.18,9.54,29.9,1,25.4,3.6,91.2,"E20","U111","DE","DE7","DE73","DE736"
42263184,"Yes",4,7,73,19,1,97,6.3,6.6,14.6,15.4,1,51.3,1.6,71.3,"B14","U111","DE","DEA","DEA4","DEA47"
42263206,"Yes",NA,NA,NA,NA,1,102,5.8,6.24,33.6,12.7,0,44.6,1.2,49.8,"C10","U120","DE","DEA","DEA4","DEA41"
42263224,"Yes",NA,NA,NA,NA,1,121,7.2,7.58,22,10.7,2,62.1,1.2,215,"B43","U111","DE","DEA","DEA4","DEA43"
42263670,"Yes",NA,NA,NA,NA,1,72,5.2,5.67,7.94,28.8,0,112.1,2.3,79.3,"B15","U111","DK","DK0","DK04","DK041"
42263760,"Yes",NA,NA,NA,NA,1,122,4.5,4.77,28.3,13.4,0,44.1,1.3,33.3,"B13","U111","DK","DK0","DK05","DK050"
42281866,"Yes",NA,NA,NA,NA,1,87,6.3,6.79,9.6,17.1,0,5.9,1.4,369.4,"A22","U312","IT","ITG","ITG2","ITG28"
42281988,"Yes",2,13,57,30,1,81,5.9,6.14,26.4,26.3,0,7.5,2.2,196.5,"D20","U111","IT","ITG","ITG2","ITG29"
42282538,"Yes",20,11,50,39,2,39,3.9,4.42,10.57,107.7,0,16.6,5.8,123.1,"C10","U120","IT","ITC","ITC4","ITC41"
42282820,"Yes",NA,NA,NA,NA,1,124,7.3,7.64,20.3,22.7,8,19,2.6,136.6,"B11","U111","DE","DE1","DE12","DE12C"
42282892,"Yes",NA,NA,NA,NA,3,59,7.6,7.79,45.5,21.2,129,51.2,2.4,315.1,"B16","U111","DE","DE1","DE12","DE123"
42283108,"Yes",NA,NA,NA,NA,1,80,3.6,4.17,15.43,55.3,0,37.2,3.8,114.1,"C21","U120","DE","DE7","DE73","DE736"
42283180,"Yes",NA,NA,NA,NA,1,89,4.7,5.06,36.7,22.8,0,72.9,1.9,43.7,"E20","U111","DE","DEA","DEA4","DEA47"
42283198,"Yes",NA,NA,NA,NA,1,50,4.2,4.56,89.6,21.6,0,61,2.7,270,"E20","U111","DE","DEA","DEA4","DEA42"
42283356,"Yes",NA,NA,NA,NA,2,84,3.9,4.03,320,350.8,0,137.9,28.8,297.7,"E20","U111","DE","DE9","DE93","DE932"
42302452,"Yes",NA,NA,NA,NA,1,85,5.6,6.1,11.13,14.7,0,34.4,1.7,255.6,"E20","U111","IT","ITC","ITC4","ITC48"
42303034,"Yes",NA,NA,NA,NA,1,66,7.4,7.76,15.8,19,42,34.8,2.1,290,"B11","U111","DE","DE7","DE71","DE71E"
42303596,"Yes",4,7,60,33,1,93,5,5.71,56.1,32.9,0,75.9,3.2,107.3,"E20","U111","DK","DK0","DK03","DK032"
42303622,"Yes",NA,NA,NA,NA,1,92,4.8,5.36,12.32,19.7,0,64.1,1.9,130.8,"B53","U111","DK","DK0","DK03","DK032"
42303694,"Yes",NA,NA,NA,NA,1,99,5.3,5.73,6.46,17,0,23.9,1.6,44.7,"E30","U420","DK","DK0","DK04","DK041"
42303712,"Yes",NA,NA,NA,NA,1,69,5.2,5.52,22.1,27.4,0,78.2,2.7,84,"B32","U111","DK","DK0","DK04","DK041"
42321800,"Yes",NA,NA,NA,NA,1,226,7.3,7.42,76.6,10.3,76,15,1.1,349,"B43","U111","IT","ITG","ITG2","ITG27"
42321952,"Yes",NA,NA,NA,NA,2,81,5.8,6.39,23,11.5,0,8.8,1.3,1182.7,"E20","U111","IT","ITG","ITG2","ITG25"
42322388,"Yes",9,26,13,61,1,222,6.4,6.57,23.2,21.2,2,0,2.3,46.8,"C10","U120","IT","ITC","ITC1","ITC18"
42322402,"Yes",NA,NA,NA,NA,1,167,7.1,7.26,87.4,66.7,33,14.4,5.9,146.7,"C10","U120","IT","ITC","ITC1","ITC18"
42322510,"Yes",NA,NA,NA,NA,1,198,6.1,6.37,25,45.1,0,54.9,4,450.5,"B11","U111","IT","ITC","ITC4","ITC41"
42322820,"Yes",NA,NA,NA,NA,1,229,5.4,5.73,18.08,10.6,0,44.7,1.4,122.4,"F40","U111","DE","DE1","DE14","DE142"
42322970,"Yes",NA,NA,NA,NA,1,199,5.6,5.9,16.23,11.5,1,50.6,1.5,277.8,"B32","U111","DE","DE7","DE71","DE716"
42323042,"Yes",NA,NA,NA,NA,1,142,6.6,6.85,12.85,13.8,0,38.6,1.7,215.9,"B11","U111","DE","DE7","DE72","DE721"
42323054,"Yes",NA,NA,NA,NA,4,171,6,6.3,16.34,12.2,0,46.1,1.5,360.3,"B13","U111","DE","DE7","DE72","DE721"
42323068,"Yes",NA,NA,NA,NA,1,59,6.1,6.31,7.85,11.5,2,23.4,1.2,157.6,"B13","U111","DE","DE7","DE72","DE724"
42323086,"Yes",NA,NA,NA,NA,1,239,6.7,6.99,10.96,7.2,2,46.3,1,159.8,"B32","U111","DE","DE7","DE72","DE724"
42323104,"Yes",NA,NA,NA,NA,1,29,6.7,6.93,11.71,12.4,2,62,1.6,22.6,"B13","U111","DE","DE7","DE73","DE736"
42323114,"Yes",NA,NA,NA,NA,1,204,4.1,4.82,7.6,19.7,0,22.3,2.3,217.6,"D10","U420","DE","DE7","DE73","DE736"
42323126,"Yes",NA,NA,NA,NA,1,198,4.4,4.8,39.8,44.6,1,26.9,3.1,157.9,"C10","U120","DE","DEA","DEA5","DEA57"
42323144,"Yes",NA,NA,NA,NA,1,216,4.2,4.96,13.51,27.1,2,44,2.5,98.3,"C21","U120","DE","DEA","DEA5","DEA57"
42323176,"Yes",NA,NA,NA,NA,1,181,7.2,7.53,33.9,21.2,34,56,2.5,682.6,"E30","U312","DE","DEA","DEA4","DEA47"
42323240,"Yes",12,18,15,67,1,33,6.6,6.88,28.5,12,1,114.7,1.6,316.7,"B11","U111","DE","DEA","DEA4","DEA46"
42323288,"Yes",NA,NA,NA,NA,1,98,5.7,5.92,46.3,41.3,0,138,2.6,332.2,"B16","U111","DE","DE9","DE92","DE922"
42323378,"Yes",NA,NA,NA,NA,1,205,3.7,3.85,254,303.4,0,85.7,21.3,127.9,"E20","U111","DE","DE9","DE93","DE932"
42323666,"Yes",NA,NA,NA,NA,1,170,4.7,5.14,11.01,53.1,0,37.8,3.4,20.2,"E20","U111","DK","DK0","DK04","DK041"
42323708,"Yes",NA,NA,NA,NA,2,99,5.8,6.1,22.2,15.4,0,59.9,1.9,109.3,"B11","U111","DK","DK0","DK04","DK041"
42342152,"Yes",61,8,57,34,1,148,5.4,5.81,13.74,121.4,1,15.3,5.4,317.7,"C32","U120","FR","FRM","FRM0","FRM02"
42342404,"Yes",3,18,43,39,1,158,7.3,7.67,29,15.3,146,15.4,1.9,177.4,"E30","U111","IT","ITC","ITC1","ITC18"
42342416,"Yes",NA,NA,NA,NA,1,181,7.5,7.79,21.7,15,128,15.7,1.8,279.2,"B52","U111","IT","ITC","ITC1","ITC18"
42342480,"Yes",NA,NA,NA,NA,1,168,5.1,5.46,22.1,9,0,18.6,1.4,107.6,"B16","U111","IT","ITC","ITC4","ITC4C"
42343028,"Yes",NA,NA,NA,NA,1,134,6.7,6.8,14.7,15,1,88.2,1.8,374.8,"B11","U111","DE","DE7","DE71","DE71E"
42343226,"Yes",NA,NA,NA,NA,1,176,6.2,6.61,26.3,10.7,0,45.7,1.4,207.5,"B32","U111","DE","DEA","DEA4","DEA43"
42343658,"Yes",NA,NA,NA,NA,1,177,4.9,5.19,30.5,41.2,0,58,3.2,79.9,"B13","U111","DK","DK0","DK04","DK041"
42361884,"Yes",NA,NA,NA,NA,1,174,4.9,5.5,9.57,54.3,0,6.9,3.4,212.2,"C22","U120","IT","ITG","ITG2","ITG26"
42361906,"Yes",NA,NA,NA,NA,1,174,5.3,5.61,25.4,10.2,0,14.3,1.2,219.3,"E20","U111","IT","ITG","ITG2","ITG26"
42361916,"Yes",NA,NA,NA,NA,1,173,5.2,5.61,14.66,13.5,0,6.3,1.5,136.6,"E20","U111","IT","ITG","ITG2","ITG25"
42361920,"Yes",NA,NA,NA,NA,1,183,5.4,5.68,40.6,23.6,0,45.5,2.8,373.9,"C10","U111","IT","ITG","ITG2","ITG25"
42362060,"Yes",NA,NA,NA,NA,1,157,5.1,5.59,8.2,34.1,1,14.6,3.4,150,"E10","U111","FR","FRM","FRM0","FRM01"
42362108,"Yes",35,9,55,36,1,215,5.4,5.96,11.09,61.2,1,4.9,3.4,75.6,"C32","U120","FR","FRM","FRM0","FRM01"
42362424,"Yes",NA,NA,NA,NA,1,102,7.4,7.71,26,17.3,60,18.4,2.3,263,"B41","U111","IT","ITC","ITC1","ITC18"
42362442,"Yes",NA,NA,NA,NA,1,160,7.4,7.84,19.54,11,76,11.8,1.3,102.8,"B33","U111","IT","ITC","ITC4","ITC48"
42362456,"Yes",NA,NA,NA,NA,1,87,6.2,6.49,6.21,7.5,0,30.4,0.9,40.6,"B17","U111","IT","ITC","ITC4","ITC48"
42362906,"Yes",NA,NA,NA,NA,2,71,7.5,7.71,24.2,15.3,93,25.3,1.6,221.5,"B35","U111","DE","DE1","DE12","DE128"
42362968,"Yes",NA,NA,NA,NA,3,171,7.4,7.6,22.4,12,46,54.5,1.4,274.5,"E10","U312","DE","DE7","DE71","DE716"
