"POINTID","Elevation","Coarse","Clay","Sand","Silt","Soil_Stones","pH_CaCl2","pH_H20","EC","OC","CaCO3","P","N","K","LC","LU","NUTS_0","NUTS_1","NUTS_2","NUTS_3","LC0_Desc.x","Revisited_point","BD.0.10","BD.10.20","BD.20.30","BD.0.20","BDsample_0","coarse_mas","BDfine_0_2","coarse_vol"
32462114,1296,18,27,17,56,4,7.4,7.7,13.32,53.3,157,0,4.3,366.3,"D20","U420","ES","ES4","ES41","ES417","Shrubland","No",NA,NA,NA,NA,NA,NA,NA,NA
32462150,1125,14,4,84,12,3,5.7,6.02,3.9,10.1,0,0,0.5,27.3,"C22","U120","ES","ES4","ES41","ES417","Woodland","No",0.959,1.265,NA,1.112,1.112,0.14,1.01722851345159,0.059876923076923
32462154,1113,5,9,65,26,4,5.6,5.91,4.65,8.8,0,0,0.8,48.8,"C22","U120","ES","ES4","ES41","ES417","Woodland","No",1.442,1.37,NA,1.406,1.406,0.05,1.37281891133336,0.027038461538462
32462168,1077,34,4,82,14,4,5.1,5.52,5.26,28.2,2,8.3,0.8,56.7,"C22","U120","ES","ES4","ES41","ES417","Woodland","No",NA,NA,NA,NA,NA,NA,NA,NA
32462176,1000,22,10,67,24,4,4.2,4.71,4.26,21.3,0,6.5,0.8,35.6,"C22","U120","ES","ES4","ES41","ES417","Woodland","No",NA,NA,NA,NA,NA,NA,NA,NA
32462180,1046,8,6,70,23,1,3.9,4.57,7.94,25.5,0,12.2,1.5,48.1,"C10","U120","ES","ES4","ES41","ES417","Woodland","No",NA,NA,NA,NA,NA,NA,NA,NA
32462208,1434,33,20,25,55,4,5.3,5.57,18.57,21.5,0,6.3,2.4,101.5,"D20","U111","ES","ES2","ES23","ES230","Shrubland","No",1.105,NA,NA,NA,1.105,0.33,0.861122419307938,0.14025
32462230,1048,45,24,28,47,3,7,7.49,17.59,47.2,444,4.7,3.8,250,"C10","U420","ES","ES2","ES23","ES230","Woodland","No",NA,NA,NA,NA,NA,NA,NA,NA
32462348,1035,NA,NA,NA,NA,4,4.2,4.69,18.99,32.8,0,7.7,2.7,71.3,"C10","U120","ES","ES1","ES13","ES130","Woodland","No",NA,NA,NA,NA,NA,NA,NA,NA
32463554,1107,NA,NA,NA,NA,4,4.5,4.63,78.6,39.7,0,47.8,4.7,86.4,"E20","U111","IE","IE0","IE06","IE062","Grassland","No",NA,NA,NA,NA,NA,NA,NA,NA
32463558,1062,NA,NA,NA,NA,4,4.3,4.45,95.9,53.4,0,77.9,6,99,"E20","U111","IE","IE0","IE04","IE041","Grassland","No",NA,NA,NA,NA,NA,NA,NA,NA
32463616,1001,NA,NA,NA,NA,4,4.9,5.05,80.2,83.4,0,49.2,5.1,82.3,"E20","U111","UK","UKN","UKN1","UKN11","Grassland","No",NA,NA,NA,NA,NA,NA,NA,NA
32463644,1358,NA,NA,NA,NA,4,5.8,5.99,34.6,39.8,0,60.7,4,124.1,"E20","U111","UK","UKN","UKN1","UKN11","Grassland","No",0.557,1.034,NA,0.796,0.7955,0.09,0.744403289821053,0.027536538461538
32481692,1491,33,43,18,38,2,7.4,7.84,7.3,2.9,1,3.4,0.6,99.9,"B74","U111","ES","ES6","ES61","ES611","Cropland","No",NA,NA,NA,NA,NA,NA,NA,NA
32481738,1420,24,33,33,34,2,7.7,8.1,17.52,10.1,409,10,0.8,203.8,"F40","U111","ES","ES6","ES62","ES620","Bareland","No",NA,NA,NA,NA,NA,NA,NA,NA
32481746,1248,37,14,44,43,3,7.4,7.79,19.2,64.7,543,9.9,3.8,158.7,"C22","U420","ES","ES6","ES62","ES620","Woodland","No",NA,NA,NA,NA,NA,NA,NA,NA
32481818,1247,34,16,23,61,4,7.2,7.43,19.66,137.7,93,13.1,6.2,311.6,"C32","U120","ES","ES4","ES42","ES421","Woodland","No",0.716,0.861,NA,0.788,0.7885,0.34,0.580239374589928,0.103111538461538
32481828,1070,63,15,57,28,4,6.8,6.97,8.91,16.4,1,8.3,1.6,261.5,"B74","U111","ES","ES4","ES42","ES421","Cropland","No",1.267,1.347,NA,1.307,1.307,0.63,0.707723222578085,0.316696153846154
32481836,1201,40,22,39,39,2,7.4,7.9,15.04,28.2,520,0,2.9,360.1,"C10","U120","ES","ES4","ES42","ES421","Woodland","No",NA,NA,NA,NA,NA,NA,NA,NA
32481900,1472,NA,NA,NA,NA,2,7.7,8.23,13.48,3.9,24,21.1,0.4,319.2,"B82","U111","ES","ES4","ES42","ES423","Cropland","No",NA,NA,NA,NA,NA,NA,NA,NA
32481972,1173,NA,NA,NA,NA,3,7.5,7.96,28.8,20.5,395,17.5,1.6,850,"B13","U111","ES","ES4","ES42","ES423","Cropland","No",1.264,1.501,NA,1.383,1.3825,0.05,1.34924680199536,0.026586538461538
32482146,1053,3,17,49,34,2,6.9,7.06,14.61,20.1,21,0,2,136.6,"C23","U420","ES","ES4","ES41","ES417","Woodland","No",NA,NA,NA,NA,NA,NA,NA,NA
32482160,1032,13,12,66,22,1,7.3,7.86,23,5.9,26,39.1,0.6,57.2,"B13","U111","ES","ES4","ES41","ES417","Cropland","No",NA,NA,NA,NA,NA,NA,NA,NA
32482188,1237,8,11,64,25,2,4.2,4.7,4.17,16.7,1,0,0.9,37.2,"C22","U120","ES","ES4","ES41","ES412","Woodland","No",0.798,NA,NA,NA,0.798,0.08,0.752640211974008,0.024553846153846
32482200,1036,40,17,41,41,1,4,4.39,17.99,45,0,18.3,4,49.7,"C10","U120","ES","ES4","ES41","ES412","Woodland","No",NA,NA,NA,NA,NA,NA,NA,NA
32482232,1080,53,11,41,47,3,5.1,5.59,9.78,65.9,1,19.4,4.8,222.8,"E20","U111","ES","ES2","ES23","ES230","Grassland","No",NA,NA,NA,NA,NA,NA,NA,NA
32482286,1091,NA,NA,NA,NA,4,4.1,4.73,5.56,26.8,0,9,1.7,40.4,"C32","U120","ES","ES4","ES41","ES412","Woodland","No",NA,NA,NA,NA,NA,NA,NA,NA
32483682,1085,NA,NA,NA,NA,4,5.2,5.66,33.7,13.5,0,15.6,1.9,54.1,"B13","U111","UK","UKN","UKN1","UKN12","Cropland","No",1.444,1.528,NA,1.486,1.486,0.15,1.38154053258172,0.085730769230769
32501694,1056,43,13,56,31,3,7.6,8.14,11.04,5.6,76,0,1,90.3,"B74","U111","ES","ES6","ES61","ES611","Cropland","No",NA,NA,NA,NA,NA,NA,NA,NA
32501698,1080,33,26,32,43,4,7.6,8.19,15.26,12.3,250,7.6,1.1,228.8,"B74","U111","ES","ES6","ES61","ES611","Cropland","No",NA,NA,NA,NA,NA,NA,NA,NA
32501706,990,43,11,66,24,4,7.4,7.85,18.49,18.9,878,13,1.6,56.4,"C22","U420","ES","ES6","ES61","ES611","Woodland","No",NA,NA,NA,NA,NA,NA,NA,NA
32501860,1082,NA,NA,NA,NA,2,7.7,8.36,14.77,22.7,457,12.6,0.9,379,"B74","U111","ES","ES4","ES42","ES421","Cropland","No",1.217,1.284,NA,1.251,1.2505,0.32,1.00502036511746,0.153907692307692
32501886,1202,NA,NA,NA,NA,2,7.6,7.85,44,10,263,29.9,1.5,132.6,"B13","U111","ES","ES4","ES42","ES423","Cropland","No",NA,NA,NA,NA,NA,NA,NA,NA
32501904,1133,NA,NA,NA,NA,1,7.7,8.15,16.92,10.7,173,25,0.9,263.5,"F40","U112","ES","ES4","ES42","ES423","Bareland","No",NA,NA,NA,NA,NA,NA,NA,NA
32501932,1128,NA,NA,NA,NA,4,7.6,7.96,26.7,22,529,55.8,1.9,283.7,"F40","U112","ES","ES4","ES42","ES423","Bareland","No",NA,NA,NA,NA,NA,NA,NA,NA
32501940,1084,NA,NA,NA,NA,1,7.5,8,12.88,7.2,11,29.4,0.7,299.5,"B31","U111","ES","ES4","ES42","ES423","Cropland","No",1.356,1.5,NA,1.428,1.428,0.17,1.30730175968505,0.093369230769231
32501950,482,NA,NA,NA,NA,1,7.3,7.88,17.02,7.1,242,23.6,1,385.7,"B13","U111","ES","ES4","ES42","ES423","Cropland","No",NA,NA,NA,NA,NA,NA,NA,NA
32501958,1012,NA,NA,NA,NA,3,7.7,8.43,13.55,8.2,492,23.9,0.5,44.5,"B31","U111","ES","ES4","ES42","ES423","Cropland","No",1.319,1.37,NA,1.344,1.3445,0.18,1.21564298406694,0.093080769230769
32501968,1035,15,56,8,35,2,7.5,7.82,14.63,15,197,22.7,1.4,763.9,"B31","U111","ES","ES4","ES42","ES423","Cropland","No",NA,NA,NA,NA,NA,NA,NA,NA
32502018,1035,NA,NA,NA,NA,2,7.4,7.88,22.4,15.2,468,23.2,1.2,482.5,"B13","U111","ES","ES4","ES42","ES424","Cropland","No",1.379,1.523,NA,1.451,1.451,0.17,1.33056477417107,0.094873076923077
32502072,1095,11,31,16,52,3,7.1,7.43,16.61,24.9,11,63.4,2.7,526.8,"B13","U111","ES","ES4","ES42","ES424","Cropland","No",NA,NA,NA,NA,NA,NA,NA,NA
32502156,1019,8,20,50,30,3,7.3,7.79,15.09,9.5,38,37,1,193.3,"B11","U111","ES","ES4","ES41","ES417","Cropland","No",NA,NA,NA,NA,NA,NA,NA,NA
32502234,1091,23,14,38,48,1,5,5.47,14.01,53.2,0,16.2,4.7,204.2,"C10","U420","ES","ES2","ES23","ES230","Woodland","No",NA,NA,NA,NA,NA,NA,NA,NA
32502318,999,NA,NA,NA,NA,2,6.7,6.99,38,141.8,27,84.1,11.4,511.1,"C10","U420","ES","ES4","ES41","ES412","Woodland","No",NA,NA,NA,NA,NA,NA,NA,NA
32521696,1396,38,13,58,30,2,7.5,8.19,12.09,4.8,66,6.7,0.7,82.5,"B74","U111","ES","ES6","ES61","ES611","Cropland","No",NA,NA,NA,NA,NA,NA,NA,NA
32521732,1310,29,13,48,39,1,7.3,7.88,15.67,24.2,676,5.5,1.9,102.2,"D10","U420","ES","ES6","ES62","ES620","Shrubland","No",1.21,0.989,NA,1.1,1.0995,0.29,0.889762378103979,0.122636538461538
32521750,987,35,20,54,26,1,7.6,8.06,17.02,15.1,752,9.8,1,111,"F40","U112","ES","ES6","ES62","ES620","Bareland","No",1.415,1.516,NA,1.466,1.4655,0.35,1.18668231855587,0.197278846153846
32521764,1144,7,39,24,37,2,7.6,8.1,15.9,4,315,0,0.5,82.8,"C23","U111","ES","ES6","ES62","ES620","Woodland","No",1.414,1.594,NA,1.504,1.504,0.07,1.45774756285274,0.040492307692308
32521858,1152,NA,NA,NA,NA,1,7.6,8.07,17.19,37.9,350,31.6,1.9,360.5,"B13","U111","ES","ES4","ES42","ES421","Cropland","No",NA,NA,NA,NA,NA,NA,NA,NA
32521894,1095,NA,NA,NA,NA,2,7.6,7.91,37.9,7.2,109,47.7,0.9,625.7,"B82","U111","ES","ES4","ES42","ES423","Cropland","No",1.28,1.502,NA,1.391,1.391,0.11,1.31540137066355,0.05885
32521900,1097,NA,NA,NA,NA,3,7.7,8.21,16.01,8.1,110,18.8,0.8,298.9,"B81","U111","ES","ES4","ES42","ES423","Cropland","No",1.474,1.733,NA,1.603,1.6035,0.17,1.48678592681549,0.104844230769231
32521936,516,NA,NA,NA,NA,2,7.7,8.22,14.32,7,197,24.5,0.8,260,"B13","U111","ES","ES4","ES42","ES423","Cropland","No",1.208,1.614,NA,1.411,1.411,0.2,1.26623522305635,0.108538461538462
32521944,1368,NA,NA,NA,NA,3,7.4,7.7,45.8,10,67,36.3,0.9,293.4,"B13","U111","ES","ES4","ES42","ES423","Cropland","No",1.366,1.461,NA,1.413,1.4135,0.13,1.32326688725688,0.070675
32522008,238,21,29,20,51,1,7.4,7.69,14.34,23.9,395,6.3,2.4,425.4,"D10","U420","ES","ES4","ES42","ES423","Shrubland","No",NA,NA,NA,NA,NA,NA,NA,NA
32522016,1297,NA,NA,NA,NA,2,7.5,8.04,16.8,18.2,267,32.6,1,209.9,"B13","U111","ES","ES4","ES42","ES423","Cropland","No",1.362,1.686,NA,1.524,1.524,0.16,1.41264430259405,0.093784615384615
32522056,8,NA,NA,NA,NA,1,7.7,8.12,14.76,9.6,348,11,0.8,323.2,"B11","U111","ES","ES4","ES42","ES424","Cropland","No",NA,NA,NA,NA,NA,NA,NA,NA
32522074,1069,13,26,33,41,3,7.5,7.8,10.85,20.6,191,7,2.3,352.4,"C10","U420","ES","ES4","ES42","ES424","Woodland","No",1.072,1.119,NA,1.096,1.0955,0.13,1.00831548044116,0.054775
32522116,1170,27,46,17,37,2,7.5,7.87,14.47,14.7,163,27.6,1.7,505.5,"B52","U111","ES","ES4","ES41","ES417","Cropland","No",0.974,1.282,NA,1.128,1.128,0.27,0.932694385390165,0.117138461538462
32522178,1129,11,9,75,16,2,5,5.6,3.75,15.9,1,0,1,49.8,"C32","U120","ES","ES4","ES41","ES417","Woodland","No",0.934,1.035,NA,0.984,0.9845,0.11,0.914286803614393,0.041651923076923
32522260,1272,NA,NA,NA,NA,1,7.6,7.95,24.4,22.1,245,63.1,2,236.1,"B41","U111","ES","ES2","ES23","ES230","Cropland","No",NA,NA,NA,NA,NA,NA,NA,NA
32522262,1146,NA,NA,NA,NA,3,6.8,7.06,29.9,65.2,31,9.2,5.1,100.2,"D10","U420","ES","ES2","ES23","ES230","Shrubland","No",0.785,NA,NA,NA,0.785,0.14,0.704895385727481,0.042269230769231
32522268,1053,NA,NA,NA,NA,4,7.6,8.07,14.65,13.3,197,18.5,0.9,186.5,"B31","U111","ES","ES4","ES41","ES412","Cropland","No",NA,NA,NA,NA,NA,NA,NA,NA
32522272,1361,NA,NA,NA,NA,1,7.5,7.86,21.4,9.9,267,89.2,1.3,218.1,"B11","U111","ES","ES4","ES41","ES412","Cropland","No",1.057,1.292,NA,1.175,1.1745,0.08,1.12105313562433,0.036138461538462
32522296,1408,NA,NA,NA,NA,1,7.5,7.74,19.14,21.7,223,31.2,2.3,297.6,"B13","U111","ES","ES4","ES41","ES412","Cropland","No",NA,NA,NA,NA,NA,NA,NA,NA
32523550,1430,NA,NA,NA,NA,3,4.6,4.73,49.1,31.4,0,22.9,4,75.7,"E20","U370","IE","IE0","IE06","IE062","Grassland","No",NA,NA,NA,NA,NA,NA,NA,NA
32541738,1171,10,34,20,45,1,7.6,8.09,22.4,10.1,670,11.6,1.1,215.3,"B13","U111","ES","ES6","ES62","ES620","Cropland","No",1.067,1.094,NA,1.08,1.0805,0.1,1.01461506049479,0.041557692307692
32541744,1171,42,16,38,46,2,7.4,7.74,29.6,67.6,333,16.1,3.6,264.5,"D20","U420","ES","ES6","ES62","ES620","Shrubland","No",1.425,1.488,NA,1.456,1.4565,0.42,1.1046799478944,0.235280769230769
32541752,730,29,40,13,47,1,7.2,7.3,62.9,41.4,56,7.4,4.6,737.9,"C10","U420","ES","ES6","ES62","ES620","Woodland","No",NA,NA,NA,NA,NA,NA,NA,NA
32541766,1188,3,17,48,35,1,7.4,7.67,16.38,16.9,96,0,2.2,274.2,"E20","U111","ES","ES6","ES62","ES620","Grassland","No",NA,NA,NA,NA,NA,NA,NA,NA
32541780,1338,7,26,29,46,1,7.4,7.78,23.8,16,495,66.5,1.8,378.4,"B81","U111","ES","ES4","ES42","ES421","Cropland","No",NA,NA,NA,NA,NA,NA,NA,NA
32541878,514,NA,NA,NA,NA,2,7.5,7.95,30.4,18,199,68.6,1.9,411.8,"B11","U111","ES","ES4","ES42","ES421","Cropland","No",NA,NA,NA,NA,NA,NA,NA,NA
32541924,209,NA,NA,NA,NA,1,7.6,8.05,19.7,11,478,25,1.2,265.4,"F40","U112","ES","ES4","ES42","ES423","Bareland","No",NA,NA,NA,NA,NA,NA,NA,NA
32542000,277,NA,NA,NA,NA,1,7.2,7.47,109.9,13.1,332,19.9,1.5,496.4,"B13","U111","ES","ES4","ES42","ES423","Cropland","No",NA,NA,NA,NA,NA,NA,NA,NA
32542068,259,12,21,30,49,1,6.9,7.06,11.57,45.5,2,6.8,3,317.2,"C10","U420","ES","ES4","ES42","ES424","Woodland","No",NA,NA,NA,NA,NA,NA,NA,NA
32542122,277,15,43,17,40,1,7.6,7.95,18.15,19.5,315,12,2.1,322.6,"B31","U111","ES","ES4","ES41","ES417","Cropland","No",NA,NA,NA,NA,NA,NA,NA,NA
32542140,990,NA,NA,NA,NA,1,7.4,8.1,24.6,7.7,70,22.9,0.6,202.5,"B13","U111","ES","ES4","ES41","ES417","Cropland","No",NA,NA,NA,NA,NA,NA,NA,NA
32542158,1184,13,25,42,33,1,7.5,8.05,23.8,4.3,552,19.5,0.8,155.2,"B31","U111","ES","ES4","ES41","ES417","Cropland","No",NA,NA,NA,NA,NA,NA,NA,NA
32542176,1267,25,12,58,30,1,5.1,5.57,9.68,24.7,0,0,1.3,60.2,"C22","U120","ES","ES4","ES41","ES417","Woodland","No",NA,NA,NA,NA,NA,NA,NA,NA
32542242,1348,NA,NA,NA,NA,1,7.7,8.04,13.52,10.5,232,37.1,1.3,220.4,"B22","U111","ES","ES2","ES23","ES230","Cropland","No",NA,NA,NA,NA,NA,NA,NA,NA
32542260,1180,NA,NA,NA,NA,1,7.6,8.03,26.4,18.1,355,27.5,1.5,383.1,"B31","U111","ES","ES2","ES23","ES230","Cropland","No",NA,NA,NA,NA,NA,NA,NA,NA
32542284,1143,NA,NA,NA,NA,1,7.3,7.55,53.8,51.3,529,10.8,4.3,184,"C32","U120","ES","ES2","ES21","ES211","Woodland","No",NA,NA,NA,NA,NA,NA,NA,NA
32542338,1049,NA,NA,NA,NA,2,4.7,5.27,17.98,34.7,3,7,2.7,131.1,"C10","U120","ES","ES1","ES13","ES130","Woodland","No",1.113,1.323,NA,1.218,1.218,0.2,1.07513155661178,0.093692307692308
32543130,1143,22,24,24,52,1,4.4,4.55,96.5,42.4,0,57.8,4.5,259.4,"E20","U111","UK","UKK","UKK3","UKK30","Grassland","No",NA,NA,NA,NA,NA,NA,NA,NA
32543634,1077,NA,NA,NA,NA,1,4.7,4.85,87.9,35.3,0,32.9,3.9,207,"E20","U111","UK","UKN","UKN1","UKN11","Grassland","No",0.942,1.15,NA,1.046,1.046,0.16,0.939088397790055,0.064369230769231
32561746,1111,19,43,18,38,1,7.6,8.1,19.64,12.2,662,12.8,1.1,198.6,"F40","U112","ES","ES6","ES62","ES620","Bareland","No",NA,NA,NA,NA,NA,NA,NA,NA
32561764,1103,15,29,38,33,1,7.7,8.19,15.81,11.9,612,9.3,1,145,"E30","U112","ES","ES6","ES62","ES620","Grassland","No",1.377,1.456,NA,1.417,1.4165,0.15,1.31117579920629,0.081721153846154
32561800,1060,33,7,78,14,1,7.4,7.96,11.97,83,331,0,0.6,57.7,"C22","U120","ES","ES4","ES42","ES421","Woodland","No",NA,NA,NA,NA,NA,NA,NA,NA
32561908,1188,NA,NA,NA,NA,1,7.5,7.89,27.1,14.2,419,30.3,1.6,362.5,"B41","U111","ES","ES4","ES42","ES423","Cropland","No",1.261,1.314,NA,1.288,1.2875,0.17,1.16685390309203,0.084182692307692
32561992,1214,NA,NA,NA,NA,1,7.4,7.97,19.09,15.9,190,29.3,1.2,472,"B41","U111","ES","ES4","ES42","ES423","Cropland","No",1.461,NA,NA,NA,1.461,0.03,1.44146985529131,0.016857692307692
32562028,1424,26,46,17,37,4,7.5,7.8,17.5,16.3,314,45.9,1.6,547,"B12","U111","ES","ES4","ES42","ES424","Cropland","No",NA,NA,NA,NA,NA,NA,NA,NA
32562052,1066,NA,NA,NA,NA,1,7.6,8.11,15.64,5.4,342,8.8,0.7,216.5,"B13","U111","ES","ES4","ES42","ES424","Cropland","No",NA,NA,NA,NA,NA,NA,NA,NA
32562088,1027,30,23,30,48,2,7.4,7.83,17.15,41.3,412,4.2,1.9,255.3,"D20","U420","ES","ES4","ES42","ES424","Shrubland","No",NA,NA,NA,NA,NA,NA,NA,NA
32562168,1128,9,28,21,51,2,7.5,7.7,43.7,16.9,465,8.9,2.1,188.7,"C23","U420","ES","ES4","ES41","ES417","Woodland","No",1.069,1.155,NA,1.112,1.112,0.09,1.05243047777529,0.038492307692308
32562172,1017,4,10,69,21,1,4.4,4.95,4.91,14.3,0,0,1,34.1,"C22","U120","ES","ES4","ES41","ES417","Woodland","No",NA,NA,NA,NA,NA,NA,NA,NA
32562186,1141,7,13,55,32,1,4.3,4.69,9.34,24.1,1,5.7,1.2,74.3,"C22","U120","ES","ES4","ES41","ES417","Woodland","No",NA,NA,NA,NA,NA,NA,NA,NA
32562268,1054,NA,NA,NA,NA,1,7.6,8.12,17.77,15.6,251,27.7,1.3,146.9,"B11","U111","ES","ES4","ES41","ES412","Cropland","No",NA,NA,NA,NA,NA,NA,NA,NA
32562280,1125,NA,NA,NA,NA,1,7.6,7.96,30,10.7,461,20.8,1.1,269.8,"E30","U111","ES","ES2","ES21","ES211","Grassland","No",NA,NA,NA,NA,NA,NA,NA,NA
32562340,1002,NA,NA,NA,NA,1,3.4,3.83,12.65,46.4,0,9.3,3.5,52.6,"C10","U120","ES","ES1","ES13","ES130","Woodland","No",NA,NA,NA,NA,NA,NA,NA,NA
32562870,1251,NA,NA,NA,NA,1,5.4,5.68,48.3,63.5,1,48,6.2,139.2,"B55","U111","FR","FRH","FRH0","FRH02","Cropland","No",NA,NA,NA,NA,NA,NA,NA,NA
32563536,1179,NA,NA,NA,NA,1,5.8,5.96,28.6,18.6,0,32.1,2.6,323.4,"B13","U111","IE","IE0","IE06","IE062","Cropland","No",NA,NA,NA,NA,NA,NA,NA,NA
32563540,1245,30,22,35,43,2,6.8,7.04,19.99,19.3,2,85.6,2.5,49.3,"B11","U111","IE","IE0","IE06","IE062","Cropland","No",NA,NA,NA,NA,NA,NA,NA,NA
32563608,1256,NA,NA,NA,NA,1,5.2,5.56,71,97.3,0,44.9,6.7,467.3,"B71","U111","UK","UKN","UKN0","UKN07","Cropland","No",NA,NA,NA,NA,NA,NA,NA,NA
32581696,1259,NA,NA,NA,NA,1,7.7,8.26,21.6,5.2,123,10.5,0.7,60.7,"B74","U111","ES","ES6","ES61","ES611","Cropland","No",NA,NA,NA,NA,NA,NA,NA,NA
32581742,1439,16,41,15,44,1,7.6,8.1,25.6,28.1,400,16.4,1.6,453.5,"F40","U111","ES","ES6","ES62","ES620","Bareland","No",NA,NA,NA,NA,NA,NA,NA,NA
32581768,1490,12,17,58,25,1,7.7,8.13,15.32,10.6,746,10.1,1.1,167.8,"B13","U111","ES","ES6","ES62","ES620","Cropland","No",NA,NA,NA,NA,NA,NA,NA,NA
32581810,1328,77,12,39,49,1,7.3,7.69,17.73,105.9,246,0,2.4,139.7,"C22","U420","ES","ES4","ES42","ES421","Woodland","No",NA,NA,NA,NA,NA,NA,NA,NA
32581850,1183,NA,NA,NA,NA,3,7.4,8.11,19.27,3.4,697,23,1.6,233.6,"B41","U111","ES","ES4","ES42","ES421","Cropland","No",NA,NA,NA,NA,NA,NA,NA,NA
32581868,1207,NA,NA,NA,NA,1,7.6,8.15,17.2,15.9,307,30,1.5,336.1,"F40","U112","ES","ES4","ES42","ES421","Bareland","No",NA,NA,NA,NA,NA,NA,NA,NA
32581918,1170,NA,NA,NA,NA,1,7.6,7.86,31.6,21,281,18,1.2,347.6,"B13","U111","ES","ES4","ES42","ES423","Cropland","No",NA,NA,NA,NA,NA,NA,NA,NA
32582012,1206,NA,NA,NA,NA,1,7.7,8.34,16.16,6.5,320,25.4,0.6,121.5,"F40","U112","ES","ES4","ES42","ES423","Bareland","No",NA,NA,NA,NA,NA,NA,NA,NA
32582066,1168,10,26,28,46,1,7,7.44,11.98,78.9,122,0,2.5,431.5,"D10","U420","ES","ES4","ES42","ES424","Shrubland","No",1.223,NA,NA,NA,1.223,0.1,1.15503087540864,0.047038461538462
32582074,417,15,37,30,33,2,7.5,8.21,11.97,20.1,522,0,0.2,183.3,"D20","U420","ES","ES4","ES42","ES424","Shrubland","No",1.134,1.309,NA,1.221,1.2215,0.15,1.11699061766197,0.070471153846154
32582102,376,NA,NA,NA,NA,1,7.6,8.12,15.28,9.9,98,13.2,0.9,407.8,"B11","U111","ES","ES4","ES42","ES424","Cropland","No",NA,NA,NA,NA,NA,NA,NA,NA
32582128,1510,31,15,47,37,2,7.5,8.04,14.39,7.8,654,25.5,1.4,326.2,"B11","U111","ES","ES4","ES41","ES417","Cropland","No",NA,NA,NA,NA,NA,NA,NA,NA
32582164,1106,9,29,23,48,3,7.5,7.73,26.8,30,107,0,2.8,250.8,"C23","U120","ES","ES4","ES41","ES417","Woodland","No",0.872,NA,NA,NA,0.872,0.09,0.818217583045147,0.030184615384615
32582174,1248,3,9,72,19,3,4.4,5.01,4.28,15.8,0,0,0.9,46.2,"C22","U120","ES","ES4","ES41","ES417","Woodland","No",NA,NA,NA,NA,NA,NA,NA,NA
32582246,1036,NA,NA,NA,NA,2,7.5,7.91,22.9,3.4,529,19.4,1.7,351.2,"B13","U111","ES","ES2","ES23","ES230","Cropland","No",1.118,1.007,NA,1.063,1.0625,0.03,1.0434168897542,0.012259615384615
