"POINTID","Elevation","Coarse","Clay","Sand","Silt","Soil_Stones","pH_CaCl2","pH_H20","EC","OC","CaCO3","P","N","K","LC","LU","NUTS_0","NUTS_1","NUTS_2","NUTS_3","LC0_Desc.x","Revisited_point","BD.0.10","BD.10.20","BD.20.30","BD.0.20","BDsample_0","coarse_mas","BDfine_0_2","coarse_vol"
32302314,1013,NA,NA,NA,NA,1,6.9,7.19,31.2,96.4,485,91.4,9.4,439,"E30","U420","ES","ES4","ES41","ES412","Grassland","No",NA,NA,NA,NA,NA,NA,NA,NA
32321640,1298,NA,NA,NA,NA,1,7.5,7.59,190.2,12.2,71,0,0.8,103.7,"D20","U420","ES","ES6","ES61","ES611","Shrubland","No",NA,NA,NA,NA,NA,NA,NA,NA
32321694,1459,46,18,38,44,3,6.8,6.94,27.2,59.5,1,58.3,5.8,355,"D10","U420","ES","ES6","ES61","ES611","Shrubland","No",NA,NA,NA,NA,NA,NA,NA,NA
32321698,1013,34,22,30,49,1,7.6,8.07,15.9,48.2,400,0,2.3,105.3,"D10","U420","ES","ES6","ES61","ES611","Shrubland","No",1.076,1.032,NA,1.054,1.054,0.34,0.806848557306258,0.137830769230769
32321760,968,12,8,61,31,3,7.4,7.91,12.15,59.1,394,0,0.7,37.2,"D20","U420","ES","ES4","ES42","ES421","Shrubland","No",1.018,1.043,NA,1.031,1.0305,0.12,0.952124506327887,0.047561538461538
32321820,1120,NA,NA,NA,NA,4,7.5,8.09,15.69,16.1,103,31.6,1.4,376.7,"B74","U111","ES","ES4","ES42","ES421","Cropland","No",NA,NA,NA,NA,NA,NA,NA,NA
32321850,1158,53,27,33,40,1,7.4,7.95,18.04,26.5,363,8.7,2.6,419.9,"B74","U111","ES","ES4","ES42","ES421","Cropland","No",NA,NA,NA,NA,NA,NA,NA,NA
32321874,1266,NA,NA,NA,NA,2,7.6,8.12,15.31,6.4,457,24.2,1.3,182.4,"B41","U111","ES","ES4","ES42","ES421","Cropland","No",NA,NA,NA,NA,NA,NA,NA,NA
32321928,1254,NA,NA,NA,NA,1,7.6,7.7,249,17.6,104,8.3,1.5,444.8,"B41","U111","ES","ES4","ES42","ES423","Cropland","No",1.343,1.329,NA,1.336,1.336,0.06,1.29579020890215,0.030830769230769
32322030,1171,NA,NA,NA,NA,4,7.3,7.86,14.46,14.2,41,41.9,1.8,589.8,"B11","U111","ES","ES4","ES42","ES424","Cropland","No",NA,NA,NA,NA,NA,NA,NA,NA
32322036,1048,29,26,36,38,1,6.8,7.14,24.3,12.7,11,53.3,1.4,332,"B13","U111","ES","ES4","ES42","ES424","Cropland","No",NA,NA,NA,NA,NA,NA,NA,NA
32322112,1487,36,22,23,54,1,7.1,7.51,15.74,60.2,285,4.7,3.3,391.5,"C10","U420","ES","ES4","ES42","ES424","Woodland","No",NA,NA,NA,NA,NA,NA,NA,NA
32322252,1453,NA,NA,NA,NA,3,7.5,7.65,230,9.5,107,0,0.9,83.2,"E20","U420","ES","ES4","ES41","ES412","Grassland","No",NA,NA,NA,NA,NA,NA,NA,NA
32322300,1029,NA,NA,NA,NA,1,7.4,8.06,14.17,0.8,581,24.1,0.6,80.6,"B15","U111","ES","ES4","ES41","ES412","Cropland","No",1.182,1.421,NA,1.302,1.3015,0.27,1.09857355370798,0.135155769230769
32322306,1225,NA,NA,NA,NA,4,7.4,7.89,14.62,7.7,494,15.8,1,76.2,"B13","U111","ES","ES4","ES41","ES412","Cropland","No",1.251,1.51,NA,1.381,1.3805,0.27,1.17641546919653,0.143359615384615
32322346,1435,NA,NA,NA,NA,2,7.1,7.26,35.3,83.3,39,0,5.6,71,"E10","U111","ES","ES1","ES13","ES130","Grassland","No",NA,NA,NA,NA,NA,NA,NA,NA
32323116,1452,43,11,41,48,2,3.7,3.84,72.4,94.7,0,79.5,7.4,270.4,"D20","U111","UK","UKK","UKK3","UKK30","Shrubland","No",NA,NA,NA,NA,NA,NA,NA,NA
32323602,1125,63,10,43,46,1,4.3,4.48,200,286.2,1,12.4,19.6,92.3,"E20","U111","IE","IE0","IE04","IE041","Grassland","No",NA,NA,NA,NA,NA,NA,NA,NA
32323638,1184,NA,NA,NA,NA,1,4.9,5.11,142.3,127.3,3,85.4,8.5,235.8,"E10","U111","UK","UKN","UKN1","UKN16","Grassland","No",NA,NA,NA,NA,NA,NA,NA,NA
32323650,1355,NA,NA,NA,NA,2,3.9,4,195.2,156.3,0,69.3,9.9,157.7,"E20","U111","UK","UKN","UKN1","UKN10","Grassland","No",NA,NA,NA,NA,NA,NA,NA,NA
32323656,1310,NA,NA,NA,NA,1,3,3.76,26.9,470.3,0,102.8,16.1,313,"H12","U150","UK","UKN","UKN1","UKN10","Wetlands","No",NA,NA,NA,NA,NA,NA,NA,NA
32341720,1366,2,35,22,43,1,7.7,8.19,14.5,16,530,0,0.6,173,"E30","U112","ES","ES6","ES61","ES614","Grassland","No",1.002,1.011,NA,1.007,1.0065,0.02,0.994066367685193,0.007742307692308
32341732,1483,68,13,47,40,3,7.4,7.83,20.4,36.7,592,15.3,2.8,121.3,"E20","U420","ES","ES6","ES61","ES614","Grassland","No",1.4,1.402,NA,1.401,1.401,0.68,0.707592938833985,0.366415384615385
32341746,1490,17,13,55,32,1,7.3,7.73,30.9,14.4,465,5.8,1.2,139.6,"D20","U420","ES","ES6","ES61","ES614","Shrubland","No",NA,NA,NA,NA,NA,NA,NA,NA
32341750,574,4,37,18,45,1,7.6,8.19,13.94,4.6,676,0,0.8,129.4,"F40","U112","ES","ES4","ES42","ES421","Bareland","No",NA,NA,NA,NA,NA,NA,NA,NA
32341804,1228,37,13,44,43,2,7.4,7.6,17.08,117.2,209,0,2.6,164.8,"C22","U120","ES","ES4","ES42","ES421","Woodland","No",1.51,1.285,NA,1.397,1.3975,0.37,1.09898580121704,0.198875
32341828,1183,18,45,20,35,1,7.6,7.92,13.28,15.5,275,18.6,1.4,711.2,"B31","U111","ES","ES4","ES42","ES421","Cropland","No",NA,NA,NA,NA,NA,NA,NA,NA
32341846,1230,53,29,22,50,4,7.5,8,18.47,52.9,292,14.4,2.5,419.3,"B74","U111","ES","ES4","ES42","ES421","Cropland","No",NA,NA,NA,NA,NA,NA,NA,NA
32341858,1164,NA,NA,NA,NA,2,7.7,8.13,17.14,30.3,350,21.2,1.6,475.7,"B13","U111","ES","ES4","ES42","ES421","Cropland","No",NA,NA,NA,NA,NA,NA,NA,NA
32341872,1139,NA,NA,NA,NA,4,7.7,8.19,15.89,12.9,382,17.3,1.3,221.4,"B74","U111","ES","ES4","ES42","ES421","Cropland","No",1.194,1.195,NA,1.195,1.1945,0.32,0.95225633071207,0.147015384615385
32341882,1234,50,23,52,26,3,7.6,8.12,18.09,6.7,404,28.9,0.9,335,"B82","U111","ES","ES4","ES42","ES421","Cropland","No",NA,NA,NA,NA,NA,NA,NA,NA
32341890,1435,NA,NA,NA,NA,1,7.7,8.29,18.46,3.7,468,43.5,0.9,320.6,"B82","U111","ES","ES4","ES42","ES421","Cropland","No",NA,NA,NA,NA,NA,NA,NA,NA
32341900,1021,NA,NA,NA,NA,2,7.7,8.12,19.05,11.6,83,35.6,1,159.5,"B82","U111","ES","ES4","ES42","ES423","Cropland","No",NA,NA,NA,NA,NA,NA,NA,NA
32341984,1264,NA,NA,NA,NA,2,7.4,7.51,231,14.9,147,7.7,1.2,332.1,"B11","U111","ES","ES4","ES42","ES423","Cropland","No",0.973,NA,NA,NA,0.973,0.12,0.896499734218199,0.044907692307692
32341990,1308,NA,NA,NA,NA,2,7.6,7.98,22.5,9.5,159,13.6,0.8,321.8,"F40","U112","ES","ES4","ES42","ES423","Bareland","No",1.436,1.4,NA,1.418,1.418,0.04,1.39163914315372,0.021815384615385
32342056,1124,42,34,18,48,1,7.5,7.92,17.78,20.4,384,49.8,1.9,196.1,"B13","U111","ES","ES4","ES42","ES424","Cropland","No",1.109,1.283,NA,1.196,1.196,0.42,0.859791769955379,0.1932
32342062,1380,24,28,22,50,3,7.3,7.77,14.97,28,181,39.2,2.6,269.7,"E20","U420","ES","ES4","ES42","ES424","Grassland","No",NA,NA,NA,NA,NA,NA,NA,NA
32342070,1256,15,24,26,50,4,7.5,7.8,16.52,28.3,492,7.6,3.1,132,"D20","U420","ES","ES4","ES42","ES424","Shrubland","No",NA,NA,NA,NA,NA,NA,NA,NA
32342074,1367,NA,NA,NA,NA,2,7.4,8.06,13.97,12.7,272,5.3,1.1,191.6,"E10","U410","ES","ES4","ES42","ES424","Grassland","No",NA,NA,NA,NA,NA,NA,NA,NA
32342110,1124,38,15,44,41,1,7.3,7.62,16.15,7.7,32,2.8,1.1,100.6,"E30","U420","ES","ES4","ES42","ES424","Grassland","No",1.045,1.076,NA,1.061,1.0605,0.38,0.778114801480194,0.154996153846154
32342124,585,26,30,27,43,3,7.2,7.68,15.78,20.8,652,5.6,2.4,290.8,"D20","U420","ES","ES4","ES41","ES417","Shrubland","No",1.017,1.039,NA,1.028,1.028,0.26,0.847882300490415,0.1028
32342152,1154,NA,NA,NA,NA,2,7.4,7.93,14.97,5.4,6,17.1,0.7,143.4,"F40","U112","ES","ES4","ES41","ES417","Bareland","No",1.294,1.894,NA,1.594,1.594,0.1,1.52829632057691,0.061307692307692
32342188,1300,11,15,44,41,2,5.1,5.27,47.3,19.6,1,13.3,1.9,112.6,"C10","U120","ES","ES4","ES41","ES412","Woodland","No",NA,NA,NA,NA,NA,NA,NA,NA
32342232,319,8,16,44,40,1,5.7,6.23,5.75,26,0,0,2.2,72,"C10","U420","ES","ES4","ES41","ES412","Woodland","No",NA,NA,NA,NA,NA,NA,NA,NA
32342242,1310,NA,NA,NA,NA,2,7.6,8.1,17.55,19.9,345,37.3,1.8,536,"B11","U111","ES","ES4","ES41","ES412","Cropland","No",1.318,1.459,NA,1.388,1.3885,0.07,1.34145209075417,0.037382692307692
32342286,1308,NA,NA,NA,NA,2,7.5,8.01,18.58,6.3,623,37.5,1.6,143.2,"B13","U111","ES","ES4","ES41","ES412","Cropland","No",1.246,NA,NA,NA,1.246,0.12,1.16338350037544,0.057507692307692
32342304,1205,NA,NA,NA,NA,1,7.2,7.63,14.8,39.2,486,37.6,1.6,251.1,"B11","U111","ES","ES4","ES41","ES412","Cropland","No",NA,NA,NA,NA,NA,NA,NA,NA
32342344,1236,NA,NA,NA,NA,1,3.9,4.25,27.5,42.4,0,11.3,2.7,148.9,"E20","U420","ES","ES1","ES13","ES130","Grassland","No",NA,NA,NA,NA,NA,NA,NA,NA
32343556,1413,NA,NA,NA,NA,1,4.5,4.64,83.9,38.4,0,64.2,4.8,201.7,"E20","U111","IE","IE0","IE04","IE041","Grassland","No",NA,NA,NA,NA,NA,NA,NA,NA
32361694,1298,6,9,64,27,3,7.8,8.38,9.63,4,96,0,0.4,42.7,"B74","U111","ES","ES6","ES61","ES611","Cropland","No",NA,NA,NA,NA,NA,NA,NA,NA
32361698,1017,43,15,43,42,2,7.8,8.29,35.4,0.7,270,12.9,0.6,35.1,"B74","U111","ES","ES6","ES61","ES611","Cropland","No",NA,NA,NA,NA,NA,NA,NA,NA
32361730,1025,20,20,49,31,2,7.6,8.11,15.76,11.1,318,4.7,1,184.1,"E20","U420","ES","ES6","ES61","ES614","Grassland","No",1.224,1.219,NA,1.222,1.2215,0.2,1.07854141019654,0.093961538461538
32361734,1331,39,14,65,22,3,7.6,7.83,109.9,19.3,508,105,1.6,668.9,"B43","U111","ES","ES6","ES61","ES614","Cropland","No",NA,NA,NA,NA,NA,NA,NA,NA
32361860,1090,NA,NA,NA,NA,4,7.6,8.12,23.3,21.1,504,18.4,1.3,416,"B13","U111","ES","ES4","ES42","ES421","Cropland","No",NA,NA,NA,NA,NA,NA,NA,NA
32361874,1160,NA,NA,NA,NA,3,7.6,8.08,17.36,24.7,284,20.8,1.5,200.6,"F40","U112","ES","ES4","ES42","ES421","Bareland","No",NA,NA,NA,NA,NA,NA,NA,NA
32361888,1128,NA,NA,NA,NA,4,7.6,8.31,14.84,10.1,204,22,0.7,237.8,"B82","U111","ES","ES4","ES42","ES421","Cropland","No",NA,NA,NA,NA,NA,NA,NA,NA
32361896,1021,NA,NA,NA,NA,2,7.5,8.03,13.6,6,31,9.4,0.7,311,"B41","U111","ES","ES4","ES42","ES423","Cropland","No",NA,NA,NA,NA,NA,NA,NA,NA
32361906,1171,NA,NA,NA,NA,3,7.6,8.32,10.64,2.8,18,9.1,0.3,111.7,"E30","U112","ES","ES4","ES42","ES423","Grassland","No",NA,NA,NA,NA,NA,NA,NA,NA
32361928,1288,NA,NA,NA,NA,2,7.8,8.22,17.67,11.3,514,10.3,1,218.4,"B82","U111","ES","ES4","ES42","ES423","Cropland","No",1.043,1.139,NA,1.091,1.091,0.11,1.01797749184473,0.046157692307692
32361968,1071,NA,NA,NA,NA,3,7.4,8.03,14.06,6.6,501,15.5,0.9,266.7,"B54","U111","ES","ES4","ES42","ES423","Cropland","No",NA,NA,NA,NA,NA,NA,NA,NA
32361996,1139,NA,NA,NA,NA,3,7.6,8.17,14.42,1.5,290,13,0.7,283.7,"B31","U111","ES","ES4","ES42","ES423","Cropland","No",NA,NA,NA,NA,NA,NA,NA,NA
32362072,597,17,33,20,48,2,7.3,7.51,19.09,34.9,132,36.8,3.7,379.9,"B13","U111","ES","ES4","ES42","ES424","Cropland","No",NA,NA,NA,NA,NA,NA,NA,NA
32362122,1263,51,7,54,39,2,7,7.39,13.67,126.5,89,7.3,4,120.4,"D20","U420","ES","ES4","ES41","ES417","Shrubland","No",0.924,1.177,NA,1.051,1.0505,0.51,0.648342129931282,0.206059615384615
32362184,1099,18,15,53,32,3,5.1,5.61,5.39,20.5,1,0,1.1,62.7,"C22","U120","ES","ES4","ES41","ES412","Woodland","No",0.824,1.08,NA,0.952,0.952,0.18,0.835720403188616,0.065907692307692
32362252,1489,NA,NA,NA,NA,2,7.5,7.78,36.3,31.3,114,46.2,3.1,621.9,"B41","U111","ES","ES4","ES41","ES412","Cropland","No",NA,NA,NA,NA,NA,NA,NA,NA
32362256,1121,NA,NA,NA,NA,1,7.6,7.99,20.2,27.8,280,75.4,2,536.7,"B11","U111","ES","ES4","ES41","ES412","Cropland","No",1.079,1.121,NA,1.1,1.1,0.03,1.08071679002727,0.012692307692308
32362284,1133,NA,NA,NA,NA,3,7.5,8.1,14.84,18.8,521,27.1,1.1,84.2,"B11","U111","ES","ES4","ES41","ES412","Cropland","No",NA,NA,NA,NA,NA,NA,NA,NA
32362292,1019,NA,NA,NA,NA,4,7.1,7.56,13.47,11.7,54,0,1,92.8,"D20","U420","ES","ES4","ES41","ES412","Shrubland","No",NA,NA,NA,NA,NA,NA,NA,NA
32362346,1220,NA,NA,NA,NA,3,3.4,3.97,16.07,57.5,0,12.9,4.1,69.2,"C10","U120","ES","ES1","ES13","ES130","Woodland","No",NA,NA,NA,NA,NA,NA,NA,NA
32363494,1359,NA,NA,NA,NA,3,5.2,5.22,189.3,68.1,3,162.7,8.3,729.2,"E20","U111","IE","IE0","IE06","IE062","Grassland","No",NA,NA,NA,NA,NA,NA,NA,NA
32363508,1804,NA,NA,NA,NA,3,5.6,5.92,51.1,34,0,35.7,4.3,101.5,"E20","U111","IE","IE0","IE06","IE062","Grassland","No",NA,NA,NA,NA,NA,NA,NA,NA
32381692,1201,12,18,31,51,2,7.5,7.98,14.94,17.5,136,8.1,1.2,125.1,"B74","U111","ES","ES6","ES61","ES611","Cropland","No",1.073,1.144,NA,1.109,1.1085,0.12,1.02807805494978,0.051161538461538
32381700,1052,57,17,56,27,1,7.5,7.96,20.8,9.7,103,8.3,1.4,151.5,"B74","U111","ES","ES6","ES61","ES611","Cropland","No",NA,NA,NA,NA,NA,NA,NA,NA
32381710,1119,23,31,19,50,2,7.4,7.8,17.78,46.7,319,0,2.2,369.7,"C33","U420","ES","ES6","ES61","ES611","Woodland","No",1.308,1.288,NA,1.298,1.298,0.23,1.12910760995194,0.114823076923077
32381728,1076,11,42,21,37,3,7.6,8.13,16.42,11.1,350,7.3,0.9,312.3,"B13","U111","ES","ES6","ES61","ES611","Cropland","No",NA,NA,NA,NA,NA,NA,NA,NA
32381776,1120,20,19,37,44,1,7.5,7.88,14.7,67,393,0,1.6,107.4,"C22","U120","ES","ES4","ES42","ES421","Woodland","No",NA,NA,NA,NA,NA,NA,NA,NA
32381944,1025,NA,NA,NA,NA,3,7.3,7.73,32.3,15.8,339,29,1.3,388.1,"B13","U111","ES","ES4","ES42","ES423","Cropland","No",NA,NA,NA,NA,NA,NA,NA,NA
32382024,1038,NA,NA,NA,NA,2,7.5,8.07,14.49,10.8,315,17,1.1,184.9,"E30","U112","ES","ES4","ES42","ES424","Grassland","No",1.421,1.569,NA,1.495,1.495,0.23,1.32659176029963,0.13225
32382078,1237,14,28,32,40,2,7.2,7.63,13.4,9.1,16,37,1.2,406.5,"B13","U111","ES","ES4","ES42","ES424","Cropland","No",NA,NA,NA,NA,NA,NA,NA,NA
32382106,1101,27,20,38,42,3,6.4,6.61,5.37,9.9,1,0,1.1,167,"D20","U420","ES","ES4","ES42","ES424","Shrubland","No",0.657,1.128,NA,0.892,0.8925,0.27,0.71807844342472,0.092682692307692
32382186,1070,15,6,69,26,3,3.2,4.1,8.54,40,0,11.4,1.6,31.4,"C22","U120","ES","ES4","ES41","ES412","Woodland","No",NA,NA,NA,NA,NA,NA,NA,NA
32382190,1022,5,13,58,28,2,4.7,5.05,26.1,17.3,0,31.9,1.8,95.9,"C10","U120","ES","ES4","ES41","ES412","Woodland","No",NA,NA,NA,NA,NA,NA,NA,NA
32382250,1137,NA,NA,NA,NA,1,7.2,7.28,224,31.3,279,9,3.2,535,"E20","U420","ES","ES4","ES41","ES412","Grassland","No",NA,NA,NA,NA,NA,NA,NA,NA
32382312,1200,NA,NA,NA,NA,1,5.5,6.15,33.4,59.1,2,33.5,4.7,159.7,"C10","U120","ES","ES4","ES41","ES412","Woodland","No",NA,NA,NA,NA,NA,NA,NA,NA
32382340,1195,NA,NA,NA,NA,2,4.5,4.85,30.6,20.5,0,8.2,2,78.7,"C10","U420","ES","ES1","ES13","ES130","Woodland","No",NA,NA,NA,NA,NA,NA,NA,NA
32383504,1269,NA,NA,NA,NA,3,4.3,4.53,128.6,55.6,0,52.1,7,243.8,"E20","U111","IE","IE0","IE06","IE062","Grassland","No",0.819,0.885,NA,0.852,0.852,0.08,0.804941860465116,0.026215384615385
32383518,1058,NA,NA,NA,NA,2,4.9,5.27,63.6,51.5,0,48.6,5.9,152.9,"E20","U111","IE","IE0","IE06","IE062","Grassland","No",NA,NA,NA,NA,NA,NA,NA,NA
32401652,1050,NA,NA,NA,NA,4,7.7,8.31,10.44,10,1,0,0.9,49.8,"B81","U111","ES","ES6","ES61","ES611","Cropland","No",NA,NA,NA,NA,NA,NA,NA,NA
32401666,1040,NA,NA,NA,NA,3,7.5,8.03,16.76,13.8,247,0,1.6,177.3,"B74","U111","ES","ES6","ES61","ES611","Cropland","No",0.855,0.873,NA,0.864,0.864,0.27,0.692888047593294,0.089723076923077
32401696,1032,38,33,33,34,2,7.6,8.09,13.77,4.2,11,8.2,0.7,185.7,"B74","U111","ES","ES6","ES61","ES611","Cropland","No",1.114,1.159,NA,1.136,1.1365,0.38,0.844985309921453,0.166103846153846
32401702,1004,51,11,61,28,3,7.2,7.6,17.76,16.8,243,8.3,1.8,108.3,"C22","U420","ES","ES6","ES61","ES611","Woodland","No",1.163,1.157,NA,1.16,1.16,0.51,0.735829516032663,0.227538461538462
32401714,1048,24,24,46,30,4,7.7,8.42,15.28,22.7,620,8.4,0.6,109.1,"A22","U312","ES","ES6","ES61","ES611","Artificial land","No",NA,NA,NA,NA,NA,NA,NA,NA
32401720,1065,25,52,18,30,2,7.6,8.12,15.39,1,716,11.2,0.5,234,"B11","U111","ES","ES6","ES61","ES611","Cropland","No",0.948,0.972,NA,0.96,0.96,0.25,0.793220338983051,0.092307692307692
32401724,1063,9,43,19,38,3,7.6,8.07,17.25,5.4,537,7.3,0.7,517.1,"B15","U111","ES","ES6","ES61","ES611","Cropland","No",NA,NA,NA,NA,NA,NA,NA,NA
32401732,1010,43,10,70,20,1,7.8,8.29,24.6,14.3,485,59.7,0.9,234.6,"B43","U111","ES","ES6","ES61","ES611","Cropland","No",NA,NA,NA,NA,NA,NA,NA,NA
32401786,1313,6,17,48,34,4,7.3,7.71,15.3,21.8,346,0,1.3,120.8,"C22","U120","ES","ES4","ES42","ES421","Woodland","No",1.191,1.269,NA,1.23,1.23,0.06,1.18997704061436,0.028384615384615
32401822,1176,16,27,37,36,2,7.3,7.77,13.69,18,190,0,2.2,429.4,"C10","U420","ES","ES4","ES42","ES421","Woodland","No",1.084,1.237,NA,1.16,1.1605,0.16,1.04979124556811,0.071415384615385
