"SURVEY_DATE","POINTID_2018","Elev","Depth","Coarse","Clay","Sand","Silt","Soil_Stones","pH_CaCl2_2018","pH_H2O","EC_2018","OC_2018","OC..20.30.cm.","CaCO3_2018","CaCO3..20.30.cm.","P_2018","N_2018","K_2018","Ox_Al","Ox_Fe","NUTS_0_2018","NUTS_1_2018","NUTS_2_2018","NUTS_3_2018","TH_LAT","TH_LONG","LC_2018","LU_2018","BD.0.10","BD.10.20","BD.20.30","BD.0.20","BDsample_0","coarse_mas","BDfine_0_2","coarse_vol"
"26-07-18",30022324,1170,"0-20 cm",31,16,51,33,2,4.2,4.75,14.7,"35.5","",NA,NA,"< LOD","3.2","114.7",NA,NA,"ES","ES4","ES41","ES413",42.73671656,-6.199462775,"D10","U420",NA,NA,NA,NA,NA,NA,NA,NA
"18-07-18",30022410,345,"0-20 cm",NA,NA,NA,NA,2,4.9,5.29,31.8,"46.7","","1",NA,"48.4","4.4","340.5",NA,NA,"ES","ES1","ES12","ES120",43.49228063,-6.413026557,"E20","U111",0.747,0.985,NA,0.866,0.866,0.2,0.742244931597165,0.066615384615385
"13-06-18",30041718,248,"0-20 cm",NA,NA,NA,NA,1,7.7,8.38,19.53,"7.2","","498",NA,"27","1","624.4",0.8,0.7,"ES","ES6","ES61","ES618",37.38283422,-4.858307247,"B81","U111",1.208,NA,NA,NA,1.208,0.15,1.10372085331569,0.069692307692308
"08-08-18",30042042,1288,"0-20 cm",10,6,58,35,3,5.1,5.64,9.05,"72.3","","1",NA,"21","6.1","127.6",NA,NA,"ES","ES4","ES41","ES411",40.25468063,-5.524653866,"E20","U111",0.58,0.731,NA,0.656,0.6555,0.1,0.605208230582572,0.025211538461538
"08-08-18",30042052,1073,"0-20 cm",16,4,74,22,2,4.6,5.76,3.99,"34.2","",NA,NA,"15.1","2.7","95.2",NA,NA,"ES","ES4","ES41","ES411",40.34304852,-5.546541884,"E20","U420",NA,NA,NA,NA,NA,NA,NA,NA
"07-08-18",30042136,866,"0-20 cm",NA,NA,NA,NA,1,5.3,6.22,4.31,"6.7","",NA,NA,"23.7","0.9","148.4",NA,NA,"ES","ES4","ES41","ES415",41.08471098,-5.733751006,"B13","U111",NA,NA,NA,NA,NA,NA,NA,NA
"23-05-18",30042190,787,"0-20 cm",NA,NA,NA,NA,4,5.1,5.88,3.68,"8.2","","1",NA,"27","1","42.3",NA,NA,"ES","ES4","ES41","ES419",41.56090369,-5.857342746,"B15","U111",1.289,1.39,NA,1.339,1.3395,0.39,1.0225510746801,0.200925
"09-06-18",30042214,810,"0-20 cm",NA,NA,NA,NA,1,4.7,5.42,8.32,"9.9","",NA,NA,"< LOD","1.1","104.5",NA,NA,"ES","ES4","ES41","ES419",41.77239714,-5.913110217,"C32","U120",1.528,1.592,NA,1.56,1.56,0.08,1.50756302521008,0.048
"09-06-18",30042222,779,"0-20 cm",NA,NA,NA,NA,2,5,5.38,7.88,"7.2","","1",NA,"11.7","1","90.6",NA,NA,"ES","ES4","ES41","ES419",41.84287479,-5.931815677,"E30","U112",0.967,1.236,NA,1.101,1.1015,0.12,1.02123817782496,0.050838461538462
"24-06-18",30042244,822,"0-20 cm",NA,NA,NA,NA,2,5.8,6.35,6.12,"7.7","","1",NA,"13.4","1","157.2",1.4,2.7,"ES","ES4","ES41","ES419",42.03663636,-5.983558394,"F40","U112",1.248,1.416,NA,1.332,1.332,0.18,1.20319289563773,0.092215384615385
"02-08-18",30042340,1633,"0-20 cm",34,13,26,61,2,4.3,4.6,17.04,"87","","1",NA,"19.8","6.9","133.3",NA,NA,"ES","ES4","ES41","ES413",42.88125119,-6.214657861,"D20","U420",1.078,1.179,NA,1.128,1.1285,0.34,0.873752318042151,0.147573076923077
"16-05-18",30061648,184,"0-20 cm",NA,NA,NA,NA,2,7.7,8.39,14.16,"10.9","","68",NA,"< LOD","1.4","418.7",NA,NA,"ES","ES6","ES61","ES617",36.76357878,-4.702619736,"B81","U111",1.171,1.373,NA,1.272,1.272,0.24,1.09532840608005,0.117415384615385
"25-06-18",30061684,467,"0-20 cm",NA,NA,NA,NA,1,7.6,8.18,17.51,"7.8","","480",NA,"< LOD","1.2","255",0.8,0.5,"ES","ES6","ES61","ES617",37.08395619,-4.770881688,"B15","U111",1.196,1.272,NA,1.234,1.234,0.18,1.1064006594109,0.085430769230769
"07-05-18",30061696,468,"0-20 cm",NA,NA,NA,NA,1,7.4,7.69,20.53,"15.2","","402",NA,"100.5","1.7","1045.3",NA,NA,"ES","ES6","ES61","ES618",37.19070067,-4.793835937,"B81","U111",NA,NA,NA,NA,NA,NA,NA,NA
"22-06-18",30061750,256,"0-20 cm",NA,NA,NA,NA,2,7.5,8.09,17.4,"22.6","","187",NA,"39","2.1","651.9",NA,NA,"ES","ES6","ES61","ES613",37.67075532,-4.898389428,"B32","U111",NA,NA,NA,NA,NA,NA,NA,NA
"18-06-18",30062066,1091,"0-20 cm",13,14,40,46,2,4.4,5.12,31.37,"25.4","",NA,NA,"34.4","2.7","112.3",NA,NA,"ES","ES4","ES41","ES415",40.47043446,-5.554207704,"E10","U111",NA,NA,NA,NA,NA,NA,NA,NA
"18-06-18",30062074,1128,"0-20 cm",23,6,61,33,1,5.5,6.32,5.32,"10.4","",NA,NA,"< LOD","1.3","60.3",NA,NA,"ES","ES4","ES41","ES415",40.54110427,-5.571848527,"B54","U111",NA,NA,NA,NA,NA,NA,NA,NA
"24-07-18",30062134,871,"0-20 cm",NA,NA,NA,NA,1,7.1,7.6,10.62,"7.8","","3",NA,"19.4","0.9","210.9",NA,NA,"ES","ES4","ES41","ES415",41.0708043,-5.70589643,"B13","U111",1.258,1.273,NA,1.266,1.2655,0.29,1.04617454954198,0.141151923076923
"07-08-18",30062138,871,"0-20 cm",NA,NA,NA,NA,3,7.1,8.05,15.45,"9.2","","74",NA,"18.7","1.1","196.7",NA,NA,"ES","ES4","ES41","ES415",41.10609737,-5.714943602,"B11","U111",NA,NA,NA,NA,NA,NA,NA,NA
"07-06-18",30062206,785,"0-20 cm",NA,NA,NA,NA,1,5.2,6.18,3.52,"5","","1",NA,"< LOD","0.7","94.4",NA,NA,"ES","ES4","ES41","ES419",41.70569328,-5.870910529,"C22","U120",NA,NA,NA,NA,NA,NA,NA,NA
"24-06-18",30062254,816,"0-20 cm",NA,NA,NA,NA,1,4.7,5.64,4.07,"4.5","",NA,NA,"40.6","0.7","138.9",0.3,1,"ES","ES4","ES41","ES419",42.12849916,-5.983519193,"B55","U111",NA,NA,NA,NA,NA,NA,NA,NA
"28-04-18",30062278,921,"0-20 cm",NA,NA,NA,NA,2,3.7,4.23,5.8,"30.9","","1",NA,"< LOD","2.1","71.9",NA,NA,"ES","ES4","ES41","ES413",42.33976641,-6.040623244,"C10","U120",NA,NA,NA,NA,NA,NA,NA,NA
"04-05-18",30062308,1064,"0-20 cm",29,15,48,38,3,3.7,4.31,8.19,"29.3","",NA,NA,"< LOD","2","64.6",NA,NA,"ES","ES4","ES41","ES413",42.60372344,-6.11276671,"D20","U420",NA,NA,NA,NA,NA,NA,NA,NA
"02-08-18",30062336,1295,"0-20 cm",53,11,33,56,1,4.4,4.86,9.88,"38.7","","1",NA,"44.1","3.8","55.5",NA,NA,"ES","ES4","ES41","ES413",42.8499561,-6.180877172,"D10","U420",NA,NA,NA,NA,NA,NA,NA,NA
"10-07-18",30081718,277,"0-20 cm",NA,NA,NA,NA,1,7.4,7.69,13.46,"11","","162",NA,"< LOD","1","383",1.3,0.8,"ES","ES6","ES61","ES613",37.38983413,-4.814054209,"B81","U111",NA,NA,NA,NA,NA,NA,NA,NA
"21-06-18",30081758,288,"0-20 cm",NA,NA,NA,NA,1,7.5,8.29,12.23,"14.9","","109",NA,"< LOD","1","351.8",NA,NA,"ES","ES6","ES61","ES613",37.74535204,-4.891820468,"B37","U111",NA,NA,NA,NA,NA,NA,NA,NA
"21-05-18",30081844,569,"0-20 cm",NA,NA,NA,NA,1,4.9,5.93,2.68,"4.9","","1",NA,"< LOD","0.7","85",0.6,1.6,"ES","ES6","ES61","ES613",38.50882635,-5.062960524,"E30","U111",1.762,1.879,NA,1.821,1.8205,0.12,1.74899602778034,0.084023076923077
"07-06-18",30081890,505,"0-10 cm",NA,NA,NA,NA,1,5.3,6.01,3.85,"11.1","","1",NA,"< LOD","1.5","91.4",NA,NA,"ES","ES4","ES43","ES431",38.9167019,-5.156772296,"D20","U111",1.242,NA,NA,NA,1.242,0.18,1.11424820319469,0.085984615384615
"04-06-18",30082006,337,"0-20 cm",15,7,70,23,1,4.6,5.51,5.41,"16.7","","3",NA,"< LOD","1.5","112.7",NA,NA,"ES","ES4","ES43","ES432",39.94374291,-5.40066484,"C10","U120",NA,NA,NA,NA,NA,NA,NA,NA
"18-06-18",30082070,1008,"0-20 cm",16,10,62,28,1,6.4,6.7,14.7,"23.1","","2",NA,"11.8","2.3","348.9",NA,NA,"ES","ES4","ES41","ES415",40.50946526,-5.539888641,"C10","U120",NA,NA,NA,NA,NA,NA,NA,NA
"05-06-18",30082096,881,"0-20 cm",NA,NA,NA,NA,4,4.4,5.26,9.74,"10.1","",NA,NA,"13.3","1.1","66.1",NA,NA,"ES","ES4","ES41","ES415",40.73910414,-5.597428779,"B54","U111",NA,NA,NA,NA,NA,NA,NA,NA
"19-05-18",30082100,976,"0-20 cm",NA,NA,NA,NA,1,4.8,5.71,4.92,"5.3","",NA,NA,"< LOD","0.7","136.7",NA,NA,"ES","ES4","ES41","ES415",40.7744237,-5.6063322,"E20","U111",1.314,1.283,NA,1.299,1.2985,0.11,1.22284380576803,0.054936538461538
"21-07-18",30082168,786,"0-20 cm",NA,NA,NA,NA,1,7.4,8.01,15.72,"8.1","","59",NA,"29.4","1.1","513.5",0.8,0.7,"ES","ES4","ES41","ES419",41.37446936,-5.759810407,"B11","U111",NA,NA,NA,NA,NA,NA,NA,NA
"21-07-18",30082172,809,"0-20 cm",NA,NA,NA,NA,1,4.2,5.31,5.03,"3","",NA,NA,"28.2","0.6","101.2",0.5,0.8,"ES","ES4","ES41","ES419",41.40974345,-5.768964895,"B15","U111",NA,NA,NA,NA,NA,NA,NA,NA
"23-05-18",30082186,757,"0-20 cm",NA,NA,NA,NA,1,5.5,5.85,10.07,"5.7","",NA,NA,"14.4","0.7","105",NA,NA,"ES","ES4","ES41","ES419",41.53318295,-5.801117828,"F40","U112",NA,NA,NA,NA,NA,NA,NA,NA
"24-06-18",30082244,801,"0-20 cm",NA,NA,NA,NA,2,5.3,5.89,6.59,"6.7","",NA,NA,"< LOD","1","145.2",NA,NA,"ES","ES4","ES41","ES419",42.04424699,-5.936207486,"E30","U112",NA,NA,NA,NA,NA,NA,NA,NA
"06-05-18",30082268,865,"0-20 cm",NA,NA,NA,NA,1,4.9,5.27,12.63,"11","",NA,NA,"14.1","1.4","61.1",NA,NA,"ES","ES4","ES41","ES413",42.25556738,-5.993009939,"E30","U112",NA,NA,NA,NA,NA,NA,NA,NA
"10-07-18",30082276,881,"0-20 cm",NA,NA,NA,NA,1,5.5,6.12,8.81,"13.6","","1",NA,"53.8","1.9","533.8",NA,NA,"ES","ES4","ES41","ES413",42.32598746,-6.012063469,"B11","U111",1.564,1.567,NA,1.565,1.5655,0.12,1.48493205203678,0.072253846153846
"04-05-18",30082312,1079,"0-20 cm",47,30,14,56,1,5.8,6.1,13.32,"17.6","",NA,NA,"40.9","2.1","217.4",1.3,2.5,"ES","ES4","ES41","ES413",42.64275382,-6.098551999,"B12","U111",NA,NA,NA,NA,NA,NA,NA,NA
"08-08-18",30102048,1197,"0-20 cm",12,8,66,26,1,4.7,5.46,3.82,"16.7","","1",NA,"11.7","1.5","83.4",NA,NA,"ES","ES4","ES41","ES411",40.31874779,-5.468577878,"C10","U120",NA,NA,NA,NA,NA,NA,NA,NA
"07-08-18",30102056,1150,"0-20 cm",17,7,65,27,1,5.7,6.25,3.76,"19.7","","1",NA,"< LOD","2.1","169.5",NA,NA,"ES","ES4","ES41","ES411",40.38945001,-5.486049428,"C10","U111",1.152,1.248,NA,1.2,1.2,0.17,1.08080133555926,0.078461538461538
"02-05-18",30102128,858,"0-20 cm",NA,NA,NA,NA,1,6.2,6.44,15.81,"10.1","",NA,NA,"14.6","1.1","585.2",1.4,1.2,"ES","ES4","ES41","ES415",41.02531404,-5.645728616,"B13","U111",NA,NA,NA,NA,NA,NA,NA,NA
"24-07-18",30102138,886,"0-20 cm",NA,NA,NA,NA,2,5,5.94,5.29,"5.9","",NA,NA,"54.1","0.8","130.4",NA,NA,"ES","ES4","ES41","ES415",41.11356374,-5.66825836,"B31","U111",NA,NA,NA,NA,NA,NA,NA,NA
"17-07-18",30102146,904,"0-20 cm",NA,NA,NA,NA,4,6.2,6.7,9.52,"3.4","",NA,NA,"22","0.5","129.1",0.6,1.3,"ES","ES4","ES41","ES415",41.18415216,-5.686344947,"B21","U111",NA,NA,NA,NA,NA,NA,NA,NA
"17-07-18",30102152,900,"0-20 cm",NA,NA,NA,NA,3,4.4,5.32,3.14,"7.5","","3",NA,"11.5","0.9","131",NA,NA,"ES","ES4","ES41","ES415",41.23708685,-5.699946669,"C22","U120",NA,NA,NA,NA,NA,NA,NA,NA
"21-07-18",30102164,816,"0-20 cm",NA,NA,NA,NA,4,6.6,7.15,8.58,"4.1","",NA,NA,"27.3","0.6","151.9",0.3,0.7,"ES","ES4","ES41","ES419",41.34293925,-5.727245122,"B32","U111",NA,NA,NA,NA,NA,NA,NA,NA
"24-05-18",30102228,814,"0-20 cm",NA,NA,NA,NA,3,5.5,6.42,3.84,"4.8","","1",NA,"< LOD","0.7","113.9",NA,NA,"ES","ES4","ES41","ES419",41.90710331,-5.875007187,"E30","U112",1.161,1.333,NA,1.247,1.247,0.11,1.17164319096324,0.052757692307692
"21-05-18",30102368,1158,"0-20 cm",26,21,20,60,2,5.5,5.61,84,"60.2","","1",NA,"12.6","7.1","237.1",NA,NA,"ES","ES1","ES12","ES120",43.13897712,-6.211477251,"E20","U111",0.956,0.978,NA,0.967,0.967,0.26,0.79218421343961,0.0967
"13-07-18",30121708,343,"0-20 cm",NA,NA,NA,NA,4,7.6,8.2,18.21,"13.3","","481",NA,"41.5","1.4","551.7",NA,NA,"ES","ES6","ES61","ES618",37.3078822,-4.750583582,"B81","U111",1.235,1.244,NA,1.239,1.2395,0.09,1.1785098726313,0.042905769230769
"07-07-18",30121722,293,"0-20 cm",NA,NA,NA,NA,1,7.7,8.16,17.35,"10.8","","236",NA,"19.7","1.1","468.9",1.4,1,"ES","ES6","ES61","ES613",37.43238126,-4.777497205,"B81","U111",1.002,0.961,NA,0.981,0.9815,0.06,0.943991405330741,0.02265
"16-05-18",30121830,645,"0-20 cm",NA,NA,NA,NA,1,6.3,6.67,6.31,"9.9","","1",NA,"27.1","1.1","138.1",NA,NA,"ES","ES6","ES61","ES613",38.39172098,-4.989852372,"B13","U111",1.104,1.17,NA,1.137,1.137,0.19,1.00442623019585,0.083088461538462
"21-05-18",30121844,551,"0-20 cm",NA,NA,NA,NA,1,6.1,6.75,4.57,"6.2","","1",NA,"< LOD","0.7","119.6",NA,NA,"ES","ES6","ES61","ES613",38.51594051,-5.018007412,"E30","U112",1.556,1.897,NA,1.727,1.7265,0.12,1.65086884930751,0.079684615384615
"08-05-18",30121906,492,"0-10 cm",NA,NA,NA,NA,3,5.1,5.69,13.07,"12.4","",NA,NA,"< LOD","1.5","60.3",NA,NA,"ES","ES4","ES43","ES431",39.06567433,-5.144477787,"E10","U111",1.437,NA,NA,NA,1.437,0.17,1.31639548161701,0.093957692307692
"08-08-18",30122054,1116,"0-20 cm",19,5,79,16,4,5.2,6.32,4.13,"5.1","",NA,NA,"22.6","0.7","186.1",NA,NA,"ES","ES4","ES41","ES411",40.37544966,-5.458587536,"E20","U111",NA,NA,NA,NA,NA,NA,NA,NA
"12-06-18",30122060,1098,"0-20 cm",16,6,73,20,4,4.6,4.85,25.7,"9.2","","1",NA,"31.8","1.2","102.2",NA,NA,"ES","ES4","ES41","ES411",40.42847514,-5.471698136,"E20","U111",NA,NA,NA,NA,NA,NA,NA,NA
"18-06-18",30122072,1115,"0-20 cm",16,6,75,19,1,4.7,5.7,6.83,"4.8","",NA,NA,"32.3","0.6","159.9",NA,NA,"ES","ES4","ES41","ES415",40.53450899,-5.498009825,"E20","U111",NA,NA,NA,NA,NA,NA,NA,NA
"11-08-18",30122154,922,"0-10 cm",NA,NA,NA,NA,3,6,6.68,6.38,"4.3","","1",NA,"< LOD","0.6","194.9",NA,NA,"ES","ES4","ES41","ES419",41.25846532,-5.681091436,"B11","U111",1.313,NA,NA,NA,1.313,0.2,1.16840934371524,0.101
"21-07-18",30122158,934,"0-20 cm",NA,NA,NA,NA,4,5.3,6.01,3.31,"4.9","",NA,NA,"20.1","0.5","100",NA,NA,"ES","ES4","ES41","ES419",41.29375318,-5.69017135,"C10","U120",1.248,NA,NA,NA,1.248,0.23,1.08021582733813,0.1104
"25-06-18",30122252,820,"0-20 cm",NA,NA,NA,NA,3,6.6,6.95,14.96,"10.5","","3",NA,"15","1.5","93.6",NA,NA,"ES","ES4","ES41","ES419",42.1222958,-5.907669173,"B13","U111",1.281,1.423,NA,1.352,1.352,0.06,1.31180842279108,0.0312
"06-07-18",30122270,860,"0-20 cm",NA,NA,NA,NA,3,5,5.59,8.69,"18.8","",NA,NA,"< LOD","1.7","189.8",NA,NA,"ES","ES4","ES41","ES413",42.2807952,-5.950237854,"C10","U120",1.042,1.062,NA,1.052,1.052,0.23,0.893158725042832,0.093061538461538
"01-05-18",30122276,850,"0-20 cm",NA,NA,NA,NA,1,4,4.51,8.74,"7.5","","1",NA,"< LOD","0.9","113.3",0.9,3.6,"ES","ES4","ES41","ES413",42.3336171,-5.964494518,"C10","U120",NA,NA,NA,NA,NA,NA,NA,NA
"05-05-18",30122294,996,"0-20 cm",NA,NA,NA,NA,4,4.4,4.73,9.81,"7.3","","1",NA,"12.3","1","68.1",0.7,1.6,"ES","ES4","ES41","ES413",42.49204907,-6.007467332,"B13","U111",1.433,1.492,NA,1.463,1.4625,0.15,1.35767918088737,0.084375
"22-08-18",30122298,1025,"0-20 cm",NA,NA,NA,NA,2,4.6,5.39,3.75,"18.2","","1",NA,"< LOD","1.5","35.8",NA,NA,"ES","ES4","ES41","ES413",42.52724931,-6.017058368,"D10","U420",1.542,1.605,NA,1.574,1.5735,0.34,1.30756073820466,0.205765384615385
"08-05-18",30122312,1059,"0-20 cm",32,15,17,68,1,4.3,5.22,15.12,"34","","1",NA,"< LOD","2.7","109.2",NA,NA,"ES","ES4","ES41","ES413",42.6504305,-6.050746663,"C33","U120",NA,NA,NA,NA,NA,NA,NA,NA
"21-06-18",30141756,304,"0-20 cm",NA,NA,NA,NA,2,7.3,7.65,15.2,"11.5","","453",NA,"16.5","1.3","266.4",0.4,0.3,"ES","ES6","ES61","ES613",37.73810354,-4.821202314,"B12","U111",NA,NA,NA,NA,NA,NA,NA,NA
"12-06-18",30142056,1114,"0-20 cm",23,5,77,18,1,5,5.58,14.55,"6.7","",NA,NA,"< LOD","0.9","84.9",NA,NA,"ES","ES4","ES41","ES411",40.39679549,-5.43985703,"E20","U111",1.161,NA,NA,NA,1.161,0.23,0.996293137074202,0.102703846153846
"07-08-18",30142062,1100,"0-20 cm",13,6,78,15,1,4.8,5.47,2.27,"6.9","","1",NA,"11.2","0.8","59.2",NA,NA,"ES","ES4","ES41","ES411",40.44982262,-5.452959513,"C10","U120",1.591,1.563,NA,1.577,1.577,0.13,1.48943168865006,0.07885
"05-06-18",30142092,945,"0-20 cm",NA,NA,NA,NA,1,5.3,6.38,4.5,"7.7","",NA,NA,"24.8","0.9","171.2",1,1.4,"ES","ES4","ES41","ES415",40.71487303,-5.518925661,"B11","U111",NA,NA,NA,NA,NA,NA,NA,NA
"28-05-18",30142106,946,"0-20 cm",NA,NA,NA,NA,1,5.8,6.15,11.09,"12.3","",NA,NA,"< LOD","1.5","40.9",NA,NA,"ES","ES4","ES41","ES415",40.83851464,-5.549970883,"E20","U111",1.341,1.508,NA,1.425,1.4245,0.24,1.24652897100243,0.131492307692308
"04-06-18",30142128,878,"0-20 cm",NA,NA,NA,NA,1,7.3,7.83,19.99,"9","","19",NA,"< LOD","1","198.8",NA,NA,"ES","ES4","ES41","ES415",41.03274626,-5.599095654,"B13","U111",NA,NA,NA,NA,NA,NA,NA,NA
"25-05-18",30142178,707,"0-20 cm",NA,NA,NA,NA,1,7.5,8.19,22.86,"6.7","","13",NA,"20.1","0.9","321.4",0.4,0.5,"ES","ES4","ES41","ES419",41.47389902,-5.712308815,"B32","U111",NA,NA,NA,NA,NA,NA,NA,NA
"31-05-18",30142200,758,"0-20 cm",NA,NA,NA,NA,1,4.6,5.05,8.14,"3.3","",NA,NA,"22.8","0.6","84.6",NA,NA,"ES","ES4","ES41","ES419",41.66788209,-5.762822966,"F40","U112",NA,NA,NA,NA,NA,NA,NA,NA
"22-06-18",30142232,775,"0-20 cm",NA,NA,NA,NA,1,6.5,7.26,7.23,"6.5","","1",NA,"< LOD","1","141.2",NA,NA,"ES","ES4","ES41","ES419",41.94990418,-5.837076123,"E20","U420",1.521,1.604,NA,1.563,1.5625,0.17,1.44444444444444,0.102163461538462
"06-05-18",30142268,832,"0-20 cm",NA,NA,NA,NA,1,6.5,6.69,19.88,"25.2","","3",NA,"< LOD","2.7","366.4",NA,NA,"ES","ES4","ES41","ES413",42.26698792,-5.921730732,"C10","U120",NA,NA,NA,NA,NA,NA,NA,NA
"05-05-18",30142296,1001,"0-20 cm",NA,NA,NA,NA,1,4.4,4.67,15.92,"15.3","",NA,NA,"39.5","1.7","113.1",NA,NA,"ES","ES4","ES41","ES413",42.51346893,-5.988406974,"B13","U111",NA,NA,NA,NA,NA,NA,NA,NA
"18-05-18",30161670,653,"0-20 cm",NA,NA,NA,NA,1,7.6,7.95,28.8,"7.9","","349",NA,"27.5","1.6","338.8",NA,NA,"ES","ES6","ES61","ES617",36.9767017,-4.634212417,"B81","U111",1.335,1.433,NA,1.384,1.384,0.19,1.24717762639921,0.101138461538462
"04-05-18",30161680,467,"0-20 cm",NA,NA,NA,NA,1,7.4,7.54,100.42,"10.8","","185",NA,"14.1","1.4","929.5",NA,NA,"ES","ES6","ES61","ES617",37.0657061,-4.653103785,"B81","U111",NA,NA,NA,NA,NA,NA,NA,NA
"04-05-18",30161688,522,"0-20 cm",NA,NA,NA,NA,1,7.3,7.71,22.7,"17","","387",NA,"58.2","1.6","489.2",0.6,0.4,"ES","ES6","ES61","ES617",37.1368977,-4.668266702,"B81","U111",NA,NA,NA,NA,NA,NA,NA,NA
"21-06-18",30161748,362,"0-20 cm",NA,NA,NA,NA,1,7.5,8.2,23.6,"16.1","","446",NA,"83.4","1.6","1058",NA,NA,"ES","ES6","ES61","ES613",37.67049818,-4.783417826,"B31","U111",1.196,1.172,NA,1.184,1.184,0.11,1.10932884166883,0.050092307692308
"21-06-18",30161760,253,"0-20 cm",NA,NA,NA,NA,1,7.7,8.3,16.52,"16.3","","274",NA,"< LOD","1.1","483.3",NA,NA,"ES","ES6","ES61","ES613",37.7771473,-4.806754607,"B31","U111",0.903,0.858,NA,0.881,0.8805,0.04,0.856887530314491,0.013546153846154
"06-06-18",30161932,431,"0-20 cm",26,24,31,45,2,5.8,5.23,13.39,"17.2","",NA,NA,"< LOD","1.8","115",NA,NA,"ES","ES4","ES43","ES431",39.30321455,-5.152931224,"E20","U111",NA,NA,NA,NA,NA,NA,NA,NA
"08-08-18",30162054,1269,"0-20 cm",10,15,33,52,1,5.1,5.58,9.91,"47.2","","1",NA,"12.4","4.6","137.9",NA,NA,"ES","ES4","ES41","ES411",40.38278194,-5.412402567,"E20","U111",0.508,0.938,NA,0.723,0.723,0.1,0.669312022787514,0.027807692307692
"05-06-18",30162072,1159,"0-20 cm",15,11,56,34,1,5.5,6.05,22.52,"14.6","","1",NA,"21","1.8","97.1",NA,NA,"ES","ES4","ES41","ES415",40.54186268,-5.451715777,"E20","U111",NA,NA,NA,NA,NA,NA,NA,NA
"04-06-18",30162126,889,"0-20 cm",NA,NA,NA,NA,1,5.1,5.93,9.31,"4.7","",NA,NA,"16.9","0.6","99.4",NA,NA,"ES","ES4","ES41","ES415",41.01879868,-5.571298597,"B13","U111",NA,NA,NA,NA,NA,NA,NA,NA
"24-07-18",30162130,865,"0-20 cm",NA,NA,NA,NA,1,7.3,7.8,11.01,"9.5","","1",NA,"< LOD","1.2","810.4",NA,NA,"ES","ES4","ES41","ES415",41.05410904,-5.580255922,"B41","U111",NA,NA,NA,NA,NA,NA,NA,NA
"11-08-18",30162148,934,"0-20 cm",NA,NA,NA,NA,1,6.9,7.64,19.88,"7.1","","3",NA,"41.4","0.9","172.5",0.8,2.3,"ES","ES4","ES41","ES415",41.21297459,-5.620735678,"B11","U111",NA,NA,NA,NA,NA,NA,NA,NA
"29-05-18",30162184,685,"0-20 cm",NA,NA,NA,NA,1,7.5,8.28,15.66,"7.1","","66",NA,"21.6","0.7","295.4",NA,NA,"ES","ES4","ES41","ES419",41.53055344,-5.702547087,"E20","U420",1.524,1.398,NA,1.461,1.461,0.22,1.30033090784611,0.123623076923077
"30-05-18",30162192,743,"0-20 cm",NA,NA,NA,NA,1,7.5,8.07,16.58,"5.9","","205",NA,"< LOD","0.8","307.1",NA,NA,"ES","ES4","ES41","ES419",41.60109898,-5.720883326,"B11","U111",1.186,1.214,NA,1.2,1.2,0.14,1.10328947368421,0.064615384615385
"31-05-18",30162202,746,"0-20 cm",NA,NA,NA,NA,1,4.7,5.27,6.09,"3","",NA,NA,"18.7","0.5","78.7",NA,NA,"ES","ES4","ES41","ES419",41.68926686,-5.743884114,"B11","U111",NA,NA,NA,NA,NA,NA,NA,NA
"01-05-18",30162292,979,"0-20 cm",NA,NA,NA,NA,1,4.7,5.16,14.75,"15.6","",NA,NA,"< LOD","1.2","86.2",NA,NA,"ES","ES4","ES41","ES413",42.48207605,-5.954993137,"C10","U120",1.124,1.287,NA,1.205,1.2055,0.34,0.944527493801738,0.157642307692308
"23-06-18",30162346,1259,"0-20 cm",33,21,19,60,1,6.3,6.35,15.7,"102.5","",NA,NA,"39.2","10.4","149.9",NA,NA,"ES","ES4","ES41","ES413",42.95715681,-6.085300908,"E20","U111",NA,NA,NA,NA,NA,NA,NA,NA
"21-06-18",30181738,317,"0-20 cm",NA,NA,NA,NA,1,7.4,7.59,14.61,"19.2","","333",NA,"17.8","0.8","215",NA,NA,"ES","ES6","ES61","ES613",37.58508789,-4.741858078,"B81","U111",NA,NA,NA,NA,NA,NA,NA,NA
"21-05-18",30181858,570,"0-20 cm",NA,NA,NA,NA,1,6.6,7.19,11.86,"12.1","",NA,NA,"< LOD","1.4","106.6",NA,NA,"ES","ES6","ES61","ES613",38.65078313,-4.978746261,"B15","U111",NA,NA,NA,NA,NA,NA,NA,NA
"05-06-18",30182074,1249,"0-20 cm",27,9,66,25,1,5.5,6.49,2.79,"9.6","",NA,NA,"< LOD","1","71.9",NA,NA,"ES","ES4","ES41","ES415",40.56320506,-5.432944036,"E20","U111",NA,NA,NA,NA,NA,NA,NA,NA
"09-07-18",30182092,949,"0-20 cm",NA,NA,NA,NA,1,5.3,6.26,2.68,"5.9","",NA,NA,"< LOD","0.6","92.2",NA,NA,"ES","ES4","ES41","ES415",40.72223981,-5.472504858,"C10","U120",1.473,1.488,NA,1.481,1.4805,0.25,1.2946801950782,0.142355769230769
"25-05-18",30182170,779,"0-20 cm",NA,NA,NA,NA,1,7.5,7.81,14.43,"2.9","","11",NA,"< LOD","0.5","136.8",NA,NA,"ES","ES4","ES41","ES419",41.41080288,-5.647141845,"B13","U111",NA,NA,NA,NA,NA,NA,NA,NA
